free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,asset_impairment_charge
-1816000000.0,-568000000.0,-1217000000.0,2162000000.0,-298000000.0,7387000000.0,8872000000.0,2000000.0,-1487000000.0,-258000000.0,-258000000.0,23000000.0,30000000.0,-305000000.0,,-568000000.0,-568000000.0,945000000.0,377000000.0,0.0,377000000.0,568000000.0,-1217000000.0,1785000000.0,289000000.0,289000000.0,347000000.0,266000000.0,5600000000.0,-5334000000.0,-26000000.0,-26000000.0,-298000000.0,-298000000.0,-1518000000.0,-1518000000.0,-3248000000.0,-2918000000.0,559000000.0,226000000.0,226000000.0,226000000.0,-1832000000.0,73000000.0,94000000.0,94000000.0,473000000.0,122000000.0,11000000.0,111000000.0,961000000.0,2022-12-31,
6168000000.0,-622000000.0,-2199000000.0,2899000000.0,-301000000.0,10142000000.0,7387000000.0,1000000.0,2754000000.0,-531000000.0,-531000000.0,-96000000.0,43000000.0,-351000000.0,-351000000.0,-622000000.0,-622000000.0,700000000.0,34000000.0,-291000000.0,325000000.0,666000000.0,-1908000000.0,2574000000.0,-3184000000.0,-3184000000.0,176000000.0,-1421000000.0,6022000000.0,-7443000000.0,-1638000000.0,-1638000000.0,-301000000.0,-301000000.0,6469000000.0,6469000000.0,4054000000.0,4122000000.0,-363000000.0,18000000.0,18000000.0,18000000.0,-29000000.0,61000000.0,-255000000.0,-255000000.0,462000000.0,143000000.0,30000000.0,113000000.0,2004000000.0,2023-03-31,
1600000000.0,-646000000.0,-299000000.0,-235000000.0,-350000000.0,9991000000.0,10142000000.0,1000000.0,-152000000.0,-1430000000.0,-1430000000.0,2000000.0,38000000.0,-350000000.0,-350000000.0,-646000000.0,-646000000.0,-534000000.0,-534000000.0,-299000000.0,-235000000.0,0.0,0.0,0.0,-672000000.0,-672000000.0,-77000000.0,-232000000.0,9973000000.0,-10205000000.0,-13000000.0,-13000000.0,-350000000.0,-350000000.0,1950000000.0,1950000000.0,-443000000.0,-384000000.0,-208000000.0,142000000.0,142000000.0,142000000.0,-270000000.0,78000000.0,-138000000.0,-138000000.0,433000000.0,164000000.0,43000000.0,121000000.0,1856000000.0,2023-06-30,
2294000000.0,-480000000.0,-198000000.0,-90000000.0,-319000000.0,10919000000.0,9991000000.0,-4000000.0,932000000.0,-994000000.0,-994000000.0,0.0,31000000.0,-348000000.0,-348000000.0,-480000000.0,-480000000.0,-288000000.0,-288000000.0,-198000000.0,-90000000.0,0.0,0.0,0.0,-687000000.0,-687000000.0,-126000000.0,-323000000.0,6366000000.0,-6689000000.0,81000000.0,81000000.0,-319000000.0,-319000000.0,2613000000.0,2613000000.0,210000000.0,-258000000.0,-411000000.0,1557000000.0,1557000000.0,1557000000.0,-428000000.0,78000000.0,32000000.0,32000000.0,426000000.0,121000000.0,-3000000.0,124000000.0,1300000000.0,2023-09-30,
-3297000000.0,-928000000.0,522000000.0,339000000.0,-326000000.0,6526000000.0,10919000000.0,1000000.0,-4394000000.0,-394000000.0,-394000000.0,2000000.0,40000000.0,-346000000.0,-346000000.0,-928000000.0,-928000000.0,861000000.0,862000000.0,523000000.0,339000000.0,-1000000.0,-1000000.0,0.0,-1029000000.0,-1029000000.0,3000000.0,-724000000.0,-8825000000.0,8101000000.0,18000000.0,18000000.0,-326000000.0,-326000000.0,-2971000000.0,-2971000000.0,-4356000000.0,-3286000000.0,228000000.0,-77000000.0,-77000000.0,-77000000.0,-1035000000.0,72000000.0,-241000000.0,-241000000.0,424000000.0,299000000.0,-37000000.0,336000000.0,831000000.0,2023-12-31,0.0
1699000000.0,-566000000.0,-586000000.0,1350000000.0,-279000000.0,6226000000.0,6526000000.0,0.0,-300000000.0,32000000.0,32000000.0,-96000000.0,97000000.0,-379000000.0,-379000000.0,-566000000.0,-566000000.0,764000000.0,764000000.0,-586000000.0,1350000000.0,,0.0,0.0,-2310000000.0,-2310000000.0,-241000000.0,-670000000.0,5433000000.0,-6103000000.0,-1120000000.0,-1120000000.0,-279000000.0,-279000000.0,1978000000.0,1978000000.0,-988000000.0,653000000.0,-1133000000.0,-257000000.0,-257000000.0,-257000000.0,-282000000.0,62000000.0,136000000.0,136000000.0,331000000.0,188000000.0,27000000.0,161000000.0,2249000000.0,2024-03-31,
