tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,depreciation_and_amortization_in_income_statement,amortization,selling_general_and_administration,total_revenue,operating_revenue,date
0.0,0.167244,0.0,0.0,949000000.0,473000000.0,1383000000.0,-229000000.0,229000000.0,949000000.0,949000000.0,38775000000.0,241200000.0,237958067.0,3.93,3.988098,949000000.0,949000000.0,949000000.0,-12000000.0,961000000.0,961000000.0,193000000.0,1154000000.0,4137000000.0,0.0,-229000000.0,229000000.0,3646000000.0,247000000.0,247000000.0,4562000000.0,39929000000.0,39929000000.0,2022-12-31
0.0,0.235,,,1989000000.0,462000000.0,2870000000.0,-251000000.0,251000000.0,1989000000.0,1989000000.0,39553000000.0,239700000.0,237114190.0,8.3,8.388363,1989000000.0,1989000000.0,1989000000.0,-15000000.0,2004000000.0,2004000000.0,615000000.0,2619000000.0,4022000000.0,,-251000000.0,251000000.0,3481000000.0,235000000.0,235000000.0,4800000000.0,42172000000.0,42172000000.0,2023-03-31
0.0,0.239656,,,1853000000.0,433000000.0,2702000000.0,-261000000.0,261000000.0,1853000000.0,1853000000.0,41231000000.0,237800000.0,235861650.0,7.79,7.856301,1853000000.0,1853000000.0,1853000000.0,-3000000.0,1856000000.0,1856000000.0,585000000.0,2441000000.0,4859000000.0,,-261000000.0,261000000.0,4327000000.0,221000000.0,221000000.0,4818000000.0,43672000000.0,43672000000.0,2023-06-30
0.0,0.214027,,,1289000000.0,426000000.0,1913000000.0,-259000000.0,259000000.0,1289000000.0,1289000000.0,41195000000.0,236500000.0,235300000.0,5.45,5.48,1289000000.0,1289000000.0,1289000000.0,-11000000.0,1300000000.0,1300000000.0,354000000.0,1654000000.0,5177000000.0,,-259000000.0,259000000.0,10118000000.0,212000000.0,212000000.0,,42849000000.0,42849000000.0,2023-09-30
0.0,0.16983,,,856000000.0,424000000.0,1260000000.0,-259000000.0,259000000.0,856000000.0,856000000.0,41646000000.0,235800000.0,233071088.0,3.63,3.672699,856000000.0,856000000.0,856000000.0,25000000.0,831000000.0,831000000.0,170000000.0,1001000000.0,5394000000.0,,-259000000.0,259000000.0,9836000000.0,217000000.0,217000000.0,,42647000000.0,42647000000.0,2023-12-31
0.0,0.235,,,2246000000.0,331000000.0,3204000000.0,-265000000.0,265000000.0,2246000000.0,2246000000.0,39638000000.0,234200000.0,232700000.0,9.59,9.65,2246000000.0,2246000000.0,2246000000.0,-3000000.0,2249000000.0,2249000000.0,690000000.0,2939000000.0,4499000000.0,,-265000000.0,265000000.0,8711000000.0,116000000.0,116000000.0,,42577000000.0,42577000000.0,2024-03-31
