ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
237958067.0,237958067.0,16727000000.0,24114000000.0,1609000000.0,60421000000.0,1609000000.0,36307000000.0,58656000000.0,36394000000.0,87000000.0,36307000000.0,-2503000000.0,-2503000000.0,29724000000.0,9084000000.0,2000000.0,2000000.0,0.0,66378000000.0,2034000000.0,2034000000.0,22349000000.0,22349000000.0,1112000000.0,1112000000.0,1765000000.0,1765000000.0,1765000000.0,21203000000.0,21203000000.0,21203000000.0,102772000000.0,27657000000.0,34698000000.0,10315000000.0,24383000000.0,4316000000.0,16044000000.0,8961000000.0,7083000000.0,33339000000.0,25952000000.0,7387000000.0,2022-12-31
237114190.0,237114190.0,15324000000.0,25466000000.0,1168000000.0,62822000000.0,1168000000.0,37356000000.0,62557000000.0,37460000000.0,104000000.0,37356000000.0,-2050000000.0,-2050000000.0,30707000000.0,8697000000.0,2000000.0,2000000.0,0.0,71580000000.0,2029000000.0,2029000000.0,25201000000.0,25201000000.0,4394000000.0,4394000000.0,265000000.0,265000000.0,265000000.0,20601000000.0,20601000000.0,20601000000.0,109040000000.0,28811000000.0,36188000000.0,10915000000.0,25273000000.0,4418000000.0,16710000000.0,4678000000.0,12032000000.0,37778000000.0,27636000000.0,10142000000.0,2023-03-31
235861650.0,235861650.0,15133000000.0,25124000000.0,2228000000.0,63329000000.0,2228000000.0,38205000000.0,63064000000.0,38312000000.0,107000000.0,38205000000.0,-2166000000.0,-2166000000.0,31608000000.0,8761000000.0,2000000.0,2000000.0,0.0,70856000000.0,1852000000.0,1852000000.0,24859000000.0,24859000000.0,4458000000.0,4458000000.0,265000000.0,265000000.0,265000000.0,21198000000.0,21198000000.0,21198000000.0,109168000000.0,29068000000.0,35977000000.0,10703000000.0,25274000000.0,4547000000.0,16523000000.0,9092000000.0,7431000000.0,38012000000.0,28021000000.0,9991000000.0,2023-06-30
234906987.0,234906987.0,13925000000.0,24844000000.0,2641000000.0,63267000000.0,2641000000.0,38423000000.0,62468000000.0,38539000000.0,116000000.0,38423000000.0,-2512000000.0,-2512000000.0,32103000000.0,8830000000.0,2000000.0,2000000.0,0.0,71939000000.0,1779000000.0,1779000000.0,24045000000.0,24045000000.0,4332000000.0,4332000000.0,799000000.0,799000000.0,799000000.0,22159000000.0,22159000000.0,22159000000.0,110478000000.0,28792000000.0,35782000000.0,10491000000.0,25291000000.0,4248000000.0,16932000000.0,9049000000.0,7883000000.0,38730000000.0,27811000000.0,10919000000.0,2023-09-30
233071088.0,233071088.0,18594000000.0,25120000000.0,3716000000.0,64426000000.0,3716000000.0,39306000000.0,62552000000.0,39405000000.0,99000000.0,39306000000.0,-1313000000.0,-1313000000.0,31749000000.0,8868000000.0,2000000.0,2000000.0,0.0,69523000000.0,1970000000.0,1970000000.0,23246000000.0,23246000000.0,1402000000.0,1402000000.0,1874000000.0,1874000000.0,1874000000.0,23021000000.0,23021000000.0,23021000000.0,108928000000.0,30719000000.0,35590000000.0,10273000000.0,25317000000.0,4359000000.0,17865000000.0,9963000000.0,7902000000.0,36140000000.0,29614000000.0,6526000000.0,2023-12-31
233071088.0,233071088.0,20225000000.0,26451000000.0,3951000000.0,67059000000.0,3951000000.0,40608000000.0,62584000000.0,40710000000.0,102000000.0,40608000000.0,-1365000000.0,-1365000000.0,33088000000.0,8883000000.0,2000000.0,2000000.0,0.0,71184000000.0,2201000000.0,2201000000.0,21976000000.0,21976000000.0,1474000000.0,1474000000.0,4475000000.0,4475000000.0,4475000000.0,22117000000.0,22117000000.0,22117000000.0,111894000000.0,30921000000.0,36657000000.0,10710000000.0,25947000000.0,4451000000.0,18293000000.0,9362000000.0,8931000000.0,35756000000.0,29530000000.0,6226000000.0,2024-03-31
