treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,dueto_related_parties_current,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,duefrom_related_parties_non_current,non_current_note_receivables,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,current_deferred_assets,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,duefrom_related_parties_current,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
79000000.0,718000000.0,797000000.0,22420000000.0,28160000000.0,-29563000000.0,23860000000.0,-13220000000.0,-29563000000.0,831000000.0,-3469000000.0,17093000000.0,-3368000000.0,101000000.0,-3469000000.0,-920000000.0,-920000000.0,3663000000.0,-7102000000.0,8216000000.0,8216000000.0,88540000000.0,36533000000.0,2404000000.0,12983000000.0,12983000000.0,21146000000.0,584000000.0,20562000000.0,52007000000.0,7668000000.0,14106000000.0,14106000000.0,7014000000.0,247000000.0,6767000000.0,6767000000.0,23219000000.0,,23219000000.0,712000000.0,22507000000.0,85172000000.0,46385000000.0,3928000000.0,1984000000.0,612000000.0,5659000000.0,612000000.0,1534000000.0,26094000000.0,6728000000.0,19366000000.0,6574000000.0,-7828000000.0,14402000000.0,727000000.0,10655000000.0,3020000000.0,38787000000.0,8297000000.0,,2560000000.0,300000000.0,6172000000.0,1099000000.0,954000000.0,4119000000.0,16549000000.0,203000000.0,4915000000.0,11431000000.0,-75000000.0,11506000000.0,4909000000.0,4909000000.0,2022-10-31
82000000.0,716000000.0,798000000.0,20981000000.0,29588000000.0,-29266000000.0,26466000000.0,-9303000000.0,-29266000000.0,,-3122000000.0,19893000000.0,-3025000000.0,97000000.0,-3122000000.0,-1001000000.0,-1001000000.0,3813000000.0,-6732000000.0,8424000000.0,8424000000.0,92636000000.0,40982000000.0,3223000000.0,14744000000.0,14744000000.0,23015000000.0,,23015000000.0,51654000000.0,,15542000000.0,15542000000.0,6573000000.0,,6573000000.0,,29539000000.0,8874000000.0,20665000000.0,2067000000.0,18598000000.0,89611000000.0,47260000000.0,7311000000.0,,440000000.0,5638000000.0,440000000.0,1518000000.0,26144000000.0,6468000000.0,19676000000.0,6209000000.0,-6883000000.0,13092000000.0,,10033000000.0,3059000000.0,42351000000.0,10827000000.0,,,,4776000000.0,843000000.0,708000000.0,3225000000.0,18141000000.0,378000000.0,5281000000.0,12482000000.0,-78000000.0,12560000000.0,8607000000.0,8607000000.0,2023-01-31
88000000.0,729869101.0,817869101.0,20801000000.0,29323000000.0,-28953000000.0,25409000000.0,-9433000000.0,-28953000000.0,891000000.0,-3023000000.0,19939000000.0,-2924000000.0,99000000.0,-3023000000.0,-868000000.0,-868000000.0,4064000000.0,-6430000000.0,8339000000.0,8339000000.0,87018000000.0,40193000000.0,2440000000.0,14168000000.0,14168000000.0,23585000000.0,623000000.0,22962000000.0,46825000000.0,7170000000.0,15527000000.0,15527000000.0,5738000000.0,268000000.0,5470000000.0,5470000000.0,18390000000.0,,18390000000.0,594000000.0,17796000000.0,84094000000.0,46702000000.0,4178000000.0,2234000000.0,442000000.0,5524000000.0,442000000.0,1399000000.0,25930000000.0,6269000000.0,19661000000.0,6995000000.0,-7132000000.0,14127000000.0,734000000.0,10344000000.0,3049000000.0,37392000000.0,7795000000.0,,2863000000.0,291000000.0,4016000000.0,862000000.0,613000000.0,2541000000.0,14796000000.0,384000000.0,5013000000.0,9399000000.0,-77000000.0,9476000000.0,7631000000.0,7631000000.0,2023-04-30
93000000.0,724000000.0,817000000.0,18774000000.0,27993000000.0,-28472000000.0,24366000000.0,-11943000000.0,-28472000000.0,855000000.0,-2772000000.0,17405000000.0,-2677000000.0,95000000.0,-2772000000.0,-757000000.0,-757000000.0,4320000000.0,-6249000000.0,8554000000.0,8554000000.0,88335000000.0,37393000000.0,2478000000.0,14138000000.0,14138000000.0,20777000000.0,600000000.0,20177000000.0,50942000000.0,6331000000.0,16174000000.0,16174000000.0,7216000000.0,255000000.0,6961000000.0,6961000000.0,21221000000.0,,21221000000.0,1252000000.0,19969000000.0,85658000000.0,46659000000.0,4334000000.0,2277000000.0,236000000.0,5813000000.0,236000000.0,1331000000.0,25700000000.0,6060000000.0,19640000000.0,6968000000.0,-7296000000.0,14264000000.0,716000000.0,10612000000.0,2936000000.0,38999000000.0,4929000000.0,442000000.0,5837000000.0,281000000.0,3584000000.0,783000000.0,604000000.0,2197000000.0,15562000000.0,404000000.0,4807000000.0,10351000000.0,-80000000.0,10431000000.0,8364000000.0,8364000000.0,2023-07-31
104000000.0,715000000.0,819000000.0,18319000000.0,27451000000.0,-28187000000.0,23953000000.0,-11890000000.0,-28187000000.0,834000000.0,-2664000000.0,17455000000.0,-2570000000.0,94000000.0,-2664000000.0,-823000000.0,-823000000.0,5064000000.0,-5519000000.0,8742000000.0,8742000000.0,85834000000.0,36957000000.0,2403000000.0,13847000000.0,13847000000.0,20707000000.0,588000000.0,20119000000.0,48877000000.0,6203000000.0,15206000000.0,15206000000.0,6744000000.0,246000000.0,6498000000.0,6498000000.0,20724000000.0,,20724000000.0,1246000000.0,19478000000.0,83264000000.0,46277000000.0,4314000000.0,2201000000.0,239000000.0,5773000000.0,239000000.0,1294000000.0,25523000000.0,5907000000.0,19616000000.0,6933000000.0,-7516000000.0,14449000000.0,711000000.0,10844000000.0,2894000000.0,36987000000.0,5023000000.0,,5494000000.0,145000000.0,3381000000.0,827000000.0,679000000.0,1875000000.0,14646000000.0,386000000.0,4540000000.0,9720000000.0,-74000000.0,9794000000.0,8298000000.0,8298000000.0,2023-10-31
116000000.0,706335200.0,822335200.0,18628000000.0,25994000000.0,-27805000000.0,23590000000.0,-12547000000.0,-27805000000.0,,-2404000000.0,16608000000.0,-2309000000.0,95000000.0,-2404000000.0,-800000000.0,-800000000.0,5900000000.0,-4630000000.0,8926000000.0,8926000000.0,84398000000.0,35904000000.0,3065000000.0,13827000000.0,13827000000.0,19012000000.0,,19012000000.0,48494000000.0,,15318000000.0,15318000000.0,6982000000.0,,6982000000.0,,26194000000.0,6805000000.0,19389000000.0,0.0,19389000000.0,82089000000.0,46142000000.0,7116000000.0,,0.0,5877000000.0,,1316000000.0,25401000000.0,5701000000.0,19700000000.0,6432000000.0,-7185000000.0,13617000000.0,5022000000.0,5718000000.0,2877000000.0,35947000000.0,10973000000.0,,,,3622000000.0,694000000.0,607000000.0,2321000000.0,13986000000.0,0.0,4643000000.0,9343000000.0,-71000000.0,9414000000.0,7366000000.0,7366000000.0,2024-01-31
