free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-351000000.0,-622000000.0,-1837000000.0,2314000000.0,0.0,-747000000.0,5224000000.0,6093000000.0,-149000000.0,-720000000.0,-386000000.0,-386000000.0,-3000000.0,-238000000.0,-238000000.0,-622000000.0,-622000000.0,0.0,477000000.0,477000000.0,-1837000000.0,2314000000.0,-730000000.0,-730000000.0,7000000.0,10000000.0,31000000.0,-21000000.0,0.0,,0.0,-747000000.0,396000000.0,396000000.0,-748000000.0,1025000000.0,-2766000000.0,-2766000000.0,-2766000000.0,-372000000.0,1365000000.0,1729000000.0,199000000.0,235000000.0,-363000000.0,-363000000.0,832000000.0,832000000.0,241000000.0,2022-10-31
1955000000.0,-183000000.0,-1746000000.0,3700000000.0,0.0,-759000000.0,8894000000.0,5224000000.0,239000000.0,3431000000.0,1513000000.0,1513000000.0,-22000000.0,-236000000.0,-236000000.0,-183000000.0,-183000000.0,0.0,1954000000.0,1954000000.0,-1746000000.0,3700000000.0,-796000000.0,-796000000.0,23000000.0,10000000.0,17000000.0,-7000000.0,-70000000.0,0.0,-70000000.0,-759000000.0,2714000000.0,2714000000.0,685000000.0,4270000000.0,-4080000000.0,-4080000000.0,-4080000000.0,1360000000.0,-865000000.0,-690000000.0,313000000.0,228000000.0,28000000.0,28000000.0,854000000.0,854000000.0,606000000.0,2023-01-31
1076000000.0,-546000000.0,-3698000000.0,2521000000.0,2000000.0,-701000000.0,7927000000.0,8894000000.0,-58000000.0,-909000000.0,-2002000000.0,-2002000000.0,-5000000.0,-276000000.0,-276000000.0,-544000000.0,-546000000.0,2000000.0,-1177000000.0,-1177000000.0,-3698000000.0,2521000000.0,-684000000.0,-684000000.0,13000000.0,4000000.0,19000000.0,-15000000.0,,,,-701000000.0,1777000000.0,1777000000.0,-50000000.0,-3375000000.0,-726000000.0,-726000000.0,-726000000.0,684000000.0,3367000000.0,3000000000.0,308000000.0,225000000.0,-93000000.0,-93000000.0,809000000.0,809000000.0,578000000.0,2023-04-30
2590000000.0,-266000000.0,-3384000000.0,2134000000.0,2000000.0,-624000000.0,8650000000.0,7927000000.0,-59000000.0,782000000.0,-1827000000.0,-1827000000.0,-44000000.0,-269000000.0,-269000000.0,-264000000.0,-266000000.0,2000000.0,-1250000000.0,-1250000000.0,-3384000000.0,2134000000.0,-605000000.0,-605000000.0,9000000.0,10000000.0,108000000.0,-98000000.0,,,,-624000000.0,3214000000.0,3214000000.0,1634000000.0,630000000.0,2153000000.0,2153000000.0,2153000000.0,366000000.0,-1515000000.0,-1018000000.0,172000000.0,223000000.0,-101000000.0,-101000000.0,831000000.0,831000000.0,455000000.0,2023-07-31
1448000000.0,-744000000.0,-2684000000.0,2249000000.0,4000000.0,-704000000.0,8448000000.0,8650000000.0,-83000000.0,-119000000.0,-1446000000.0,-1446000000.0,-5000000.0,-266000000.0,-266000000.0,-740000000.0,-744000000.0,4000000.0,-435000000.0,-435000000.0,-2684000000.0,2249000000.0,-825000000.0,-825000000.0,13000000.0,-7000000.0,23000000.0,-30000000.0,,,,-704000000.0,2152000000.0,2152000000.0,108000000.0,-740000000.0,-415000000.0,-415000000.0,-415000000.0,153000000.0,1110000000.0,535000000.0,41000000.0,227000000.0,-50000000.0,-50000000.0,822000000.0,822000000.0,1004000000.0,2023-10-31
806000000.0,-896000000.0,-1480000000.0,871000000.0,2000000.0,-727000000.0,7507000000.0,8448000000.0,14000000.0,-955000000.0,-1819000000.0,-1819000000.0,-55000000.0,-261000000.0,-261000000.0,-894000000.0,-896000000.0,2000000.0,-609000000.0,-609000000.0,-1480000000.0,871000000.0,-669000000.0,-669000000.0,10000000.0,47000000.0,76000000.0,-29000000.0,1000000.0,,1000000.0,-727000000.0,1533000000.0,1533000000.0,-910000000.0,341000000.0,-1347000000.0,-1347000000.0,-1347000000.0,-228000000.0,324000000.0,460000000.0,88000000.0,203000000.0,153000000.0,153000000.0,841000000.0,841000000.0,1158000000.0,2024-01-31
