treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
290000000.0,667600000.0,957600000.0,9943000000.0,20537000000.0,-4022000000.0,36267000000.0,5044000000.0,-4022000000.0,967000000.0,16697000000.0,31820000000.0,17326000000.0,629000000.0,16697000000.0,-3475000000.0,34443000000.0,45093000000.0,8564000000.0,958000000.0,958000000.0,44949000000.0,25011000000.0,1878000000.0,1452000000.0,1452000000.0,38000000.0,1939000000.0,3427000000.0,1334000000.0,2093000000.0,15898000000.0,775000000.0,15123000000.0,417000000.0,19938000000.0,3555000000.0,3555000000.0,4639000000.0,192000000.0,4447000000.0,4447000000.0,1218000000.0,222000000.0,10304000000.0,3252000000.0,122000000.0,7052000000.0,723000000.0,549000000.0,6329000000.0,62275000000.0,37293000000.0,9513000000.0,421000000.0,421000000.0,224000000.0,945000000.0,20719000000.0,3222000000.0,17497000000.0,5471000000.0,-9291000000.0,14762000000.0,769000000.0,10383000000.0,3394000000.0,216000000.0,0.0,24982000000.0,1894000000.0,5538000000.0,3082000000.0,1049000000.0,1407000000.0,7440000000.0,7440000000.0,-326000000.0,7766000000.0,10110000000.0,483000000.0,9627000000.0,2022-12-31
291900000.0,665676749.0,957576749.0,12293000000.0,19162000000.0,-3836000000.0,36081000000.0,4614000000.0,-3836000000.0,,16919000000.0,31589000000.0,17522000000.0,603000000.0,16919000000.0,-3538000000.0,35072000000.0,45797000000.0,8774000000.0,958000000.0,958000000.0,42361000000.0,24465000000.0,7355000000.0,137000000.0,137000000.0,,,2303000000.0,,2303000000.0,14670000000.0,,14670000000.0,,17896000000.0,,,4492000000.0,,4492000000.0,,,,13404000000.0,6961000000.0,,6443000000.0,,,6443000000.0,59883000000.0,37373000000.0,9619000000.0,383000000.0,383000000.0,239000000.0,905000000.0,20755000000.0,3168000000.0,17587000000.0,5472000000.0,,,,,,,,22510000000.0,1632000000.0,5776000000.0,3119000000.0,1161000000.0,1496000000.0,7862000000.0,7862000000.0,-336000000.0,8198000000.0,7240000000.0,371000000.0,6869000000.0,2023-03-31
293600000.0,663961433.0,957561433.0,12747000000.0,21373000000.0,-4070000000.0,38672000000.0,7009000000.0,-4070000000.0,,17299000000.0,34899000000.0,17901000000.0,602000000.0,17299000000.0,-3611000000.0,35510000000.0,46596000000.0,8866000000.0,958000000.0,958000000.0,44436000000.0,27262000000.0,7267000000.0,133000000.0,133000000.0,,,2262000000.0,,2262000000.0,17600000000.0,,17600000000.0,,17174000000.0,,,3773000000.0,,3773000000.0,,,,13401000000.0,6956000000.0,,6445000000.0,,,6445000000.0,62337000000.0,38154000000.0,9802000000.0,383000000.0,383000000.0,203000000.0,911000000.0,21369000000.0,3415000000.0,17954000000.0,5486000000.0,,,,,,,,24183000000.0,1530000000.0,5890000000.0,3181000000.0,1205000000.0,1504000000.0,7994000000.0,7994000000.0,-350000000.0,8344000000.0,8769000000.0,143000000.0,8626000000.0,2023-06-30
298300000.0,659250644.0,957550644.0,12516000000.0,20286000000.0,-3872000000.0,37517000000.0,6093000000.0,-3872000000.0,,17231000000.0,33914000000.0,17782000000.0,551000000.0,17231000000.0,-3551000000.0,36507000000.0,47426000000.0,8905000000.0,958000000.0,958000000.0,43514000000.0,26287000000.0,7248000000.0,131000000.0,131000000.0,,,2225000000.0,,2225000000.0,16683000000.0,,16683000000.0,,17227000000.0,,,3603000000.0,,3603000000.0,,,,13624000000.0,7196000000.0,,6428000000.0,,,6428000000.0,61296000000.0,37976000000.0,9915000000.0,377000000.0,377000000.0,200000000.0,895000000.0,21103000000.0,3310000000.0,17793000000.0,5486000000.0,,,,,,,,23320000000.0,1553000000.0,6000000000.0,3267000000.0,1248000000.0,1485000000.0,7833000000.0,7833000000.0,-342000000.0,8175000000.0,7934000000.0,164000000.0,7770000000.0,2023-09-30
305800000.0,651800000.0,957600000.0,12518000000.0,21536000000.0,-5424000000.0,36299000000.0,4963000000.0,-5424000000.0,1093000000.0,15856000000.0,32418000000.0,16441000000.0,585000000.0,15856000000.0,-4135000000.0,38008000000.0,47979000000.0,9062000000.0,958000000.0,958000000.0,45084000000.0,26545000000.0,2172000000.0,1476000000.0,1476000000.0,,1742000000.0,3265000000.0,1171000000.0,2094000000.0,17459000000.0,897000000.0,16562000000.0,431000000.0,18539000000.0,3499000000.0,3499000000.0,4077000000.0,196000000.0,3881000000.0,3881000000.0,1322000000.0,227000000.0,9414000000.0,1709000000.0,217000000.0,7705000000.0,856000000.0,680000000.0,6849000000.0,61525000000.0,38023000000.0,9582000000.0,392000000.0,392000000.0,170000000.0,939000000.0,21280000000.0,3231000000.0,18049000000.0,5660000000.0,-9674000000.0,15334000000.0,878000000.0,10717000000.0,3528000000.0,211000000.0,0.0,23502000000.0,1699000000.0,6178000000.0,3257000000.0,1217000000.0,1704000000.0,7530000000.0,7530000000.0,-323000000.0,7853000000.0,8095000000.0,170000000.0,7925000000.0,2023-12-31
306400000.0,651185513.0,957585513.0,13500000000.0,25256000000.0,-4667000000.0,41710000000.0,10946000000.0,-4667000000.0,,16454000000.0,38637000000.0,17052000000.0,598000000.0,16454000000.0,-4048000000.0,38544000000.0,48735000000.0,9353000000.0,958000000.0,958000000.0,48593000000.0,32105000000.0,7730000000.0,129000000.0,129000000.0,,,2063000000.0,,2063000000.0,22183000000.0,,22183000000.0,,16488000000.0,,,3073000000.0,,3073000000.0,,,,13415000000.0,6947000000.0,,6468000000.0,,,6468000000.0,65645000000.0,38211000000.0,9879000000.0,374000000.0,374000000.0,164000000.0,975000000.0,21121000000.0,3136000000.0,17985000000.0,5698000000.0,,,,,,,,27434000000.0,1635000000.0,6318000000.0,3504000000.0,1314000000.0,1500000000.0,7476000000.0,7476000000.0,-324000000.0,7800000000.0,12005000000.0,249000000.0,11756000000.0,2024-03-31
