tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-47757779.646762,0.141295,1970000000.0,-338000000.0,-338000000.0,1019000000.0,299000000.0,6124000000.0,1632000000.0,1333000000.0,-83000000.0,144000000.0,61000000.0,1309242220.353238,1019000000.0,7373000000.0,676500000.0,670600000.0,1.51,1.52,1019000000.0,1019000000.0,1019000000.0,-2000000.0,1021000000.0,1021000000.0,168000000.0,1189000000.0,-541000000.0,-221000000.0,-322000000.0,12000000.0,-8000000.0,,18000000.0,-16000000.0,-83000000.0,144000000.0,61000000.0,1813000000.0,1249000000.0,,1249000000.0,3062000000.0,6124000000.0,9186000000.0,9186000000.0,2022-12-31
420000.0,0.21,2233000000.0,2000000.0,2000000.0,1394000000.0,283000000.0,5498000000.0,2235000000.0,1952000000.0,-94000000.0,170000000.0,76000000.0,1392420000.0,1394000000.0,7172000000.0,673000000.0,667800000.0,2.07,2.09,1394000000.0,1394000000.0,1394000000.0,-14000000.0,1408000000.0,1408000000.0,374000000.0,1782000000.0,184000000.0,147000000.0,4000000.0,,-4000000.0,,35000000.0,-2000000.0,-94000000.0,170000000.0,76000000.0,1692000000.0,1674000000.0,357000000.0,1317000000.0,3366000000.0,5498000000.0,8864000000.0,8864000000.0,2023-03-31
-6561449.579832,0.21166,2406000000.0,-31000000.0,-31000000.0,1487000000.0,284000000.0,5626000000.0,2375000000.0,2091000000.0,-111000000.0,187000000.0,76000000.0,1511438550.420168,1487000000.0,7263000000.0,670200000.0,665300000.0,2.22,2.24,1487000000.0,1487000000.0,1487000000.0,-14000000.0,1501000000.0,1501000000.0,403000000.0,1904000000.0,132000000.0,149000000.0,-13000000.0,,2000000.0,11000000.0,14000000.0,-18000000.0,-111000000.0,187000000.0,76000000.0,1883000000.0,1637000000.0,375000000.0,1262000000.0,3520000000.0,5626000000.0,9146000000.0,9146000000.0,2023-06-30
0.0,0.229792,2481000000.0,0.0,0.0,1514000000.0,308000000.0,5670000000.0,2481000000.0,2173000000.0,-117000000.0,206000000.0,89000000.0,1514000000.0,1514000000.0,7286000000.0,667000000.0,662400000.0,2.27,2.29,1514000000.0,1514000000.0,1514000000.0,-1000000.0,1515000000.0,1515000000.0,452000000.0,1967000000.0,158000000.0,146000000.0,0.0,0.0,,0.0,12000000.0,,-117000000.0,206000000.0,89000000.0,1926000000.0,1616000000.0,364000000.0,1252000000.0,3542000000.0,5670000000.0,9212000000.0,9212000000.0,2023-09-30
2912350.59761,0.171315,1992000000.0,17000000.0,17000000.0,1263000000.0,301000000.0,6201000000.0,2009000000.0,1708000000.0,-122000000.0,202000000.0,80000000.0,1248912350.59761,1263000000.0,7857000000.0,660900000.0,656500000.0,1.91,1.92,1263000000.0,1263000000.0,1263000000.0,15000000.0,1248000000.0,1248000000.0,258000000.0,1506000000.0,45000000.0,-11000000.0,6000000.0,5000000.0,-1000000.0,0.0,39000000.0,11000000.0,-122000000.0,202000000.0,80000000.0,1583000000.0,1656000000.0,360000000.0,1296000000.0,3239000000.0,6201000000.0,9440000000.0,9440000000.0,2023-12-31
-9116000.0,0.212,2425000000.0,-43000000.0,-43000000.0,1463000000.0,291000000.0,5583000000.0,2382000000.0,2091000000.0,-115000000.0,220000000.0,105000000.0,1496884000.0,1463000000.0,7245000000.0,656600000.0,652300000.0,2.23,2.24,1463000000.0,1463000000.0,1463000000.0,-12000000.0,1475000000.0,1475000000.0,396000000.0,1871000000.0,126000000.0,153000000.0,-17000000.0,,17000000.0,,16000000.0,-26000000.0,-115000000.0,220000000.0,105000000.0,1860000000.0,1662000000.0,360000000.0,1302000000.0,3522000000.0,5583000000.0,9105000000.0,9105000000.0,2024-03-31
