free_cash_flow,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
29665000.0,-23000.0,0.0,-4416000.0,885894000.0,852568000.0,33326000.0,3661000.0,3661000.0,-220000.0,3904000.0,0.0,0.0,-23000.0,0.0,0.0,-23000.0,-23000.0,-4416000.0,-4416000.0,-3760000.0,0.0,-3760000.0,-656000.0,34081000.0,34081000.0,8008000.0,9544000.0,-6923000.0,-7601000.0,678000.0,678000.0,4147000.0,1240000.0,1240000.0,24378000.0,3183000.0,3183000.0,0.0,-1488000.0,2022-12-31
38682000.0,0.0,,-4046000.0,935565000.0,885894000.0,49671000.0,10989000.0,10989000.0,5903000.0,5086000.0,,,0.0,,,0.0,0.0,-4046000.0,-4046000.0,-3561000.0,,-3561000.0,-485000.0,42728000.0,42728000.0,32964000.0,30966000.0,7920000.0,4104000.0,3816000.0,3816000.0,-162000.0,-5760000.0,-5760000.0,22459000.0,1972000.0,1972000.0,,-14667000.0,2023-03-31
45932000.0,0.0,,-1657000.0,989377000.0,935565000.0,53812000.0,7880000.0,7880000.0,2613000.0,5267000.0,,,0.0,,,0.0,0.0,-1657000.0,-1657000.0,-1123000.0,,-1123000.0,-534000.0,47589000.0,47589000.0,23676000.0,18149000.0,-4472000.0,-4252000.0,-220000.0,-220000.0,6149000.0,3850000.0,3850000.0,28784000.0,2164000.0,2164000.0,,-7035000.0,2023-06-30
64890000.0,0.0,,-1689000.0,1054270000.0,989377000.0,64893000.0,3000.0,3000.0,-4348000.0,4351000.0,,,0.0,,,0.0,0.0,-1689000.0,-1689000.0,-779000.0,,-779000.0,-910000.0,66579000.0,66579000.0,30162000.0,11827000.0,12667000.0,7513000.0,5154000.0,5154000.0,4338000.0,1330000.0,1330000.0,26598000.0,2331000.0,2331000.0,,7488000.0,2023-09-30
55441000.0,0.0,,-3067000.0,1116128000.0,1054270000.0,61858000.0,6417000.0,6417000.0,-122000.0,6539000.0,,,0.0,,,0.0,0.0,-3067000.0,-3067000.0,-2438000.0,,-2438000.0,-629000.0,58508000.0,58508000.0,21270000.0,7990000.0,15870000.0,7223000.0,8647000.0,8647000.0,1515000.0,-4105000.0,-4105000.0,22345000.0,2556000.0,2556000.0,,12337000.0,2023-12-31
