ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,receivables,accrued_interest_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,current_deferred_assets
47737868.0,47737868.0,77721000.0,679740000.0,679740000.0,625622000.0,679740000.0,77721000.0,679740000.0,679740000.0,679740000.0,679740000.0,-3210000.0,-3210000.0,-582527000.0,1265477000.0,0.0,0.0,359303000.0,61080000.0,2442000.0,2442000.0,58638000.0,58638000.0,298223000.0,3208000.0,200904000.0,200904000.0,19083000.0,19083000.0,44639000.0,30389000.0,18983000.0,11406000.0,4071000.0,7335000.0,1039043000.0,115198000.0,585000.0,114613000.0,-9219000.0,123832000.0,13289000.0,80451000.0,30092000.0,0.0,923845000.0,3319000.0,0.0,17534000.0,17098000.0,3872000.0,13226000.0,-408000.0,13634000.0,885894000.0,885894000.0,2022-12-31,,
48277499.0,48277499.0,74683000.0,695180000.0,695180000.0,638486000.0,695180000.0,74683000.0,695180000.0,695180000.0,695180000.0,695180000.0,-3034000.0,-3034000.0,-597194000.0,,1295408000.0,1295408000.0,402386000.0,57501000.0,2443000.0,2443000.0,55058000.0,55058000.0,344885000.0,,229064000.0,229064000.0,19625000.0,19625000.0,,96196000.0,85017000.0,11179000.0,,11179000.0,1097566000.0,114195000.0,564000.0,113631000.0,,113631000.0,,113631000.0,,,983371000.0,28820000.0,,,18986000.0,,18986000.0,,,935565000.0,935565000.0,2023-03-31,,
48277499.0,48277499.0,69348000.0,721256000.0,721256000.0,665771000.0,721256000.0,69348000.0,721256000.0,721256000.0,721256000.0,721256000.0,-2111000.0,-2111000.0,-604229000.0,,1327596000.0,1327596000.0,419582000.0,53442000.0,3046000.0,3046000.0,50396000.0,50396000.0,366140000.0,,246610000.0,246610000.0,18952000.0,18952000.0,,100578000.0,89741000.0,10837000.0,,10837000.0,1140838000.0,108927000.0,574000.0,108353000.0,,108353000.0,,108353000.0,,,1031911000.0,27398000.0,,,15136000.0,,15136000.0,,,989377000.0,989377000.0,2023-06-30,,
,,63910000.0,762421000.0,762421000.0,707307000.0,762421000.0,63910000.0,762421000.0,762421000.0,762421000.0,762421000.0,-2520000.0,-2520000.0,-596741000.0,,1361682000.0,1361682000.0,437987000.0,49309000.0,3854000.0,3854000.0,45455000.0,45455000.0,388678000.0,,257629000.0,257629000.0,18455000.0,18455000.0,,112594000.0,96507000.0,16087000.0,,16087000.0,1200408000.0,104423000.0,615000.0,103808000.0,,103808000.0,,103808000.0,,,1095985000.0,27909000.0,,,13806000.0,,13806000.0,,,1054270000.0,1054270000.0,2023-09-30,,
48923903.0,48923903.0,61147000.0,813508000.0,813508000.0,757129000.0,813508000.0,61147000.0,813508000.0,813508000.0,813508000.0,813508000.0,9804000.0,9804000.0,-584404000.0,1388108000.0,0.0,0.0,462148000.0,46135000.0,3189000.0,3189000.0,42946000.0,42946000.0,416013000.0,,269085000.0,269085000.0,18201000.0,18201000.0,63440000.0,65287000.0,31810000.0,33477000.0,8640000.0,24837000.0,1275656000.0,102514000.0,2816000.0,99698000.0,-17960000.0,117658000.0,16419000.0,62534000.0,38705000.0,0.0,1173142000.0,3139000.0,9806000.0,19864000.0,22395000.0,4484000.0,17911000.0,-318000.0,18229000.0,1116128000.0,1116128000.0,2023-12-31,0.0,1810000.0
