tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.23,15699000.0,-1488000.0,3183000.0,17359000.0,15699000.0,12516000.0,6450000.0,,-1488000.0,-1488000.0,160021000.0,-10100000.0,47659154.0,47659154.0,-0.03,-0.03,-1488000.0,-1488000.0,-1488000.0,-1488000.0,-1488000.0,2525000.0,1037000.0,6450000.0,12147000.0,,-10100000.0,142662000.0,32560000.0,110102000.0,88385000.0,21717000.0,21717000.0,132562000.0,17359000.0,149921000.0,149921000.0,2022-12-31
0.0,0.23,-20780000.0,-14667000.0,1972000.0,17014000.0,-20780000.0,-22752000.0,9883000.0,,-14667000.0,-14667000.0,185008000.0,-22752000.0,47912353.0,47912353.0,-0.31,-0.31,-14667000.0,-14667000.0,-14667000.0,-14667000.0,-14667000.0,1798000.0,-12869000.0,9883000.0,-9883000.0,,-22752000.0,167994000.0,37063000.0,130931000.0,107680000.0,23251000.0,23251000.0,145242000.0,17014000.0,162256000.0,162256000.0,2023-03-31
0.0,0.23,-10003000.0,-7035000.0,2164000.0,19516000.0,-10003000.0,-12167000.0,7612000.0,,-7035000.0,-7035000.0,187846000.0,-12167000.0,48209039.0,48209039.0,-0.15,-0.15,-7035000.0,-7035000.0,-7035000.0,-7035000.0,-7035000.0,2480000.0,-4555000.0,7612000.0,-7612000.0,,-12167000.0,168330000.0,39106000.0,129224000.0,107443000.0,21781000.0,21781000.0,156163000.0,19516000.0,175679000.0,175679000.0,2023-06-30
0.0,0.171131,-190000.0,7488000.0,2331000.0,21707000.0,-190000.0,-2521000.0,11555000.0,11555000.0,7488000.0,7488000.0,191711000.0,-2521000.0,51461709.0,48536315.0,0.15,0.15,7488000.0,7488000.0,7488000.0,7488000.0,7488000.0,1546000.0,9034000.0,11555000.0,,11555000.0,-2521000.0,170004000.0,38433000.0,131571000.0,108360000.0,23211000.0,23211000.0,167483000.0,21707000.0,189190000.0,189190000.0,2023-09-30
0.0,0.23,43322000.0,12337000.0,2556000.0,22408000.0,43322000.0,40766000.0,12500000.0,12943000.0,12337000.0,12337000.0,203715000.0,-1145000.0,51607542.0,48796294.0,0.24,0.25,12337000.0,12337000.0,12337000.0,12337000.0,12337000.0,-621000.0,11716000.0,12500000.0,,12943000.0,-1145000.0,181307000.0,41898000.0,139409000.0,114919000.0,24490000.0,24490000.0,180162000.0,22408000.0,202570000.0,202570000.0,2023-12-31
