free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
449603000.0,-104000.0,-675233000.0,350006000.0,142441000.0,48187000.0,3481784000.0,2163353000.0,6766000.0,1311665000.0,1194624000.0,1194624000.0,1734000.0,-56390000.0,-56390000.0,-104000.0,-104000.0,-325227000.0,,-325233000.0,-675233000.0,350000000.0,-332562000.0,-332562000.0,-2892000.0,4664000.0,-176923000.0,200271000.0,-301601000.0,449603000.0,449603000.0,1944000.0,7284000.0,-123270000.0,-123270000.0,130554000.0,130554000.0,-6426000.0,8263000.0,-37881000.0,-37881000.0,77871000.0,77871000.0,-443000.0,0.0,336763000.0,2022-12-31
222901000.0,-21791000.0,-6000203000.0,6000000000.0,227504000.0,0.0,5934194000.0,3481784000.0,5169000.0,2447241000.0,2857186000.0,2857186000.0,,-70776000.0,-70776000.0,-21791000.0,-21791000.0,4499814000.0,4500017000.0,-203000.0,-6000203000.0,6000000000.0,-632846000.0,-632846000.0,-4525000.0,2244000.0,-225816000.0,334300000.0,-532758000.0,222901000.0,222901000.0,1718000.0,-169111000.0,-93948000.0,-93948000.0,-75163000.0,-75163000.0,-1921000.0,11075000.0,609000.0,609000.0,32567000.0,32567000.0,10022000.0,10000000.0,322439000.0,2023-03-31
258467000.0,-1237000.0,-218000.0,0.0,277270000.0,255432000.0,6377887000.0,5934194000.0,-21682000.0,465375000.0,914309000.0,914309000.0,,-68138000.0,-68138000.0,-1237000.0,-1237000.0,-218000.0,0.0,-218000.0,-218000.0,0.0,-707401000.0,-707401000.0,-1645000.0,10869000.0,218646000.0,322690000.0,-61456000.0,258467000.0,258467000.0,978000.0,-160060000.0,38314000.0,38314000.0,-198374000.0,-198374000.0,1638000.0,9364000.0,489000.0,489000.0,74012000.0,74012000.0,7000.0,0.0,312031000.0,2023-06-30
381854000.0,-186000.0,-216000.0,0.0,347541000.0,28915000.0,4561178000.0,6377887000.0,3665000.0,-1820374000.0,-644853000.0,-644853000.0,1563000.0,-67934000.0,-67934000.0,-186000.0,-186000.0,-216000.0,0.0,-216000.0,-216000.0,0.0,-1557375000.0,-1557375000.0,-99088000.0,3501000.0,-231439000.0,270036000.0,-417112000.0,381854000.0,381854000.0,1031000.0,-20512000.0,67275000.0,67275000.0,-87787000.0,-87787000.0,-921000.0,9495000.0,-15000.0,-15000.0,68277000.0,68277000.0,12000.0,0.0,287738000.0,2023-09-30
561687000.0,-82711000.0,-234000.0,0.0,361004000.0,7338000.0,4614984000.0,4561178000.0,5846000.0,47960000.0,835812000.0,835812000.0,1645000.0,-67706000.0,-67706000.0,-82711000.0,-82711000.0,-251000.0,-17000.0,-234000.0,-234000.0,0.0,-1349539000.0,-1349539000.0,-3057000.0,7160000.0,-4086000.0,608675000.0,-538520000.0,561687000.0,561687000.0,7555000.0,308717000.0,93663000.0,93663000.0,215054000.0,215054000.0,1497000.0,9933000.0,-50222000.0,-50222000.0,-11396000.0,-11396000.0,-6813000.0,-3138000.0,238953000.0,2023-12-31
