tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
10934490.0,0.21,200814000.0,52069000.0,52069000.0,91023000.0,112843000.0,165270000.0,252883000.0,140040000.0,-36249000.0,36249000.0,49888490.0,91023000.0,293055000.0,354185629.0,353857902.0,0.25,0.25,87353000.0,87353000.0,184000.0,3486000.0,91023000.0,-12768000.0,103791000.0,103791000.0,103791000.0,52169000.0,100000.0,-5338000.0,0.0,5338000.0,57407000.0,-36249000.0,36249000.0,87871000.0,127785000.0,112843000.0,112843000.0,14942000.0,14942000.0,14942000.0,215656000.0,165270000.0,380926000.0,380926000.0,2022-12-31
16712430.0,0.21,206715000.0,79583000.0,79583000.0,120951000.0,112717000.0,177868000.0,286298000.0,173581000.0,-35882000.0,35882000.0,58080430.0,120951000.0,308440000.0,360674370.0,360353124.0,0.32,0.33,117465000.0,117465000.0,,3486000.0,120951000.0,-16748000.0,137699000.0,137699000.0,137699000.0,84318000.0,4735000.0,-5076000.0,,5076000.0,84659000.0,-35882000.0,35882000.0,89263000.0,130572000.0,112717000.0,112717000.0,17855000.0,17855000.0,17855000.0,219835000.0,177868000.0,397703000.0,397703000.0,2023-03-31
12302430.0,0.21,204874000.0,58583000.0,58583000.0,101515000.0,113199000.0,173219000.0,263457000.0,150258000.0,-34844000.0,34844000.0,55234430.0,101515000.0,306355000.0,413856922.0,413525891.0,0.27,0.27,98029000.0,98029000.0,0.0,3486000.0,101515000.0,-13899000.0,115414000.0,115414000.0,115414000.0,61065000.0,2482000.0,-4175000.0,,4175000.0,62758000.0,-34844000.0,34844000.0,89193000.0,133136000.0,113199000.0,113199000.0,19937000.0,19937000.0,19937000.0,222329000.0,173219000.0,395548000.0,395548000.0,2023-06-30
6286560.0,0.21,207400000.0,29936000.0,29936000.0,77599000.0,114863000.0,197826000.0,237336000.0,122473000.0,-34381000.0,34381000.0,53949560.0,77599000.0,331025000.0,362924932.0,362426273.0,0.2,0.2,74113000.0,74113000.0,0.0,3486000.0,77599000.0,-10493000.0,88092000.0,88092000.0,88092000.0,31801000.0,1865000.0,-3399000.0,,3399000.0,33335000.0,-34381000.0,34381000.0,90672000.0,133199000.0,114863000.0,114863000.0,18336000.0,18336000.0,18336000.0,223871000.0,197826000.0,421697000.0,421697000.0,2023-09-30
5212620.0,0.21,216977000.0,24822000.0,24822000.0,80103000.0,115771000.0,173909000.0,241799000.0,126028000.0,-35091000.0,35091000.0,60493620.0,80103000.0,308167000.0,,,,,75534000.0,75534000.0,1083000.0,3486000.0,80103000.0,-10834000.0,90937000.0,90937000.0,90937000.0,25538000.0,716000.0,-4260000.0,,4260000.0,29082000.0,-35091000.0,35091000.0,100490000.0,134258000.0,115771000.0,115771000.0,18487000.0,18487000.0,18487000.0,234748000.0,173909000.0,408657000.0,408657000.0,2023-12-31
