ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
107698498.0,107698498.0,237851000.0,1325431000.0,1568558000.0,1068910000.0,1325431000.0,237851000.0,1568558000.0,1568558000.0,1568558000.0,1568558000.0,-43623000.0,-43623000.0,318508000.0,1293565000.0,108000.0,108000.0,0.0,1395930000.0,179728000.0,27960000.0,151768000.0,151768000.0,1216202000.0,474111000.0,86083000.0,86083000.0,15312000.0,640696000.0,423439000.0,217257000.0,49094000.0,15535000.0,168163000.0,2964488000.0,679376000.0,124564000.0,124564000.0,243127000.0,5317000.0,237810000.0,311685000.0,-538698000.0,850383000.0,171893000.0,201998000.0,476492000.0,0.0,2285112000.0,49963000.0,488842000.0,69394000.0,1018287000.0,1018287000.0,-22561000.0,1040848000.0,658626000.0,658626000.0,2022-12-31
107762831.0,107762831.0,222034000.0,1355974000.0,1598481000.0,1104012000.0,1355974000.0,222034000.0,1598481000.0,1598481000.0,1598481000.0,1598481000.0,-38737000.0,-38737000.0,328112000.0,1308998000.0,108000.0,108000.0,0.0,1313653000.0,165343000.0,29422000.0,135921000.0,135921000.0,1148310000.0,496081000.0,86113000.0,86113000.0,16323000.0,549793000.0,353039000.0,196754000.0,41121000.0,28368000.0,155633000.0,2912134000.0,659812000.0,121507000.0,121507000.0,242507000.0,4596000.0,237911000.0,295798000.0,-546603000.0,842401000.0,174398000.0,188111000.0,479892000.0,0.0,2252322000.0,30610000.0,569531000.0,95260000.0,1009192000.0,1009192000.0,-24082000.0,1033274000.0,547729000.0,547729000.0,2023-03-31
107132280.0,107132280.0,218268000.0,1383174000.0,1625271000.0,1101533000.0,1383174000.0,218268000.0,1625271000.0,1625271000.0,1625271000.0,1625271000.0,-36589000.0,-36589000.0,337302000.0,1324451000.0,107000.0,107000.0,0.0,1442370000.0,165799000.0,29787000.0,136012000.0,136012000.0,1276571000.0,530529000.0,82256000.0,82256000.0,15653000.0,648133000.0,429619000.0,218514000.0,69097000.0,66655000.0,149417000.0,3067641000.0,689537000.0,156689000.0,128245000.0,242097000.0,3875000.0,238222000.0,290751000.0,-556851000.0,847602000.0,178228000.0,184484000.0,484890000.0,0.0,2378104000.0,32891000.0,573723000.0,74719000.0,974008000.0,974008000.0,-23240000.0,997248000.0,722763000.0,722763000.0,2023-06-30
105894955.0,105894955.0,215401000.0,1339242000.0,1579971000.0,1051831000.0,1339242000.0,215401000.0,1579971000.0,1579971000.0,1579971000.0,1579971000.0,-49997000.0,-49997000.0,290178000.0,1339684000.0,106000.0,106000.0,0.0,1441079000.0,164801000.0,30095000.0,134706000.0,134706000.0,1276278000.0,518860000.0,80695000.0,80695000.0,15820000.0,660903000.0,412486000.0,248417000.0,105170000.0,98146000.0,143247000.0,3021050000.0,692941000.0,160901000.0,133547000.0,240729000.0,3154000.0,237575000.0,291311000.0,-536296000.0,827607000.0,181607000.0,182707000.0,463293000.0,0.0,2328109000.0,31660000.0,555715000.0,70141000.0,941121000.0,941121000.0,-26402000.0,967523000.0,729472000.0,729472000.0,2023-09-30
105208817.0,105208817.0,241899000.0,1347948000.0,1588351000.0,1062028000.0,1347948000.0,241899000.0,1588351000.0,1588351000.0,1588351000.0,1588351000.0,-32626000.0,-32626000.0,266169000.0,1354703000.0,105000.0,105000.0,0.0,1422438000.0,187327000.0,25887000.0,161440000.0,161440000.0,1235111000.0,572913000.0,80459000.0,80459000.0,14664000.0,567075000.0,367830000.0,199245000.0,42583000.0,11144000.0,156662000.0,3010789000.0,713650000.0,155182000.0,140135000.0,240403000.0,2433000.0,237970000.0,318065000.0,-548713000.0,866778000.0,187806000.0,209256000.0,469716000.0,0.0,2297139000.0,34433000.0,602095000.0,67999000.0,860872000.0,860872000.0,-25189000.0,886061000.0,731740000.0,731740000.0,2023-12-31
