tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
6775494.859624,0.272996,161728000.0,24819000.0,24819000.0,147653000.0,13046000.0,995350000.0,186547000.0,173501000.0,4778000.0,4778000.0,129609494.859624,147653000.0,1553525000.0,107808000.0,106980000.0,1.37,1.380193,147653000.0,147653000.0,147653000.0,147653000.0,147653000.0,55445000.0,203098000.0,24819000.0,24819000.0,4778000.0,4778000.0,173501000.0,545546000.0,417000.0,417000.0,417000.0,417000.0,545129000.0,719047000.0,1007979000.0,1727026000.0,1727026000.0,2022-12-31
7586898.0,0.278,122950000.0,27291000.0,27291000.0,122005000.0,13459000.0,1013865000.0,150241000.0,136782000.0,4825000.0,4825000.0,102300898.0,122005000.0,1579553000.0,107130000.0,106420000.0,1.14,1.15,122005000.0,122005000.0,122005000.0,122005000.0,122005000.0,46893000.0,168898000.0,27291000.0,27291000.0,4825000.0,4825000.0,136782000.0,552950000.0,721000.0,721000.0,721000.0,721000.0,552229000.0,689732000.0,1026603000.0,1716335000.0,1716335000.0,2023-03-31
8419059.0,0.297,102409000.0,28347000.0,28347000.0,106292000.0,13212000.0,966818000.0,130756000.0,117544000.0,5320000.0,5320000.0,86364059.0,106292000.0,1521934000.0,106422000.0,106102000.0,1.0,1.0,106292000.0,106292000.0,106292000.0,106292000.0,106292000.0,44919000.0,151211000.0,28347000.0,28347000.0,5320000.0,5320000.0,117544000.0,542625000.0,721000.0,721000.0,721000.0,721000.0,541904000.0,660169000.0,979309000.0,1639478000.0,1639478000.0,2023-06-30
-4268225.0,0.299,171216000.0,-14275000.0,-14275000.0,95545000.0,13454000.0,910139000.0,156941000.0,143487000.0,7131000.0,7131000.0,105551775.0,95545000.0,1420325000.0,105810000.0,105340000.0,0.9,0.91,95545000.0,95545000.0,95545000.0,95545000.0,95545000.0,40798000.0,136343000.0,-14275000.0,-14275000.0,7131000.0,7131000.0,143487000.0,497452000.0,720000.0,720000.0,720000.0,720000.0,496732000.0,640939000.0,922873000.0,1563812000.0,1563812000.0,2023-09-30
12749492.96185,0.27326,34242000.0,46657000.0,46657000.0,87304000.0,14122000.0,875327000.0,80899000.0,66777000.0,6697000.0,6697000.0,53396492.96185,87304000.0,1406115000.0,,,,,87304000.0,87304000.0,87304000.0,87304000.0,87304000.0,32827000.0,120131000.0,46657000.0,46657000.0,6697000.0,6697000.0,66777000.0,517387000.0,721000.0,721000.0,721000.0,721000.0,516666000.0,584164000.0,888728000.0,1472892000.0,1472892000.0,2023-12-31
