free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
189791000.0,-62049000.0,0.0,-12483000.0,658626000.0,593348000.0,16166000.0,49112000.0,-108739000.0,-108739000.0,-46690000.0,,-62049000.0,-62049000.0,0.0,0.0,0.0,-44423000.0,-44423000.0,-12956000.0,2229000.0,-15185000.0,,,-12483000.0,202274000.0,202274000.0,35538000.0,19001000.0,-76091000.0,-91553000.0,15462000.0,21816000.0,-6354000.0,-6354000.0,92628000.0,92628000.0,-2938000.0,13989000.0,2888000.0,7856000.0,7856000.0,13046000.0,13046000.0,417000.0,417000.0,12629000.0,-15758000.0,-15758000.0,147653000.0,2022-12-31
56154000.0,-63244000.0,,-9369000.0,547729000.0,658626000.0,3312000.0,-114209000.0,-116961000.0,-116961000.0,-53717000.0,-53717000.0,-63244000.0,-63244000.0,,,,-62771000.0,-62771000.0,-52702000.0,18600000.0,-71302000.0,-700000.0,-700000.0,-9369000.0,65523000.0,65523000.0,-63414000.0,-1139000.0,-72047000.0,-91740000.0,19693000.0,-10216000.0,29909000.0,29909000.0,9772000.0,9772000.0,-2269000.0,15434000.0,2934000.0,3102000.0,3102000.0,13459000.0,13459000.0,721000.0,721000.0,12738000.0,-25728000.0,-25728000.0,122005000.0,2023-03-31
271356000.0,-41420000.0,,-9724000.0,722763000.0,547729000.0,1355000.0,173679000.0,-92383000.0,-92383000.0,-50963000.0,-50963000.0,-41420000.0,-41420000.0,,,,-15018000.0,-15018000.0,-4959000.0,5453000.0,-10412000.0,-335000.0,-335000.0,-9724000.0,281080000.0,281080000.0,179892000.0,52423000.0,91298000.0,65201000.0,26097000.0,-11666000.0,37763000.0,37763000.0,36171000.0,36171000.0,-1564000.0,15453000.0,595000.0,-6685000.0,-6685000.0,13212000.0,13212000.0,721000.0,721000.0,12491000.0,-26115000.0,-26115000.0,106292000.0,2023-06-30
160589000.0,-94224000.0,,-15056000.0,729472000.0,722763000.0,-10853000.0,17562000.0,-144786000.0,-144786000.0,-50562000.0,,-94224000.0,-94224000.0,,,,-13297000.0,-13297000.0,1759000.0,9178000.0,-7419000.0,0.0,0.0,-15056000.0,175645000.0,175645000.0,35296000.0,-9020000.0,23674000.0,-8373000.0,32047000.0,49000.0,31998000.0,31998000.0,20642000.0,20642000.0,556000.0,15233000.0,4283000.0,-5358000.0,-5358000.0,13454000.0,13454000.0,720000.0,720000.0,12734000.0,16636000.0,16636000.0,95545000.0,2023-09-30
102908000.0,-55737000.0,,-11725000.0,731740000.0,729472000.0,15204000.0,-12936000.0,-106405000.0,-106405000.0,-50668000.0,,-55737000.0,-55737000.0,,,,-21164000.0,-21164000.0,-9439000.0,4397000.0,-13836000.0,0.0,0.0,-11725000.0,114633000.0,114633000.0,29537000.0,48480000.0,-108627000.0,-26813000.0,-81814000.0,7135000.0,-88949000.0,-88949000.0,89684000.0,89684000.0,13102000.0,15019000.0,940000.0,-7627000.0,-7627000.0,14122000.0,14122000.0,721000.0,721000.0,13401000.0,-37764000.0,-37764000.0,87304000.0,2023-12-31
