tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1671804.878049,0.109268,259500000.0,15300000.0,15300000.0,180400000.0,52300000.0,621800000.0,274800000.0,222500000.0,-9300000.0,17500000.0,8200000.0,166771804.878049,180400000.0,1247400000.0,203500000.0,329900000.0,323000000.0,0.55,0.56,180400000.0,180400000.0,180400000.0,180400000.0,180400000.0,-2200000.0,22400000.0,205000000.0,12900000.0,-2400000.0,2100000.0,0.0,-2100000.0,13200000.0,-9300000.0,17500000.0,8200000.0,201400000.0,625600000.0,269200000.0,356400000.0,299000000.0,57400000.0,57400000.0,827000000.0,621800000.0,1448800000.0,1448800000.0,2022-12-31
256200.0,0.183,174300000.0,1400000.0,1400000.0,85400000.0,49400000.0,600600000.0,175700000.0,126300000.0,-9700000.0,19200000.0,9500000.0,84256200.0,85400000.0,1256600000.0,115700000.0,329100000.0,322300000.0,0.26,0.26,85400000.0,85400000.0,85400000.0,85400000.0,85400000.0,-2100000.0,19600000.0,107100000.0,1600000.0,200000.0,500000.0,,-500000.0,900000.0,-9700000.0,19200000.0,9500000.0,115200000.0,656000000.0,284800000.0,371200000.0,303200000.0,68000000.0,68000000.0,771200000.0,600600000.0,1371800000.0,1371800000.0,2023-03-31
-38915000.0,0.362,217800000.0,-107500000.0,-107500000.0,24400000.0,49100000.0,617000000.0,110300000.0,61200000.0,-8000000.0,19700000.0,11700000.0,92985000.0,24400000.0,1272500000.0,141100000.0,326000000.0,319300000.0,0.07,0.08,24400000.0,24400000.0,24400000.0,24400000.0,24400000.0,-2100000.0,15000000.0,41500000.0,-108100000.0,-600000.0,-16500000.0,0.0,16500000.0,-91000000.0,-8000000.0,19700000.0,11700000.0,157600000.0,655500000.0,282000000.0,373500000.0,308300000.0,65200000.0,65200000.0,813100000.0,617000000.0,1430100000.0,1430100000.0,2023-06-30
-3726000.0,0.06,214300000.0,-62100000.0,-62100000.0,76100000.0,48900000.0,587400000.0,152200000.0,103300000.0,-6400000.0,20500000.0,14100000.0,134474000.0,76100000.0,1247700000.0,87600000.0,323800000.0,319300000.0,0.24,0.24,76100000.0,76100000.0,76100000.0,76100000.0,76100000.0,-1700000.0,5000000.0,82800000.0,-60900000.0,1200000.0,-62500000.0,0.0,62500000.0,400000.0,-6400000.0,20500000.0,14100000.0,150100000.0,660300000.0,288500000.0,371800000.0,311500000.0,60300000.0,60300000.0,810400000.0,587400000.0,1397800000.0,1397800000.0,2023-09-30
-4431000.0,0.21,206600000.0,-21100000.0,-21100000.0,124300000.0,47300000.0,557600000.0,185500000.0,138200000.0,-5300000.0,20600000.0,15300000.0,140969000.0,124300000.0,1219600000.0,125700000.0,324600000.0,319200000.0,0.38,0.39,124300000.0,124300000.0,124300000.0,124300000.0,124300000.0,-3700000.0,-10400000.0,117600000.0,-22300000.0,-1200000.0,-19500000.0,0.0,19500000.0,-1600000.0,-5300000.0,20600000.0,15300000.0,145200000.0,662000000.0,289100000.0,372900000.0,310900000.0,62000000.0,62000000.0,807200000.0,557600000.0,1364800000.0,1364800000.0,2023-12-31
-17320000.0,0.4,81600000.0,-43300000.0,-43300000.0,-800000.0,44200000.0,468000000.0,38300000.0,-5900000.0,-3600000.0,20500000.0,16900000.0,25180000.0,-800000.0,1130700000.0,-14200000.0,322600000.0,322600000.0,-0.00248,-0.00248,-800000.0,-800000.0,-800000.0,-800000.0,-800000.0,-2100000.0,-27700000.0,-26400000.0,-41000000.0,2300000.0,-32400000.0,,32400000.0,-10900000.0,-3600000.0,20500000.0,16900000.0,18200000.0,662700000.0,296600000.0,366100000.0,305400000.0,60700000.0,60700000.0,680900000.0,468000000.0,1148900000.0,1148900000.0,2024-03-31
