free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,common_stock_dividend_paid,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax
87900000.0,-88400000.0,0.0,400000.0,-31700000.0,897700000.0,849600000.0,7800000.0,40300000.0,-155600000.0,-155600000.0,,-67600000.0,-88000000.0,-88400000.0,400000.0,0.0,0.0,0.0,76300000.0,76300000.0,300000.0,118400000.0,119400000.0,-1000000.0,-10700000.0,0.0,-10700000.0,-31700000.0,-31700000.0,119600000.0,119600000.0,54500000.0,184400000.0,89800000.0,65800000.0,24000000.0,-8300000.0,32300000.0,32300000.0,-22000000.0,,-197700000.0,-197700000.0,-2700000.0,55400000.0,52300000.0,52300000.0,52300000.0,2200000.0,2200000.0,,0.0,180400000.0,2022-12-31,,,,,
149400000.0,-151300000.0,,31100000.0,-42100000.0,941800000.0,897700000.0,1200000.0,42900000.0,-190800000.0,-190800000.0,,-70600000.0,-120200000.0,-151300000.0,31100000.0,,,,42200000.0,42200000.0,900000.0,83400000.0,90800000.0,-7400000.0,0.0,,0.0,-42100000.0,-42100000.0,191500000.0,191500000.0,-20100000.0,96200000.0,-52400000.0,-97400000.0,45000000.0,15400000.0,29600000.0,29600000.0,-84300000.0,-145700000.0,166100000.0,166100000.0,13800000.0,60900000.0,49400000.0,49400000.0,49400000.0,2100000.0,2100000.0,,,85400000.0,2023-03-31,,,,,
301900000.0,-120000000.0,,500000.0,-41100000.0,1107200000.0,941800000.0,600000.0,164800000.0,-190700000.0,-190700000.0,,-69900000.0,-119500000.0,-120000000.0,500000.0,,,,12500000.0,12500000.0,-7100000.0,60700000.0,69700000.0,-9000000.0,0.0,,0.0,-41100000.0,-41100000.0,343000000.0,343000000.0,104200000.0,5100000.0,130700000.0,69800000.0,60900000.0,6600000.0,54300000.0,54300000.0,-15700000.0,-169300000.0,153400000.0,153400000.0,9200000.0,62000000.0,49100000.0,49100000.0,49100000.0,94100000.0,2100000.0,,,24400000.0,2023-06-30,,,,,
288400000.0,-125500000.0,,30100000.0,-40800000.0,1261200000.0,1107200000.0,-5900000.0,159900000.0,-165400000.0,-165400000.0,0.0,-70000000.0,-95400000.0,-125500000.0,30100000.0,,,,-3900000.0,-3900000.0,300000.0,36600000.0,53800000.0,-17200000.0,0.0,0.0,0.0,-40800000.0,-40800000.0,329200000.0,329200000.0,251000000.0,75200000.0,-17000000.0,-24900000.0,7900000.0,-43900000.0,51800000.0,51800000.0,293300000.0,-70700000.0,-29800000.0,-29800000.0,5200000.0,74700000.0,48900000.0,48900000.0,48900000.0,1700000.0,1700000.0,0.0,0.0,76100000.0,2023-09-30,,,,,
-26300000.0,-800000.0,,200000.0,-35400000.0,1084300000.0,1261200000.0,4300000.0,-181200000.0,-71900000.0,-71900000.0,-1000000.0,-70300000.0,-600000.0,-800000.0,200000.0,,,,-118400000.0,-118400000.0,100000.0,-82400000.0,50600000.0,-133000000.0,-700000.0,0.0,-700000.0,-35400000.0,-35400000.0,9100000.0,9100000.0,-265100000.0,184500000.0,-233500000.0,31800000.0,-265300000.0,-30000000.0,-235300000.0,-235300000.0,-11100000.0,-98700000.0,-106300000.0,-106300000.0,12500000.0,81800000.0,47300000.0,47300000.0,47300000.0,4200000.0,3700000.0,5300000.0,0.0,124300000.0,2023-12-31,,,1900000.0,-107600000.0,-107600000.0
290200000.0,-14600000.0,,32100000.0,-34800000.0,1086300000.0,1084300000.0,-3600000.0,5600000.0,-53900000.0,-53900000.0,,-71400000.0,17500000.0,-14600000.0,32100000.0,,,,-265500000.0,-265500000.0,,-230700000.0,55500000.0,-286200000.0,,,,-34800000.0,-34800000.0,325000000.0,325000000.0,202400000.0,101000000.0,-175100000.0,-111900000.0,-63200000.0,-38300000.0,-24900000.0,-24900000.0,70200000.0,-22500000.0,228800000.0,228800000.0,10500000.0,79900000.0,44200000.0,44200000.0,44200000.0,16400000.0,2100000.0,14300000.0,,-800000.0,2024-03-31,-71400000.0,-1000000.0,,-26600000.0,-26600000.0
