free_cash_flow,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-29000000.0,0.0,0.0,-10000000.0,635000000.0,724000000.0,1000000.0,-90000000.0,2000000.0,2000000.0,-1000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,-73000000.0,-73000000.0,,-63000000.0,184000000.0,-247000000.0,0.0,0.0,-3000000.0,-3000000.0,-7000000.0,-19000000.0,-19000000.0,-33000000.0,-16000000.0,2000000.0,-2000000.0,26000000.0,25000000.0,1000000.0,1000000.0,-20000000.0,-15000000.0,-8000000.0,-5000000.0,14000000.0,71000000.0,16000000.0,0.0,0.0,6000000.0,6000000.0,7000000.0,7000000.0,-100000000.0,2022-12-31
-65000000.0,,,-10000000.0,586000000.0,635000000.0,0.0,-49000000.0,48000000.0,48000000.0,37000000.0,11000000.0,,,,,,-42000000.0,-42000000.0,-1000000.0,-22000000.0,154000000.0,-176000000.0,-9000000.0,-9000000.0,-2000000.0,-2000000.0,-8000000.0,-55000000.0,-55000000.0,-66000000.0,-25000000.0,,,-14000000.0,-20000000.0,6000000.0,6000000.0,-6000000.0,-1000000.0,-20000000.0,-20000000.0,14000000.0,63000000.0,13000000.0,-1000000.0,-1000000.0,6000000.0,6000000.0,-3000000.0,-3000000.0,-81000000.0,2023-03-31
39000000.0,,,-11000000.0,622000000.0,586000000.0,,36000000.0,-2000000.0,-2000000.0,-6000000.0,,,,,,,-12000000.0,-12000000.0,0.0,-1000000.0,174000000.0,-175000000.0,0.0,0.0,-2000000.0,-2000000.0,-9000000.0,50000000.0,50000000.0,13000000.0,-23000000.0,,,50000000.0,44000000.0,6000000.0,6000000.0,3000000.0,5000000.0,-22000000.0,-22000000.0,2000000.0,72000000.0,27000000.0,0.0,0.0,8000000.0,8000000.0,26000000.0,26000000.0,-98000000.0,2023-06-30
38000000.0,,16000000.0,-10000000.0,650000000.0,622000000.0,,29000000.0,12000000.0,12000000.0,-4000000.0,,16000000.0,16000000.0,,,,-31000000.0,-31000000.0,-2000000.0,-19000000.0,109000000.0,-128000000.0,0.0,0.0,0.0,0.0,-10000000.0,48000000.0,48000000.0,-26000000.0,-27000000.0,,,-22000000.0,-7000000.0,-15000000.0,-15000000.0,-4000000.0,9000000.0,18000000.0,18000000.0,14000000.0,81000000.0,19000000.0,,,8000000.0,8000000.0,-18000000.0,-18000000.0,-31000000.0,2023-09-30
81000000.0,,5000000.0,-11000000.0,747000000.0,650000000.0,1000000.0,96000000.0,5000000.0,5000000.0,0.0,,5000000.0,5000000.0,,,,-1000000.0,-1000000.0,0.0,10000000.0,154000000.0,-144000000.0,0.0,0.0,,,-15000000.0,92000000.0,92000000.0,20000000.0,-44000000.0,,,68000000.0,64000000.0,4000000.0,4000000.0,,-20000000.0,21000000.0,21000000.0,15000000.0,71000000.0,20000000.0,,,10000000.0,10000000.0,-8000000.0,-8000000.0,-36000000.0,2023-12-31
