tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.0,25976000.0,,,2311000.0,23018000.0,1811945000.0,25976000.0,2958000.0,2745000.0,647000.0,3392000.0,2311000.0,2311000.0,2532556000.0,-434000.0,428125000.0,422898000.0,0.01,0.01,2311000.0,2311000.0,2311000.0,2311000.0,2311000.0,0.0,2311000.0,,,2745000.0,-2745000.0,647000.0,3392000.0,-434000.0,720611000.0,720611000.0,177079000.0,543532000.0,543532000.0,720177000.0,1811945000.0,2532122000.0,2095695000.0,2022-10-31
0.0,0.3024,38327000.0,,,6104000.0,22611000.0,1947368000.0,38327000.0,15716000.0,6200000.0,,,6104000.0,6104000.0,2691763000.0,15716000.0,,,,,6104000.0,6104000.0,6104000.0,6104000.0,6104000.0,2646000.0,8750000.0,,,6200000.0,-6200000.0,,,15716000.0,744395000.0,744395000.0,183427000.0,560968000.0,560968000.0,760111000.0,1947368000.0,2707479000.0,2247609000.0,2023-01-31
-384517.943409,0.043263,61811000.0,-8888000.0,-8888000.0,22181000.0,28877000.0,1993220000.0,52923000.0,24046000.0,8016000.0,862000.0,8878000.0,30684482.056591,22181000.0,2760619000.0,24056000.0,430471000.0,426852000.0,0.05,0.05,22181000.0,22181000.0,22181000.0,22181000.0,22181000.0,1003000.0,23184000.0,-8888000.0,-8888000.0,8016000.0,,862000.0,8878000.0,24056000.0,767399000.0,767399000.0,183733000.0,583666000.0,583666000.0,791455000.0,1993220000.0,2784675000.0,2315499000.0,2023-04-30
1883040.395062,0.064395,19699000.0,29242000.0,29242000.0,18946000.0,27795000.0,1990996000.0,48941000.0,21146000.0,8928000.0,896000.0,9824000.0,-8412959.604938,18946000.0,2795689000.0,-17920000.0,431576000.0,428618000.0,0.04,0.04,18946000.0,18946000.0,18946000.0,18946000.0,18946000.0,1304000.0,20250000.0,29242000.0,29242000.0,8928000.0,,896000.0,9824000.0,-17920000.0,804693000.0,804693000.0,185491000.0,619202000.0,619202000.0,786773000.0,1990996000.0,2777769000.0,2301775000.0,2023-07-31
-7165620.0,0.21,26416000.0,-34122000.0,-34122000.0,-35810000.0,25523000.0,1957850000.0,-7706000.0,-33229000.0,10173000.0,877000.0,11050000.0,-8853620.0,-35810000.0,2748768000.0,-10157000.0,430758000.0,430758000.0,-0.08,-0.08,-35810000.0,-35810000.0,-35810000.0,-35810000.0,-35810000.0,1704000.0,-34106000.0,-34122000.0,-34122000.0,10173000.0,,877000.0,11050000.0,-10157000.0,790918000.0,790918000.0,179200000.0,611718000.0,611718000.0,780761000.0,1957850000.0,2738611000.0,2269716000.0,2023-10-31
3234254.228574,0.119248,40225000.0,27122000.0,27122000.0,34263000.0,27498000.0,2044136000.0,67347000.0,39849000.0,31384000.0,947000.0,32331000.0,10375254.228574,34263000.0,2866269000.0,-19604000.0,,,,,34263000.0,34263000.0,34263000.0,34263000.0,34263000.0,4639000.0,38902000.0,27122000.0,27122000.0,31384000.0,,947000.0,32331000.0,-19604000.0,822133000.0,822133000.0,194036000.0,628097000.0,628097000.0,802529000.0,2044136000.0,2846665000.0,2336816000.0,2024-01-31
