ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,gains_losses_not_affecting_retained_earnings,other_equity_adjustments
423095107.0,423095107.0,485774000.0,163955000.0,163955000.0,-261487000.0,163955000.0,485774000.0,163955000.0,163955000.0,163955000.0,163955000.0,-1967647000.0,2127371000.0,4231000.0,4231000.0,0.0,2327208000.0,545165000.0,59391000.0,485774000.0,485774000.0,1782043000.0,1782043000.0,790092000.0,991951000.0,991951000.0,2491163000.0,970607000.0,65626000.0,,,904981000.0,-207027000.0,1112008000.0,178834000.0,95312000.0,437926000.0,399936000.0,0.0,1520556000.0,39433000.0,39433000.0,679149000.0,126963000.0,126963000.0,675011000.0,296784000.0,378227000.0,99436000.0,278791000.0,2022-10-31,,
425348887.0,425348887.0,471765000.0,174515000.0,213957000.0,-249028000.0,174515000.0,471765000.0,213957000.0,213957000.0,213957000.0,213957000.0,-1961543000.0,2171247000.0,4253000.0,4253000.0,0.0,2301119000.0,531770000.0,60005000.0,471765000.0,471765000.0,1769349000.0,1769349000.0,738467000.0,1030882000.0,1030882000.0,2515076000.0,994755000.0,53152000.0,39442000.0,39442000.0,902161000.0,-228450000.0,1130611000.0,245700000.0,93534000.0,423423000.0,367954000.0,0.0,1520321000.0,41067000.0,,675520000.0,126349000.0,126349000.0,677385000.0,346944000.0,330441000.0,,,2023-01-31,,
427108232.0,427108232.0,500578000.0,242923000.0,282365000.0,-159862000.0,242923000.0,500578000.0,282365000.0,282365000.0,282365000.0,282365000.0,-1939362000.0,2217456000.0,4271000.0,4271000.0,0.0,2455979000.0,562505000.0,61927000.0,500578000.0,500578000.0,1893474000.0,1893474000.0,779625000.0,1113849000.0,1113849000.0,2738344000.0,1004732000.0,42945000.0,39442000.0,39442000.0,922345000.0,-254051000.0,1176396000.0,247700000.0,102210000.0,447581000.0,378905000.0,0.0,1733612000.0,47345000.0,,731376000.0,151719000.0,151719000.0,803172000.0,394487000.0,408685000.0,182848000.0,225837000.0,2023-04-30,,
429718479.0,429718479.0,488767000.0,325187000.0,364629000.0,-144997000.0,325187000.0,488767000.0,364629000.0,364629000.0,364629000.0,364629000.0,-1920416000.0,2280748000.0,4297000.0,4297000.0,0.0,2539385000.0,539997000.0,51230000.0,488767000.0,488767000.0,1999388000.0,1999388000.0,880072000.0,1119316000.0,1119316000.0,2904014000.0,1049623000.0,63621000.0,39442000.0,39442000.0,946560000.0,-280504000.0,1227064000.0,300951000.0,84193000.0,434805000.0,407115000.0,0.0,1854391000.0,48080000.0,,738204000.0,162681000.0,162681000.0,905426000.0,448323000.0,457103000.0,0.0,457103000.0,2023-07-31,,
431138378.0,431138378.0,526994000.0,353725000.0,393167000.0,-81761000.0,353725000.0,526994000.0,393167000.0,393167000.0,393167000.0,393167000.0,-1956226000.0,2345082000.0,4311000.0,4311000.0,0.0,2543315000.0,578627000.0,51633000.0,526994000.0,526994000.0,1964688000.0,1964688000.0,886259000.0,1078429000.0,1078429000.0,2936482000.0,1053555000.0,25883000.0,39442000.0,39442000.0,988230000.0,-304370000.0,1292600000.0,303813000.0,82723000.0,473529000.0,432535000.0,0.0,1882927000.0,52713000.0,,712053000.0,160980000.0,160980000.0,957181000.0,487772000.0,469409000.0,0.0,469409000.0,2023-10-31,,
431776402.0,431776402.0,527795000.0,470802000.0,510244000.0,-6529000.0,470802000.0,527795000.0,510244000.0,510244000.0,510244000.0,510244000.0,-1975652000.0,2481984000.0,4318000.0,4318000.0,0.0,2676607000.0,565730000.0,37935000.0,527795000.0,527795000.0,2110877000.0,2110877000.0,1005937000.0,1104940000.0,1104940000.0,3186851000.0,1082503000.0,47146000.0,39442000.0,39442000.0,995915000.0,-305988000.0,1301903000.0,312123000.0,82014000.0,474617000.0,433149000.0,0.0,2104348000.0,97015000.0,,719273000.0,154043000.0,154043000.0,1134017000.0,531785000.0,602232000.0,0.0,602232000.0,2024-01-31,-406000.0,-406000.0
