free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,interest_received_cfi,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,other_non_cash_items,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-35070407000.0,-224377000.0,-18643131000.0,22275083000.0,-2553817000.0,118184067000.0,148531503000.0,171706000.0,-30519142000.0,-1861499000.0,-1861499000.0,-51151000.0,-5217923000.0,0.0,-224377000.0,-224377000.0,3631952000.0,3631952000.0,-18643131000.0,22275083000.0,3858947000.0,3858947000.0,126410000.0,24692198000.0,84235000.0,-18751593000.0,24350577000.0,-43102170000.0,0.0,0.0,-2113827000.0,-2113827000.0,-178476000.0,261514000.0,-439990000.0,-32516590000.0,-32516590000.0,-1821593000.0,27315174000.0,-20604138000.0,-58346807000.0,-22404292000.0,-24090613000.0,31907089000.0,10686653000.0,-232394000.0,1445805000.0,1445805000.0,794180000.0,794180000.0,651625000.0,-1051809000.0,-363156000.0,-496053000.0,-171706000.0,2083000.0,-2458000.0,-2542931000.0,2022-12-31
18456208000.0,,-14933329000.0,19210620000.0,-2543891000.0,187945268000.0,126185421000.0,198302000.0,61561545000.0,-10960719000.0,-10960719000.0,10361000.0,-15248371000.0,0.0,,,4277291000.0,4277291000.0,-14933329000.0,19210620000.0,51522165000.0,51522165000.0,118037000.0,13360885000.0,72439000.0,39968244000.0,65641857000.0,-25673613000.0,-84767000.0,-84767000.0,-1834782000.0,-1834782000.0,-77891000.0,631218000.0,-709109000.0,21000099000.0,21000099000.0,-2284828000.0,26328306000.0,-20797844000.0,-6031232000.0,22097628000.0,12601189000.0,-16633873000.0,9808859000.0,186166000.0,1685524000.0,1685524000.0,996303000.0,996303000.0,689221000.0,-1056062000.0,-396000000.0,-416727000.0,-198302000.0,-30245000.0,9012000.0,6275587000.0,2023-03-31
-20731642000.0,,-21140849000.0,16120937000.0,-991882000.0,172915854000.0,187945268000.0,-86852000.0,-14942562000.0,-10248048000.0,-10248048000.0,-9535000.0,-5218601000.0,0.0,,,-5019912000.0,-5019912000.0,-21140849000.0,16120937000.0,15045246000.0,15045246000.0,129531000.0,10717264000.0,734131000.0,4335542000.0,23456424000.0,-19120882000.0,0.0,0.0,-877786000.0,-877786000.0,6564000.0,120660000.0,-114096000.0,-19739760000.0,-19739760000.0,-1955254000.0,26148687000.0,-23416418000.0,-43190616000.0,-9542183000.0,16231258000.0,-19445084000.0,11434121000.0,308956000.0,1623650000.0,1623650000.0,967829000.0,967829000.0,655821000.0,-1160693000.0,-663771000.0,-551453000.0,86852000.0,-3725000.0,-989000.0,3050942000.0,2023-06-30
78012120000.0,,-28555125000.0,27620679000.0,-1558074000.0,251798696000.0,172915854000.0,55911000.0,78826931000.0,-10617793000.0,-10617793000.0,-20576000.0,-9662771000.0,0.0,,,-934446000.0,-934446000.0,-28555125000.0,27620679000.0,9874530000.0,9874530000.0,129818000.0,9315151000.0,113875000.0,1591068000.0,30721396000.0,-29130328000.0,0.0,0.0,-1137174000.0,-1137174000.0,-138208000.0,282692000.0,-420900000.0,79570194000.0,79570204000.0,-1651704000.0,25403228000.0,-23537782000.0,53736436000.0,74922506000.0,-3138160000.0,-9019421000.0,13361728000.0,184008000.0,1662016000.0,1662016000.0,1021257000.0,1021257000.0,640759000.0,-933107000.0,-518159000.0,-306734000.0,-55901000.0,-36988000.0,-2412000.0,2057865000.0,2023-09-30
