ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,employee_benefits,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,payables,other_payable,dueto_related_parties_current,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
177381947.0,177381947.0,12028992000.0,13334236000.0,-618637000.0,14732859000.0,-1222078000.0,-618637000.0,190616000.0,1589239000.0,14564813000.0,3798618000.0,2209379000.0,1589239000.0,-14986000.0,-14986000.0,-369475000.0,1970754000.0,2946000.0,2946000.0,18204221000.0,14782731000.0,,1106411000.0,510130000.0,13166190000.0,190616000.0,12975574000.0,3421490000.0,168046000.0,168046000.0,168046000.0,3253444000.0,3253444000.0,2596402000.0,256835000.0,400207000.0,22002839000.0,19803427000.0,111623000.0,68933000.0,68933000.0,17179367000.0,17179367000.0,,,,2207876000.0,1208220000.0,999656000.0,235628000.0,-103889000.0,339517000.0,84820000.0,155950000.0,98747000.0,0.0,2199412000.0,1084784000.0,184371000.0,774261000.0,5249000.0,120903000.0,1114628000.0,1114628000.0,2022-12-31
181163966.0,181163966.0,12268162000.0,13486435000.0,-495650000.0,14965239000.0,-1573112000.0,-495650000.0,191090000.0,1669894000.0,14887743000.0,4079370000.0,2409476000.0,1669894000.0,-12345000.0,-12345000.0,-420822000.0,2100043000.0,3018000.0,3018000.0,17849212000.0,14224817000.0,95000000.0,506743000.0,214135000.0,13408939000.0,191090000.0,13217849000.0,3624395000.0,77496000.0,77496000.0,77496000.0,3546899000.0,3546899000.0,2914645000.0,183451000.0,448803000.0,21928582000.0,19877299000.0,329950000.0,,,17226835000.0,17226835000.0,,,,2165544000.0,1166607000.0,998937000.0,154970000.0,,154970000.0,,154970000.0,,,2051283000.0,1024100000.0,305418000.0,718682000.0,,,1027183000.0,1027183000.0,2023-03-31
184721719.0,184721719.0,12736789000.0,14032596000.0,-378689000.0,15575784000.0,-1878132000.0,-378689000.0,206816000.0,1750004000.0,15575784000.0,3992470000.0,2242466000.0,1750004000.0,-9687000.0,-9687000.0,-425526000.0,2182173000.0,3044000.0,3044000.0,19126336000.0,15306652000.0,,1023266000.0,250790000.0,14032596000.0,206816000.0,13825780000.0,3819684000.0,,,0.0,3819684000.0,3819684000.0,3134119000.0,193073000.0,492492000.0,23118806000.0,21177254000.0,319536000.0,,,18558114000.0,14091888000.0,155951000.0,155951000.0,4310275000.0,2128693000.0,1130673000.0,998020000.0,170911000.0,,170911000.0,,170911000.0,,,1941552000.0,852561000.0,197729000.0,654832000.0,,,1088991000.0,1088991000.0,2023-06-30
187850855.0,187850855.0,12684732000.0,14208779000.0,-298212000.0,15615056000.0,-1716698000.0,-298212000.0,326902000.0,1733179000.0,15615056000.0,4018454000.0,2285275000.0,1733179000.0,-17265000.0,-17265000.0,-515351000.0,2262735000.0,3060000.0,3060000.0,19365439000.0,15595559000.0,,1025763000.0,361017000.0,14208779000.0,326902000.0,13881877000.0,3769880000.0,,,0.0,3769880000.0,3769880000.0,3051329000.0,210729000.0,507822000.0,23383893000.0,21330711000.0,378253000.0,,,18661530000.0,14224784000.0,161407000.0,161407000.0,4275339000.0,2031391000.0,1033590000.0,997801000.0,259537000.0,,259537000.0,,259537000.0,,,2053182000.0,856037000.0,153210000.0,702827000.0,,,1197145000.0,1197145000.0,2023-09-30
190559818.0,190559818.0,13938593000.0,15755950000.0,-289072000.0,17329777000.0,-1020222000.0,-289072000.0,319572000.0,1893399000.0,17204536000.0,4474313000.0,2580914000.0,1893399000.0,-5630000.0,-5630000.0,-495083000.0,2391036000.0,3076000.0,3076000.0,20256187000.0,16465004000.0,,547036000.0,287259000.0,15630709000.0,319572000.0,15311137000.0,3791183000.0,125241000.0,125241000.0,125241000.0,3665942000.0,3665942000.0,2998727000.0,243808000.0,423407000.0,24730500000.0,21959539000.0,157451000.0,21549000.0,21549000.0,19226519000.0,19226519000.0,,,,2182471000.0,1058495000.0,1123976000.0,371549000.0,-115956000.0,487505000.0,134272000.0,249326000.0,103907000.0,0.0,2770961000.0,1273176000.0,220896000.0,910897000.0,12627000.0,128756000.0,1497785000.0,1497785000.0,2023-12-31
