tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,impairment_of_capital_assets
-3501769.040719,0.291207,430496000.0,-12025000.0,-12025000.0,162572000.0,135357000.0,3676827000.0,418471000.0,283114000.0,-35551000.0,37430000.0,1879000.0,171095230.959281,162572000.0,4153314000.0,259395000.0,147539000.0,143214000.0,1.1,1.14,162572000.0,162572000.0,162572000.0,-11567000.0,174139000.0,174139000.0,71545000.0,245684000.0,17931000.0,21840000.0,-12025000.0,11657000.0,368000.0,8116000.0,-35551000.0,37430000.0,1879000.0,263304000.0,404260000.0,63130000.0,63130000.0,63130000.0,63130000.0,341130000.0,667564000.0,3749054000.0,4416618000.0,4416618000.0,2022-12-31,
0.0,0.21,286027000.0,0.0,0.0,95046000.0,150785000.0,3777249000.0,286027000.0,135242000.0,-40177000.0,41693000.0,1516000.0,95046000.0,95046000.0,4312586000.0,125860000.0,148661000.0,144467000.0,0.64,0.66,95046000.0,95046000.0,95046000.0,-1924000.0,96970000.0,96970000.0,-3421000.0,93549000.0,17486000.0,7866000.0,0.0,,0.0,9620000.0,-40177000.0,41693000.0,1516000.0,116240000.0,456955000.0,72403000.0,72403000.0,72403000.0,72403000.0,384552000.0,573195000.0,3855631000.0,4428826000.0,4428826000.0,2023-03-31,
0.0,0.294,434041000.0,0.0,0.0,165899000.0,149901000.0,4244635000.0,434041000.0,284140000.0,-46741000.0,48189000.0,1448000.0,165899000.0,165899000.0,4778707000.0,279273000.0,148773000.0,145422000.0,1.12,1.14,165899000.0,165899000.0,165899000.0,-685000.0,166584000.0,166584000.0,69367000.0,235951000.0,12789000.0,3419000.0,0.0,0.0,0.0,9370000.0,-46741000.0,48189000.0,1448000.0,269903000.0,454196000.0,70025000.0,70025000.0,70025000.0,70025000.0,384171000.0,724099000.0,4324511000.0,5048610000.0,5048610000.0,2023-06-30,
-177463.0,0.221,552230000.0,-803000.0,-803000.0,272836000.0,152849000.0,4692010000.0,551427000.0,398578000.0,-45538000.0,47531000.0,1993000.0,273461537.0,272836000.0,5231397000.0,400329000.0,148792000.0,145455000.0,1.83,1.88,272836000.0,272836000.0,272836000.0,-689000.0,273525000.0,273525000.0,77522000.0,351047000.0,7160000.0,-3744000.0,-803000.0,0.0,803000.0,11707000.0,-45538000.0,47531000.0,1993000.0,389425000.0,457899000.0,71361000.0,71361000.0,71361000.0,71361000.0,386538000.0,847324000.0,4773498000.0,5620822000.0,5620822000.0,2023-09-30,
-1509908.935106,0.26191,504939000.0,-5765000.0,-5765000.0,210908000.0,160265000.0,4906440000.0,499174000.0,338909000.0,-43627000.0,49500000.0,5873000.0,215163091.064894,210908000.0,5466581000.0,322514000.0,,,,,210908000.0,210908000.0,210908000.0,-2702000.0,213610000.0,213610000.0,75799000.0,289409000.0,15669000.0,10522000.0,-5765000.0,,5765000.0,10912000.0,-43627000.0,49500000.0,5873000.0,317367000.0,475101000.0,75225000.0,75225000.0,75225000.0,75225000.0,399876000.0,792468000.0,4991480000.0,5783948000.0,5783948000.0,2023-12-31,0.0
