free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
492213000.0,-12647000.0,-4086809000.0,3888035000.0,-90916000.0,,,433214000.0,218338000.0,541000.0,214335000.0,-227349000.0,-227349000.0,-5868000.0,-10060000.0,,-12647000.0,-12647000.0,-198774000.0,-196203000.0,-4084238000.0,3888035000.0,-2571000.0,-2571000.0,0.0,-141445000.0,-141445000.0,1083000.0,3734000.0,3734000.0,-74783000.0,-17321000.0,-755000.0,-755000.0,19437000.0,19437000.0,-90161000.0,583129000.0,583129000.0,234643000.0,299367000.0,-143671000.0,-143671000.0,-143671000.0,58284000.0,-4888000.0,25551000.0,-33232000.0,8136000.0,27870000.0,14991000.0,-1698000.0,11657000.0,2443000.0,2443000.0,135357000.0,135357000.0,63130000.0,63130000.0,72227000.0,-24409000.0,9494000.0,-25876000.0,-1542000.0,-6485000.0,174139000.0,2022-12-31
-42291000.0,0.0,-4053563000.0,4431250000.0,-80700000.0,,,224124000.0,433214000.0,-1562000.0,-207528000.0,242687000.0,242687000.0,-122183000.0,-12817000.0,-12817000.0,0.0,0.0,377687000.0,380813000.0,-4050437000.0,4431250000.0,-3126000.0,-3126000.0,,-488624000.0,-488624000.0,395000.0,39069000.0,39069000.0,-457744000.0,-452252000.0,-381000.0,-381000.0,10356000.0,10356000.0,-80319000.0,38409000.0,38409000.0,-247328000.0,-6606000.0,-33618000.0,-33618000.0,-33618000.0,-29227000.0,1061000.0,-178938000.0,27874000.0,7875000.0,27451000.0,0.0,2358000.0,,-11997000.0,-11997000.0,150785000.0,150785000.0,72403000.0,72403000.0,78382000.0,12295000.0,18452000.0,-2401000.0,-245000.0,-3511000.0,96970000.0,2023-03-31
21384000.0,0.0,-5340249000.0,5454284000.0,-106029000.0,,,368312000.0,224124000.0,1911000.0,142277000.0,93607000.0,93607000.0,-8746000.0,-11682000.0,-11682000.0,0.0,0.0,114035000.0,,,,494848000.0,-9390686000.0,,-78743000.0,-78743000.0,,3208000.0,3208000.0,-134000.0,0.0,-751000.0,-751000.0,24607000.0,24607000.0,-105278000.0,127413000.0,127413000.0,-233412000.0,-12535000.0,334270000.0,334270000.0,334270000.0,-106622000.0,,-447464000.0,-391355000.0,1459000.0,34607000.0,0.0,,,,,149901000.0,149901000.0,70025000.0,70025000.0,79876000.0,-1365000.0,4378000.0,,,-8389000.0,166584000.0,2023-06-30
259885000.0,0.0,-4742501000.0,4454424000.0,-146707000.0,34667000.0,42285000.0,309889000.0,368312000.0,-4815000.0,-53608000.0,-305243000.0,-305243000.0,-5606000.0,-11560000.0,-11560000.0,0.0,0.0,-288077000.0,,,,,,,-154957000.0,-154957000.0,,0.0,0.0,-21270000.0,-26896000.0,-6907000.0,-6907000.0,13020000.0,13020000.0,-139800000.0,406592000.0,406592000.0,-60379000.0,-18275000.0,475844000.0,,,30893000.0,,-548841000.0,-303305000.0,-19954000.0,32600000.0,0.0,,,,,152849000.0,152849000.0,71361000.0,71361000.0,81488000.0,13649000.0,1749000.0,,,,273525000.0,2023-09-30
902171000.0,-350000.0,-3633933000.0,3838952000.0,-101367000.0,62342000.0,77317000.0,1295041000.0,309889000.0,11491000.0,973661000.0,237449000.0,237449000.0,44473000.0,-11693000.0,-11693000.0,-350000.0,-350000.0,205019000.0,205019000.0,-3633933000.0,3838952000.0,,,,-267326000.0,-267326000.0,,0.0,0.0,-180012000.0,-180012000.0,,,21364000.0,21364000.0,-109406000.0,1003538000.0,1003538000.0,603736000.0,337240000.0,-4642000.0,,,14627000.0,,256511000.0,51118000.0,2276000.0,32104000.0,0.0,,,-10486000.0,-10486000.0,160265000.0,160265000.0,75225000.0,75225000.0,85040000.0,-3894000.0,-370000.0,,,,213610000.0,2023-12-31
