free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-875000.0,-157590000.0,-289678000.0,0.0,197348000.0,52965000.0,4772836000.0,5024671000.0,-251835000.0,-314151000.0,-314151000.0,-3018000.0,-30208000.0,-3466000.0,-26742000.0,-157590000.0,-157590000.0,-289678000.0,-289678000.0,-289678000.0,0.0,63191000.0,63191000.0,10610000.0,147303000.0,147303000.0,0.0,0.0,0.0,-875000.0,-875000.0,-30668000.0,-53000.0,8998000.0,-2884000.0,202525000.0,202525000.0,-321000.0,202846000.0,202846000.0,-239254000.0,-239254000.0,4891000.0,7309000.0,-269297000.0,-269297000.0,6792000.0,6792000.0,2301000.0,2301000.0,4491000.0,57395000.0,,-77043000.0,2022-12-31
8888000.0,-4005000.0,-293120000.0,569871000.0,198874000.0,4700000.0,3898143000.0,4772836000.0,-874693000.0,587471000.0,587471000.0,-2650000.0,-30698000.0,-4063000.0,-26635000.0,-4005000.0,-4005000.0,276751000.0,276751000.0,-293120000.0,569871000.0,-1471052000.0,-1471052000.0,11274000.0,68360000.0,73352000.0,-4992000.0,0.0,0.0,8888000.0,8888000.0,-287318000.0,,-23770000.0,-28501000.0,22841000.0,22841000.0,20358000.0,2483000.0,2483000.0,-257888000.0,-257888000.0,6907000.0,11536000.0,37296000.0,37296000.0,6796000.0,6796000.0,2272000.0,2272000.0,4524000.0,-1758000.0,-1711000.0,118518000.0,2023-03-31
-67034000.0,-255326000.0,-303572000.0,-358000.0,250394000.0,77607000.0,4026343000.0,3898143000.0,128200000.0,-2035850000.0,-2035850000.0,-2849000.0,-29577000.0,-4274000.0,-25303000.0,-255326000.0,-255326000.0,-303930000.0,-303930000.0,-303572000.0,-358000.0,2231084000.0,2231084000.0,15203000.0,34950000.0,74740000.0,-39790000.0,0.0,0.0,-67034000.0,-67034000.0,-344289000.0,,6469000.0,-9862000.0,-87004000.0,-87004000.0,-9925000.0,-77079000.0,-77079000.0,-253201000.0,-253201000.0,9403000.0,8292000.0,91438000.0,91438000.0,6866000.0,6866000.0,2245000.0,2245000.0,4621000.0,-123824000.0,1213000.0,265065000.0,2023-06-30
-59350000.0,0.0,-266538000.0,565541000.0,242364000.0,88715000.0,3723286000.0,4026343000.0,-303057000.0,1451564000.0,1451564000.0,-4270000.0,-29521000.0,-4642000.0,-24879000.0,0.0,0.0,299003000.0,299003000.0,-266538000.0,565541000.0,-1695271000.0,-1695271000.0,13359000.0,40942000.0,66950000.0,-26008000.0,-14654000.0,-14654000.0,-59350000.0,-59350000.0,-322743000.0,-162000.0,7313000.0,7227000.0,-71085000.0,-71085000.0,17396000.0,-88481000.0,-88481000.0,-266036000.0,-266036000.0,7933000.0,8472000.0,11199000.0,11199000.0,7093000.0,7093000.0,2834000.0,2834000.0,4259000.0,-1426000.0,-1490000.0,29365000.0,2023-09-30
-27141000.0,-90933000.0,-291039000.0,-18000.0,271628000.0,20668000.0,4299507000.0,3723286000.0,576221000.0,-319417000.0,-319417000.0,-955000.0,-29142000.0,-4726000.0,-24416000.0,-90933000.0,-90933000.0,-291057000.0,-291057000.0,-291039000.0,-18000.0,922779000.0,922779000.0,10309000.0,15430000.0,50610000.0,-35180000.0,0.0,0.0,-27141000.0,-27141000.0,-95550000.0,-403000.0,-17819000.0,-5833000.0,205451000.0,205451000.0,5651000.0,199800000.0,199800000.0,-276946000.0,-276946000.0,7471000.0,8080000.0,-160341000.0,-160341000.0,63420000.0,63420000.0,59013000.0,59013000.0,4407000.0,-36301000.0,-690000.0,168443000.0,2023-12-31
-76711000.0,-25457000.0,-253176000.0,0.0,284041000.0,7280000.0,3731822000.0,4299507000.0,-567685000.0,-1063304000.0,-1063304000.0,,-28931000.0,-4653000.0,-24278000.0,-25457000.0,-25457000.0,-253176000.0,-253176000.0,-253176000.0,0.0,572330000.0,572330000.0,10819000.0,253910000.0,279700000.0,-25790000.0,,,-76711000.0,-76711000.0,-359893000.0,-283000.0,-29020000.0,-21389000.0,-22201000.0,-22201000.0,-15738000.0,-6463000.0,-6463000.0,-287000000.0,-287000000.0,6455000.0,13790000.0,97554000.0,97554000.0,5920000.0,5920000.0,1215000.0,1215000.0,4705000.0,-145137000.0,-2118000.0,289931000.0,2024-03-31
