ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,total_partnership_capital,limited_partnership_capital,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,inventory,other_inventories,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,commercial_paper
698354498.0,698354498.0,8045000000.0,8825000000.0,7912000000.0,18503000000.0,-536000000.0,-2145000000.0,379000000.0,10057000000.0,17344000000.0,13325000000.0,3268000000.0,0.0,10057000000.0,10057000000.0,14567000000.0,8676000000.0,1081000000.0,7595000000.0,308000000.0,7287000000.0,5891000000.0,617000000.0,1230000000.0,71000000.0,1159000000.0,59000000.0,1100000000.0,4044000000.0,4044000000.0,4044000000.0,27892000000.0,22537000000.0,1709000000.0,3084000000.0,3084000000.0,2145000000.0,2145000000.0,15599000000.0,-4770000000.0,20369000000.0,201000000.0,349000000.0,19493000000.0,326000000.0,0.0,5355000000.0,318000000.0,729000000.0,7000000.0,722000000.0,3907000000.0,3907000000.0,-7450000000.0,11357000000.0,401000000.0,401000000.0,2022-12-31,
698390006.0,698390006.0,7470000000.0,8303000000.0,8170000000.0,18239000000.0,-244000000.0,-2073000000.0,307000000.0,10243000000.0,17531000000.0,13483000000.0,3240000000.0,0.0,10243000000.0,10243000000.0,13973000000.0,8607000000.0,1012000000.0,7595000000.0,307000000.0,7288000000.0,5366000000.0,649000000.0,708000000.0,,708000000.0,8000000.0,700000000.0,4009000000.0,4009000000.0,4009000000.0,27456000000.0,22334000000.0,1649000000.0,3070000000.0,3070000000.0,2073000000.0,,15542000000.0,-4943000000.0,20485000000.0,,20485000000.0,,,,5122000000.0,165000000.0,463000000.0,10000000.0,453000000.0,3968000000.0,3968000000.0,-7085000000.0,11053000000.0,526000000.0,526000000.0,2023-03-31,
698390006.0,698390006.0,7064000000.0,8296000000.0,8380000000.0,18376000000.0,5000000.0,-1999000000.0,299000000.0,10379000000.0,17667000000.0,13602000000.0,3223000000.0,0.0,10379000000.0,10379000000.0,13298000000.0,8646000000.0,1059000000.0,7587000000.0,299000000.0,7288000000.0,4652000000.0,648000000.0,709000000.0,,709000000.0,9000000.0,700000000.0,3295000000.0,3295000000.0,3295000000.0,26900000000.0,22243000000.0,1622000000.0,3062000000.0,3062000000.0,1999000000.0,,15560000000.0,-5141000000.0,20701000000.0,,20701000000.0,,,,4657000000.0,137000000.0,367000000.0,10000000.0,357000000.0,3220000000.0,3220000000.0,-6313000000.0,9533000000.0,933000000.0,933000000.0,2023-06-30,
700992512.0,700992512.0,7746000000.0,8286000000.0,8316000000.0,18291000000.0,-275000000.0,-1969000000.0,280000000.0,10285000000.0,17581000000.0,13551000000.0,3266000000.0,0.0,10285000000.0,10285000000.0,14184000000.0,8578000000.0,1002000000.0,7576000000.0,280000000.0,7296000000.0,5606000000.0,751000000.0,710000000.0,,710000000.0,10000000.0,700000000.0,4145000000.0,4145000000.0,4145000000.0,27735000000.0,22404000000.0,1701000000.0,2830000000.0,2830000000.0,1969000000.0,,15904000000.0,-5264000000.0,21168000000.0,,21168000000.0,,,,5331000000.0,201000000.0,617000000.0,9000000.0,608000000.0,4253000000.0,4253000000.0,-8474000000.0,12727000000.0,260000000.0,260000000.0,2023-09-30,
701008749.0,701008749.0,7301000000.0,8025000000.0,8547000000.0,18173000000.0,-90000000.0,-1875000000.0,274000000.0,10422000000.0,17727000000.0,13732000000.0,3310000000.0,0.0,10422000000.0,10422000000.0,13623000000.0,8620000000.0,1041000000.0,7579000000.0,274000000.0,7305000000.0,5003000000.0,713000000.0,446000000.0,,446000000.0,13000000.0,,3844000000.0,3844000000.0,3844000000.0,27355000000.0,22442000000.0,1652000000.0,2820000000.0,2820000000.0,1875000000.0,1875000000.0,16095000000.0,-5361000000.0,21456000000.0,257000000.0,313000000.0,20545000000.0,341000000.0,,4913000000.0,155000000.0,548000000.0,11000000.0,537000000.0,3760000000.0,3760000000.0,-7774000000.0,11534000000.0,450000000.0,450000000.0,2023-12-31,433000000.0
