free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
191000000.0,0.0,0.0,-143000000.0,125000000.0,27000000.0,401000000.0,623000000.0,2000000.0,-224000000.0,-323000000.0,-323000000.0,-110000000.0,-213000000.0,-61000000.0,-152000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-235000000.0,-235000000.0,0.0,-92000000.0,-92000000.0,-143000000.0,-143000000.0,334000000.0,334000000.0,144000000.0,-241000000.0,-25000000.0,-12000000.0,-12000000.0,254000000.0,254000000.0,-136000000.0,-443000000.0,-7000000.0,-1000000.0,310000000.0,2022-12-31
621000000.0,0.0,-400000000.0,-122000000.0,65000000.0,,526000000.0,401000000.0,0.0,125000000.0,-776000000.0,-776000000.0,-134000000.0,-242000000.0,-55000000.0,-187000000.0,0.0,0.0,-400000000.0,0.0,-400000000.0,-400000000.0,158000000.0,158000000.0,284000000.0,-4000000.0,-4000000.0,-122000000.0,-122000000.0,743000000.0,743000000.0,108000000.0,198000000.0,15000000.0,-8000000.0,-8000000.0,256000000.0,256000000.0,-301000000.0,-89000000.0,-58000000.0,,475000000.0,2023-03-31
743000000.0,0.0,0.0,-145000000.0,123000000.0,,933000000.0,526000000.0,8000000.0,399000000.0,-325000000.0,-325000000.0,-78000000.0,-247000000.0,-60000000.0,-187000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-164000000.0,-164000000.0,-4000000.0,-15000000.0,-15000000.0,-145000000.0,-145000000.0,888000000.0,888000000.0,111000000.0,131000000.0,101000000.0,23000000.0,23000000.0,259000000.0,259000000.0,-86000000.0,-89000000.0,0.0,,349000000.0,2023-06-30
-52000000.0,0.0,0.0,-137000000.0,59000000.0,20000000.0,260000000.0,933000000.0,-12000000.0,-661000000.0,-308000000.0,-308000000.0,-59000000.0,-249000000.0,-63000000.0,-186000000.0,0.0,0.0,0.0,,0.0,0.0,-438000000.0,-438000000.0,-3000000.0,-298000000.0,-298000000.0,-137000000.0,-137000000.0,85000000.0,85000000.0,132000000.0,-443000000.0,19000000.0,-37000000.0,-37000000.0,261000000.0,261000000.0,-126000000.0,-127000000.0,0.0,-5000000.0,279000000.0,2023-09-30
856000000.0,0.0,-700000000.0,-155000000.0,130000000.0,41000000.0,450000000.0,260000000.0,4000000.0,186000000.0,-567000000.0,-567000000.0,-49000000.0,-251000000.0,-63000000.0,-188000000.0,0.0,0.0,-267000000.0,,-700000000.0,-700000000.0,-258000000.0,-258000000.0,38000000.0,-141000000.0,-141000000.0,-155000000.0,-155000000.0,1011000000.0,1011000000.0,107000000.0,308000000.0,-35000000.0,-2000000.0,-2000000.0,272000000.0,272000000.0,-88000000.0,-92000000.0,0.0,12000000.0,399000000.0,2023-12-31
