tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1459278039.832285,0.155922,13873000000.0,-9359000000.0,-9359000000.0,3024000000.0,253909000000.0,4514000000.0,4514000000.0,5044000000.0,698000000.0,10923721960.167715,3024000000.0,287995000000.0,4828000000.0,1589000000.0,1568000000.0,1.9,1.94,2862000000.0,3032000000.0,,3024000000.0,-197000000.0,3221000000.0,3221000000.0,595000000.0,3816000000.0,-8679000000.0,567000000.0,113000000.0,-3832000000.0,5044000000.0,698000000.0,7451000000.0,34086000000.0,4366000000.0,-30518000000.0,11985000000.0,-42503000000.0,-42503000000.0,41537000000.0,253909000000.0,295446000000.0,295446000000.0,2022-12-31
97265368.852459,0.206071,7926000000.0,472000000.0,472000000.0,6261000000.0,206938000000.0,8398000000.0,8398000000.0,-590000000.0,590000000.0,5886265368.852459,6261000000.0,237001000000.0,6427000000.0,1590000000.0,1569500000.0,3.92,3.98,6261000000.0,6261000000.0,,6261000000.0,62000000.0,6199000000.0,6199000000.0,1609000000.0,7808000000.0,2443000000.0,2792000000.0,-821000000.0,472000000.0,-590000000.0,590000000.0,5955000000.0,30063000000.0,4186000000.0,25877000000.0,8005000000.0,17872000000.0,17872000000.0,36018000000.0,206938000000.0,242956000000.0,242956000000.0,2023-03-31
291380624.614752,0.288782,9379000000.0,1009000000.0,1009000000.0,6581000000.0,246498000000.0,10388000000.0,10388000000.0,-654000000.0,654000000.0,5863380624.614752,6581000000.0,280670000000.0,8270000000.0,1583000000.0,1571500000.0,4.16,4.18,6581000000.0,6581000000.0,0.0,6581000000.0,-342000000.0,6923000000.0,6923000000.0,2811000000.0,9734000000.0,3127000000.0,1211000000.0,907000000.0,1009000000.0,-654000000.0,654000000.0,7261000000.0,34172000000.0,4072000000.0,30100000000.0,11063000000.0,19037000000.0,19037000000.0,41433000000.0,246498000000.0,287931000000.0,287931000000.0,2023-06-30
0.0,0.238752,11512000000.0,,,7936000000.0,208947000000.0,11512000000.0,11512000000.0,-710000000.0,710000000.0,7936000000.0,7936000000.0,238395000000.0,9303000000.0,1585000000.0,1573500000.0,5.0,5.04,7936000000.0,7936000000.0,0.0,7936000000.0,-287000000.0,8223000000.0,8223000000.0,2579000000.0,10802000000.0,2209000000.0,1782000000.0,427000000.0,,-710000000.0,710000000.0,9303000000.0,29448000000.0,3794000000.0,25654000000.0,7955000000.0,17699000000.0,17699000000.0,38751000000.0,208947000000.0,247698000000.0,247698000000.0,2023-09-30
-2050750000.0,0.25,12436000000.0,-8203000000.0,-8203000000.0,3389000000.0,262575000000.0,4233000000.0,4233000000.0,8649000000.0,927000000.0,9541250000.0,3389000000.0,297129000000.0,2025000000.0,,,,,3359000000.0,3389000000.0,,3389000000.0,1477000000.0,1912000000.0,1912000000.0,1394000000.0,3306000000.0,-14291000000.0,-6585000000.0,497000000.0,-81000000.0,8649000000.0,927000000.0,8948000000.0,34554000000.0,4341000000.0,-31788000000.0,13110000000.0,-44898000000.0,-44898000000.0,43502000000.0,262575000000.0,306077000000.0,306077000000.0,2023-12-31
