free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
407200000.0,-132100000.0,0.0,237200000.0,0.0,-233800000.0,104200000.0,149900000.0,198800000.0,130500000.0,3200000.0,65100000.0,-18800000.0,-18800000.0,3300000.0,28400000.0,-155600000.0,-155600000.0,-132100000.0,-132100000.0,0.0,237200000.0,29900000.0,0.0,29900000.0,207300000.0,0.0,207300000.0,-557100000.0,-557100000.0,53000000.0,-376300000.0,0.0,-376300000.0,-233800000.0,641000000.0,641000000.0,-19300000.0,884000000.0,-92500000.0,68400000.0,19700000.0,29100000.0,,,-36000000.0,-36000000.0,148500000.0,148500000.0,79300000.0,79300000.0,69200000.0,-9700000.0,1000000.0,0.0,386300000.0,2022-12-31
-121700000.0,-301700000.0,,569500000.0,0.0,-209900000.0,113000000.0,40700000.0,151400000.0,198800000.0,-300000.0,-47100000.0,98100000.0,98100000.0,-24600000.0,11400000.0,-156500000.0,-156500000.0,-301700000.0,-301700000.0,0.0,569500000.0,503000000.0,,503000000.0,66500000.0,,66500000.0,-233400000.0,-233400000.0,-23200000.0,-300000.0,,-300000.0,-209900000.0,88200000.0,88200000.0,-643800000.0,-534200000.0,-109600000.0,55900000.0,22500000.0,13600000.0,,19400000.0,-2700000.0,-2700000.0,154100000.0,154100000.0,83700000.0,83700000.0,70400000.0,-8200000.0,-3600000.0,,477400000.0,2023-03-31
1000300000.0,-234200000.0,,-429300000.0,0.0,-206100000.0,106700000.0,264900000.0,209400000.0,151400000.0,3800000.0,54200000.0,-967700000.0,-967700000.0,-200000.0,23900000.0,-156300000.0,-156300000.0,-234200000.0,-234200000.0,0.0,-600900000.0,-674600000.0,,,73700000.0,,73700000.0,-184500000.0,-184500000.0,11500000.0,10100000.0,,-22900000.0,-206100000.0,1206400000.0,1206400000.0,178300000.0,295100000.0,-116800000.0,47300000.0,23500000.0,15000000.0,,20300000.0,-24400000.0,-24400000.0,158700000.0,158700000.0,83000000.0,83000000.0,75700000.0,-40000000.0,-3700000.0,,793700000.0,2023-06-30
1155800000.0,-410100000.0,-639800000.0,87400000.0,0.0,-152900000.0,104400000.0,217400000.0,503400000.0,209400000.0,-8100000.0,302100000.0,-915500000.0,-915500000.0,100000.0,30900000.0,-155600000.0,-155600000.0,-410100000.0,-410100000.0,0.0,-380800000.0,-467600000.0,,,86800000.0,-600000.0,87400000.0,-91100000.0,-91100000.0,-8900000.0,70700000.0,70700000.0,0.0,-152900000.0,1308700000.0,1308700000.0,324900000.0,433700000.0,-108800000.0,50900000.0,26800000.0,24100000.0,0.0,20600000.0,-62000000.0,-62000000.0,155400000.0,155400000.0,83500000.0,83500000.0,71900000.0,6500000.0,-6200000.0,0.0,761500000.0,2023-09-30
599100000.0,-486000000.0,-100500000.0,78900000.0,0.0,-319500000.0,92400000.0,293700000.0,276800000.0,503400000.0,24600000.0,-251200000.0,-639500000.0,-639500000.0,-22000000.0,45400000.0,-155300000.0,-155300000.0,-486000000.0,-486000000.0,0.0,-21600000.0,35300000.0,35300000.0,,-56900000.0,-135800000.0,78900000.0,-530300000.0,-530300000.0,30700000.0,-241500000.0,0.0,-241500000.0,-319500000.0,918600000.0,918600000.0,-52300000.0,-118900000.0,-118200000.0,325300000.0,43100000.0,43300000.0,23900000.0,5100000.0,200000.0,200000.0,154300000.0,154300000.0,80000000.0,80000000.0,74300000.0,19500000.0,-2300000.0,0.0,356200000.0,2023-12-31
