tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-3493350.0,0.21,122652000.0,-16635000.0,-16635000.0,26801000.0,44276000.0,165702000.0,106017000.0,61741000.0,-36997000.0,36997000.0,39942650.0,26801000.0,195670000.0,20010000.0,20010000.0,6791000.0,26801000.0,0.0,26801000.0,0.0,26801000.0,-2057000.0,24744000.0,-16880000.0,-1000.0,-16635000.0,-2722000.0,-2000.0,9048000.0,4867000.0,-244000.0,-36997000.0,36997000.0,78621000.0,29968000.0,27625000.0,,2343000.0,2343000.0,2343000.0,108589000.0,165702000.0,274291000.0,269177000.0,2022-12-31
-288977.245966,0.064475,123967000.0,-4482000.0,-4482000.0,29397000.0,48770000.0,186596000.0,119485000.0,70715000.0,-39292000.0,39292000.0,33590022.754034,29397000.0,216194000.0,22606000.0,22606000.0,6791000.0,29397000.0,0.0,29397000.0,0.0,29397000.0,2026000.0,31423000.0,-5809000.0,8000.0,-4482000.0,0.0,,1220000.0,3262000.0,-1335000.0,-39292000.0,39292000.0,76524000.0,29598000.0,25531000.0,,4067000.0,4067000.0,4067000.0,106122000.0,186596000.0,292718000.0,284923000.0,2023-03-31
-87559.355568,0.032769,146713000.0,-2672000.0,-2672000.0,54753000.0,48934000.0,143046000.0,144041000.0,95107000.0,-38499000.0,38499000.0,57337440.644432,54753000.0,176594000.0,46418000.0,46418000.0,8335000.0,54753000.0,0.0,54753000.0,0.0,54753000.0,1855000.0,56608000.0,-2644000.0,408000.0,-2672000.0,0.0,,0.0,2672000.0,-380000.0,-38499000.0,38499000.0,97751000.0,33548000.0,29760000.0,600000.0,3188000.0,3188000.0,3188000.0,131299000.0,143046000.0,274345000.0,271167000.0,2023-06-30
-350728.805652,0.082311,148838000.0,-4261000.0,-4261000.0,41307000.0,59380000.0,160666000.0,144577000.0,85197000.0,-40185000.0,40185000.0,45217271.194348,41307000.0,202145000.0,32973000.0,32973000.0,8334000.0,41307000.0,0.0,41307000.0,0.0,41307000.0,3705000.0,45012000.0,-3754000.0,461000.0,-4261000.0,0.0,,0.0,4261000.0,46000.0,-40185000.0,40185000.0,88951000.0,41479000.0,38464000.0,,3015000.0,3015000.0,3015000.0,130430000.0,160666000.0,291096000.0,289622000.0,2023-09-30
-1239000.0,0.21,157094000.0,-5900000.0,-5900000.0,118360000.0,56557000.0,181701000.0,151194000.0,94637000.0,-43663000.0,43663000.0,123021000.0,118360000.0,218976000.0,110025000.0,110025000.0,8335000.0,118360000.0,0.0,118360000.0,0.0,118360000.0,-67386000.0,50974000.0,876000.0,6713000.0,-5900000.0,0.0,,901000.0,4999000.0,63000.0,-43663000.0,43663000.0,93761000.0,37275000.0,33845000.0,,3430000.0,3430000.0,3430000.0,131036000.0,181701000.0,312737000.0,311682000.0,2023-12-31
-880418.905164,0.123291,159164000.0,-7141000.0,-7141000.0,39622000.0,59122000.0,192724000.0,152023000.0,92901000.0,-47707000.0,47707000.0,45882581.094836,39622000.0,226619000.0,31287000.0,31287000.0,8335000.0,39622000.0,,39622000.0,,39622000.0,5572000.0,45194000.0,-7174000.0,634000.0,-7141000.0,,,962000.0,6179000.0,-667000.0,-47707000.0,47707000.0,100075000.0,33895000.0,30212000.0,,3683000.0,3683000.0,3683000.0,133970000.0,192724000.0,326694000.0,326615000.0,2024-03-31
