treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,restricted_cash,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,commercial_paper
91572258.0,4199861388.0,4291433646.0,148034000000.0,176331000000.0,-98784000000.0,241783000000.0,-12314000000.0,-98784000000.0,25692000000.0,91144000000.0,231820000000.0,92463000000.0,1319000000.0,91144000000.0,793000000.0,-1865000000.0,-1865000000.0,4013000000.0,82380000000.0,13420000000.0,429000000.0,429000000.0,0.0,287217000000.0,237046000000.0,18397000000.0,12974000000.0,43441000000.0,43441000000.0,162234000000.0,21558000000.0,140676000000.0,50171000000.0,2750000000.0,6583000000.0,6583000000.0,14097000000.0,4134000000.0,9963000000.0,9963000000.0,26741000000.0,13351000000.0,1577000000.0,13390000000.0,2764000000.0,1876000000.0,8750000000.0,379680000000.0,341823000000.0,17260000000.0,1071000000.0,1071000000.0,189928000000.0,161257000000.0,28671000000.0,133564000000.0,-200255000000.0,333819000000.0,10159000000.0,12889000000.0,101752000000.0,172890000000.0,35382000000.0,747000000.0,0.0,37857000000.0,1933000000.0,2629000000.0,1343000000.0,2453000000.0,2388000000.0,24506000000.0,24506000000.0,-826000000.0,25332000000.0,2605000000.0,2605000000.0,2022-12-31,
87442163.0,4200000000.0,4287442163.0,150619000000.0,178333000000.0,-97522000000.0,245736000000.0,-12046000000.0,-97522000000.0,25480000000.0,92883000000.0,233655000000.0,94219000000.0,1336000000.0,92883000000.0,397000000.0,-2177000000.0,-2177000000.0,3832000000.0,84543000000.0,13523000000.0,429000000.0,429000000.0,0.0,283497000000.0,235729000000.0,17237000000.0,12750000000.0,43667000000.0,43667000000.0,162075000000.0,21303000000.0,140772000000.0,47768000000.0,12237000000.0,,,16258000000.0,4177000000.0,12081000000.0,12081000000.0,19273000000.0,,,,,,,377716000000.0,341994000000.0,17603000000.0,1052000000.0,1052000000.0,190405000000.0,161731000000.0,28674000000.0,132934000000.0,-203532000000.0,336466000000.0,,,336466000000.0,,,,,35722000000.0,8251000000.0,,,,2381000000.0,22856000000.0,22856000000.0,-892000000.0,23748000000.0,2234000000.0,2234000000.0,2023-03-31,
87393661.0,4204039985.0,4291433646.0,147895000000.0,177654000000.0,-95888000000.0,247891000000.0,-14016000000.0,-95888000000.0,24956000000.0,95193000000.0,233064000000.0,96502000000.0,1309000000.0,95193000000.0,544000000.0,-1921000000.0,-1921000000.0,3830000000.0,86448000000.0,13523000000.0,429000000.0,429000000.0,0.0,283453000000.0,232049000000.0,17021000000.0,12357000000.0,44055000000.0,44055000000.0,158616000000.0,20745000000.0,137871000000.0,51404000000.0,12299000000.0,,,19038000000.0,4211000000.0,14827000000.0,14827000000.0,20067000000.0,,,,,,,379955000000.0,342567000000.0,17856000000.0,1015000000.0,1015000000.0,191081000000.0,162434000000.0,28647000000.0,132615000000.0,-206154000000.0,338769000000.0,,,338769000000.0,,,,,37388000000.0,7503000000.0,,,,1896000000.0,23186000000.0,23186000000.0,-922000000.0,24108000000.0,4803000000.0,4803000000.0,2023-06-30,
87331987.0,4204101659.0,4291433646.0,143181000000.0,172070000000.0,-97318000000.0,245132000000.0,-17558000000.0,-97318000000.0,24679000000.0,97741000000.0,232182000000.0,99088000000.0,1347000000.0,97741000000.0,628000000.0,-1428000000.0,-1428000000.0,3828000000.0,88416000000.0,13524000000.0,429000000.0,429000000.0,0.0,285742000000.0,230065000000.0,18191000000.0,12226000000.0,44434000000.0,44434000000.0,155214000000.0,20773000000.0,134441000000.0,55677000000.0,12681000000.0,,,16856000000.0,3906000000.0,12950000000.0,12950000000.0,26140000000.0,,,,,,,384830000000.0,346711000000.0,18147000000.0,929000000.0,929000000.0,195059000000.0,166417000000.0,28642000000.0,132576000000.0,-209277000000.0,341853000000.0,,,341853000000.0,,,,,38119000000.0,8067000000.0,,,,2240000000.0,23602000000.0,23602000000.0,-957000000.0,24559000000.0,4210000000.0,4210000000.0,2023-09-30,
87172997.0,4204260649.0,4291433646.0,148609000000.0,174942000000.0,-97137000000.0,243104000000.0,-16409000000.0,-97137000000.0,24268000000.0,92430000000.0,230131000000.0,93799000000.0,1369000000.0,92430000000.0,656000000.0,-1380000000.0,-1380000000.0,3821000000.0,82915000000.0,13631000000.0,429000000.0,429000000.0,0.0,286456000000.0,233233000000.0,16560000000.0,13189000000.0,45781000000.0,45781000000.0,157703000000.0,20002000000.0,137701000000.0,53223000000.0,2755000000.0,6955000000.0,6955000000.0,17239000000.0,4266000000.0,12973000000.0,12973000000.0,26274000000.0,10820000000.0,1570000000.0,15454000000.0,2821000000.0,2612000000.0,10021000000.0,380255000000.0,343441000000.0,19885000000.0,953000000.0,953000000.0,189567000000.0,166724000000.0,22843000000.0,133036000000.0,-211798000000.0,344834000000.0,10355000000.0,12092000000.0,103081000000.0,181615000000.0,36940000000.0,751000000.0,0.0,36814000000.0,1651000000.0,2756000000.0,1244000000.0,1956000000.0,2057000000.0,25085000000.0,25085000000.0,-1017000000.0,26102000000.0,2065000000.0,2065000000.0,2023-12-31,0.0
82178752.0,4209254894.0,4291433646.0,149333000000.0,175634000000.0,-95454000000.0,246032000000.0,-15674000000.0,-95454000000.0,23936000000.0,94334000000.0,230438000000.0,95726000000.0,1392000000.0,94334000000.0,421000000.0,-1199000000.0,-1199000000.0,3602000000.0,84714000000.0,13571000000.0,429000000.0,429000000.0,0.0,284432000000.0,230801000000.0,16258000000.0,12805000000.0,45980000000.0,45980000000.0,155758000000.0,19654000000.0,136104000000.0,53631000000.0,13616000000.0,,,19876000000.0,4282000000.0,15594000000.0,15594000000.0,20139000000.0,,,,,,,380158000000.0,342201000000.0,19258000000.0,941000000.0,941000000.0,189788000000.0,166946000000.0,22842000000.0,132214000000.0,-214403000000.0,346617000000.0,,,346617000000.0,,,,,37957000000.0,8197000000.0,,,,2076000000.0,25319000000.0,25319000000.0,-1061000000.0,26380000000.0,2365000000.0,2365000000.0,2024-03-31,
