tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.239814,14134000000.0,,,6577000000.0,4218000000.0,15762000000.0,14134000000.0,9916000000.0,-1022000000.0,1105000000.0,83000000.0,6577000000.0,6577000000.0,28026000000.0,7225000000.0,4207000000.0,4204000000.0,1.56,1.56,6577000000.0,6577000000.0,6577000000.0,-121000000.0,6698000000.0,6698000000.0,2113000000.0,8811000000.0,2608000000.0,3681000000.0,,,4000000.0,-1022000000.0,1105000000.0,83000000.0,7225000000.0,12264000000.0,4218000000.0,4218000000.0,8046000000.0,19489000000.0,15762000000.0,35251000000.0,35251000000.0,2022-12-31
15960000.0,0.228,11955000000.0,70000000.0,70000000.0,4909000000.0,4318000000.0,13504000000.0,12025000000.0,7707000000.0,-1132000000.0,1207000000.0,75000000.0,4854960000.0,4909000000.0,25328000000.0,7584000000.0,4211000000.0,4207000000.0,1.17,1.17,4909000000.0,4909000000.0,4909000000.0,-109000000.0,5018000000.0,5018000000.0,1482000000.0,6500000000.0,48000000.0,-31000000.0,70000000.0,-70000000.0,9000000.0,-1132000000.0,1207000000.0,75000000.0,7584000000.0,11824000000.0,4318000000.0,4318000000.0,7506000000.0,19408000000.0,13504000000.0,32912000000.0,32912000000.0,2023-03-31
15180000.0,0.22,11687000000.0,69000000.0,69000000.0,4648000000.0,4359000000.0,12764000000.0,11756000000.0,7397000000.0,-1193000000.0,1285000000.0,92000000.0,4594180000.0,4648000000.0,25376000000.0,7220000000.0,4213000000.0,4208000000.0,1.1,1.1,4648000000.0,4648000000.0,4648000000.0,-118000000.0,4766000000.0,4766000000.0,1346000000.0,6112000000.0,85000000.0,49000000.0,69000000.0,-69000000.0,-33000000.0,-1193000000.0,1285000000.0,92000000.0,7220000000.0,12612000000.0,4359000000.0,4359000000.0,8253000000.0,19832000000.0,12764000000.0,32596000000.0,32596000000.0,2023-06-30
17935000.0,0.211,11971000000.0,85000000.0,85000000.0,4762000000.0,4431000000.0,13437000000.0,12056000000.0,7625000000.0,-1335000000.0,1433000000.0,98000000.0,4694935000.0,4762000000.0,25863000000.0,7473000000.0,4216000000.0,4213000000.0,1.13,1.13,4762000000.0,4762000000.0,4762000000.0,-122000000.0,4884000000.0,4884000000.0,1308000000.0,6192000000.0,54000000.0,-13000000.0,85000000.0,-85000000.0,-18000000.0,-1335000000.0,1433000000.0,98000000.0,7473000000.0,12426000000.0,4431000000.0,4431000000.0,7995000000.0,19899000000.0,13437000000.0,33336000000.0,33336000000.0,2023-09-30
-1208970000.0,0.21,10055000000.0,-5757000000.0,-5757000000.0,-2705000000.0,4516000000.0,15182000000.0,4298000000.0,-218000000.0,-1510000000.0,1599000000.0,89000000.0,1843030000.0,-2705000000.0,28689000000.0,600000000.0,4214000000.0,4214000000.0,-0.64,-0.64,-2705000000.0,-2705000000.0,-2705000000.0,-132000000.0,-2573000000.0,-2573000000.0,756000000.0,-1817000000.0,-6748000000.0,-980000000.0,-5757000000.0,-84000000.0,-11000000.0,-1510000000.0,1599000000.0,89000000.0,6441000000.0,13507000000.0,4516000000.0,4516000000.0,8991000000.0,19948000000.0,15182000000.0,35130000000.0,35130000000.0,2023-12-31
24530000.0,0.223,12045000000.0,110000000.0,110000000.0,4602000000.0,4445000000.0,12872000000.0,12155000000.0,7710000000.0,-1557000000.0,1635000000.0,78000000.0,4516530000.0,4602000000.0,25460000000.0,7521000000.0,4219000000.0,4215000000.0,1.09,1.09,4602000000.0,4602000000.0,4602000000.0,-120000000.0,4722000000.0,4722000000.0,1353000000.0,6075000000.0,111000000.0,10000000.0,110000000.0,-110000000.0,-9000000.0,-1557000000.0,1635000000.0,78000000.0,7521000000.0,12588000000.0,4445000000.0,4445000000.0,8143000000.0,20109000000.0,12872000000.0,32981000000.0,32981000000.0,2024-03-31
