free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
903000000.0,-1916000000.0,2854000000.0,-8039000000.0,4111000000.0,3587000000.0,524000000.0,-3076000000.0,-3076000000.0,-1275000000.0,-2739000000.0,-2739000000.0,938000000.0,-4408000000.0,-4408000000.0,5346000000.0,-1916000000.0,7262000000.0,-5342000000.0,-5342000000.0,105000000.0,2592000000.0,2592000000.0,0.0,0.0,-763000000.0,-763000000.0,-7276000000.0,8942000000.0,8942000000.0,2000000.0,-1395000000.0,563000000.0,1378000000.0,1378000000.0,4218000000.0,4218000000.0,-2522000000.0,-2525000000.0,3000000.0,6698000000.0,2022-12-31
1733000000.0,-2256000000.0,2600000000.0,-6556000000.0,3907000000.0,4111000000.0,-204000000.0,-2383000000.0,-2383000000.0,17000000.0,-2744000000.0,-2744000000.0,344000000.0,342000000.0,342000000.0,2000000.0,-2256000000.0,2258000000.0,-6110000000.0,-6110000000.0,446000000.0,,,,,-598000000.0,-598000000.0,-5958000000.0,8289000000.0,8289000000.0,-774000000.0,-1198000000.0,530000000.0,331000000.0,331000000.0,4318000000.0,4318000000.0,64000000.0,54000000.0,10000000.0,5018000000.0,2023-03-31
5132000000.0,-2727000000.0,2608000000.0,-4599000000.0,6345000000.0,3907000000.0,2438000000.0,-3203000000.0,-3203000000.0,-174000000.0,-2743000000.0,-2743000000.0,-286000000.0,-509000000.0,,223000000.0,-2727000000.0,2950000000.0,-4090000000.0,-4090000000.0,-315000000.0,,,,,-487000000.0,-487000000.0,-4112000000.0,9731000000.0,9731000000.0,154000000.0,-474000000.0,531000000.0,302000000.0,302000000.0,4359000000.0,4359000000.0,93000000.0,54000000.0,39000000.0,4766000000.0,2023-06-30
5910000000.0,-4314000000.0,1780000000.0,-4868000000.0,5660000000.0,6345000000.0,-685000000.0,-6055000000.0,-6055000000.0,-944000000.0,-2744000000.0,-2744000000.0,-2367000000.0,500000000.0,,-2867000000.0,-4314000000.0,1447000000.0,-5408000000.0,-5408000000.0,122000000.0,-662000000.0,,0.0,0.0,-774000000.0,-774000000.0,-4094000000.0,10778000000.0,10778000000.0,1592000000.0,-926000000.0,535000000.0,189000000.0,189000000.0,4431000000.0,4431000000.0,73000000.0,53000000.0,20000000.0,4884000000.0,2023-09-30
137000000.0,-1327000000.0,1624000000.0,-8540000000.0,3497000000.0,5660000000.0,-2163000000.0,-3016000000.0,-3016000000.0,-369000000.0,-2794000000.0,-2794000000.0,147000000.0,-483000000.0,,630000000.0,-1327000000.0,1957000000.0,-7824000000.0,-7824000000.0,28000000.0,718000000.0,,-30000000.0,0.0,-3937000000.0,-3937000000.0,-4603000000.0,8677000000.0,8677000000.0,-1239000000.0,-1112000000.0,618000000.0,1566000000.0,1566000000.0,4516000000.0,4516000000.0,1060000000.0,1045000000.0,15000000.0,-2573000000.0,2023-12-31
2259000000.0,-5916000000.0,7967000000.0,-4825000000.0,3908000000.0,3497000000.0,411000000.0,-1428000000.0,-1428000000.0,-683000000.0,-2796000000.0,,2051000000.0,2347000000.0,2347000000.0,-296000000.0,-5916000000.0,5620000000.0,-5245000000.0,-5245000000.0,12000000.0,-432000000.0,,,,-449000000.0,-449000000.0,-4376000000.0,7084000000.0,7084000000.0,-2531000000.0,-336000000.0,567000000.0,141000000.0,141000000.0,4445000000.0,4445000000.0,76000000.0,62000000.0,14000000.0,4722000000.0,2024-03-31
