free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,issuance_of_debt,long_term_debt_issuance
2386000000.0,-792000000.0,0.0,176000000.0,-181000000.0,5412000000.0,4699000000.0,75000000.0,638000000.0,-1554000000.0,-1554000000.0,-23000000.0,-915000000.0,-915000000.0,-616000000.0,-792000000.0,176000000.0,0.0,0.0,0.0,-375000000.0,-375000000.0,2000000.0,22000000.0,400000000.0,-378000000.0,-218000000.0,-218000000.0,-181000000.0,2567000000.0,2567000000.0,117000000.0,,616000000.0,356000000.0,260000000.0,264000000.0,-4000000.0,-4000000.0,58000000.0,-276000000.0,-281000000.0,-281000000.0,392000000.0,174000000.0,0.0,-338000000.0,-338000000.0,528000000.0,528000000.0,445000000.0,445000000.0,83000000.0,61000000.0,61000000.0,1633000000.0,2022-12-31,,
1635000000.0,-400000000.0,0.0,97000000.0,-109000000.0,4936000000.0,5412000000.0,13000000.0,-489000000.0,-1406000000.0,-1407000000.0,-134000000.0,-969000000.0,-969000000.0,-303000000.0,-400000000.0,97000000.0,0.0,0.0,0.0,-826000000.0,-826000000.0,-5000000.0,-161000000.0,491000000.0,-652000000.0,-551000000.0,-551000000.0,-109000000.0,1744000000.0,1745000000.0,-542000000.0,-161000000.0,-815000000.0,-543000000.0,-272000000.0,-272000000.0,,,26000000.0,-227000000.0,635000000.0,635000000.0,543000000.0,165000000.0,0.0,-303000000.0,-303000000.0,640000000.0,640000000.0,546000000.0,546000000.0,94000000.0,256000000.0,256000000.0,985000000.0,2023-03-31,,
2199000000.0,-150000000.0,0.0,26000000.0,-139000000.0,5704000000.0,4936000000.0,13000000.0,755000000.0,-1101000000.0,-1100000000.0,-33000000.0,-944000000.0,-944000000.0,-124000000.0,-150000000.0,26000000.0,0.0,0.0,0.0,-483000000.0,-483000000.0,-1000000.0,-100000000.0,545000000.0,-645000000.0,-243000000.0,-243000000.0,-139000000.0,2338000000.0,2337000000.0,331000000.0,-28000000.0,631000000.0,634000000.0,-3000000.0,-3000000.0,,,40000000.0,-226000000.0,-86000000.0,-86000000.0,379000000.0,198000000.0,0.0,-221000000.0,-221000000.0,681000000.0,681000000.0,598000000.0,598000000.0,83000000.0,-69000000.0,-69000000.0,1039000000.0,2023-06-30,,
1633000000.0,-300000000.0,-2250000000.0,83000000.0,-122000000.0,5705000000.0,5704000000.0,-6000000.0,7000000.0,-1519000000.0,-1519000000.0,-78000000.0,-953000000.0,-953000000.0,-217000000.0,-300000000.0,83000000.0,-271000000.0,-271000000.0,-2250000000.0,-229000000.0,-229000000.0,,-34000000.0,361000000.0,-395000000.0,-79000000.0,-79000000.0,-122000000.0,1755000000.0,1756000000.0,-1549000000.0,-881000000.0,21000000.0,50000000.0,-29000000.0,-29000000.0,,,5000000.0,-82000000.0,-612000000.0,-612000000.0,145000000.0,202000000.0,0.0,-68000000.0,-68000000.0,684000000.0,684000000.0,598000000.0,598000000.0,86000000.0,169000000.0,169000000.0,2172000000.0,2023-09-30,,
1954000000.0,-150000000.0,0.0,26000000.0,-215000000.0,6085000000.0,5705000000.0,37000000.0,343000000.0,-1099000000.0,-1100000000.0,-33000000.0,-943000000.0,-943000000.0,-124000000.0,-150000000.0,26000000.0,1000000.0,1000000.0,0.0,-727000000.0,-728000000.0,,-233000000.0,447000000.0,-680000000.0,-279000000.0,-279000000.0,-215000000.0,2169000000.0,2167000000.0,-543000000.0,-698000000.0,274000000.0,317000000.0,-43000000.0,-43000000.0,,,-32000000.0,-307000000.0,220000000.0,220000000.0,915000000.0,201000000.0,50000000.0,-370000000.0,-370000000.0,688000000.0,688000000.0,597000000.0,597000000.0,91000000.0,-189000000.0,-189000000.0,1417000000.0,2023-12-31,1000000.0,1000000.0
