free_cash_flow,repurchase_of_capital_stock,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,interest_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
47699000.0,,37500000.0,0.0,-7531000.0,3908613000.0,3425121000.0,459000.0,483033000.0,389026000.0,389026000.0,347210000.0,4316000.0,0.0,,0.0,37500000.0,,,0.0,0.0,38777000.0,38777000.0,6090000.0,0.0,69120000.0,850402000.0,-781282000.0,-28902000.0,-28902000.0,-1785000.0,-1785000.0,-5746000.0,55230000.0,55230000.0,4044000.0,-406000.0,-2407000.0,-742000.0,13161000.0,11161000.0,2000000.0,2000000.0,-3284000.0,-2278000.0,-2278000.0,3733000.0,119305000.0,8431000.0,-8186000.0,-527000.0,-527000.0,23506000.0,23506000.0,20971000.0,20971000.0,2535000.0,-95076000.0,2022-12-31
23972000.0,,22500000.0,0.0,-10059000.0,3569927000.0,3908613000.0,-170000.0,-338516000.0,-347162000.0,-347162000.0,-357689000.0,12028000.0,-24001000.0,,0.0,22500000.0,22500000.0,22500000.0,0.0,0.0,-25385000.0,-25385000.0,-95936000.0,0.0,80610000.0,833935000.0,-753325000.0,0.0,0.0,-3338000.0,-3338000.0,-6721000.0,34031000.0,34031000.0,-22731000.0,-3031000.0,-3224000.0,-160000.0,-10545000.0,-5769000.0,-4776000.0,-4776000.0,-2854000.0,-2917000.0,-2917000.0,4962000.0,63792000.0,8643000.0,-13309000.0,-343000.0,-343000.0,24155000.0,24155000.0,21329000.0,21329000.0,2826000.0,-31138000.0,2023-03-31
72882000.0,-63614000.0,0.0,0.0,-7473000.0,4224840000.0,3569927000.0,-50000.0,654963000.0,195400000.0,195400000.0,256002000.0,3012000.0,-63614000.0,-63614000.0,0.0,0.0,0.0,0.0,0.0,0.0,379208000.0,379208000.0,-37206000.0,0.0,423887000.0,773132000.0,-349245000.0,0.0,0.0,-1090000.0,-1090000.0,-6383000.0,80355000.0,80355000.0,14865000.0,-2603000.0,-5417000.0,2360000.0,24405000.0,24826000.0,-421000.0,-421000.0,-9367000.0,5487000.0,5487000.0,3905000.0,57850000.0,8504000.0,-13484000.0,-192000.0,-192000.0,24778000.0,24778000.0,21427000.0,21427000.0,3351000.0,-15871000.0,2023-06-30
47613000.0,-12061000.0,,,-6048000.0,4468186000.0,4224840000.0,-180000.0,243526000.0,-111909000.0,-111909000.0,-110640000.0,10792000.0,-12061000.0,-12061000.0,,,,,,,301774000.0,301774000.0,-42333000.0,0.0,350155000.0,782499000.0,-432344000.0,,,-403000.0,-403000.0,-5645000.0,53661000.0,53661000.0,-11769000.0,-2449000.0,-2455000.0,-1074000.0,-4794000.0,-2286000.0,-2508000.0,-2508000.0,-4704000.0,3707000.0,3707000.0,3587000.0,65147000.0,12401000.0,-13093000.0,-42000.0,-42000.0,25291000.0,25291000.0,21573000.0,21573000.0,3718000.0,-27861000.0,2023-09-30
74212000.0,-199841000.0,,,-5469000.0,4688580000.0,4468186000.0,173000.0,220220000.0,190720000.0,190720000.0,388455000.0,2106000.0,-199841000.0,-199841000.0,,,,,,,-50181000.0,-50181000.0,29991000.0,0.0,-74703000.0,593306000.0,-668009000.0,,,-352000.0,-352000.0,-5117000.0,79681000.0,79681000.0,21744000.0,-2788000.0,-2509000.0,-166000.0,25971000.0,23230000.0,2741000.0,2741000.0,4553000.0,-3317000.0,-3317000.0,1873000.0,65500000.0,16288000.0,-11078000.0,-74000.0,-74000.0,25849000.0,25849000.0,22609000.0,22609000.0,3240000.0,-40421000.0,2023-12-31
