free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date,sale_of_intangibles,gain_loss_on_sale_of_ppe
1024100000.0,0.0,0.0,0.0,-555600000.0,2067000000.0,2617400000.0,-128200000.0,-422200000.0,-1141400000.0,-1141400000.0,-13700000.0,-884400000.0,-884400000.0,0.0,0.0,-243300000.0,-243300000.0,0.0,0.0,0.0,-860500000.0,-860500000.0,61900000.0,-39600000.0,128900000.0,-168500000.0,-327200000.0,-327200000.0,-54900000.0,-54900000.0,-500700000.0,-500700000.0,1579700000.0,1579700000.0,-836000000.0,256100000.0,92900000.0,10400000.0,10400000.0,375000000.0,375000000.0,-256400000.0,1937700000.0,2022-12-31,,
827100000.0,-750000000.0,0.0,3958500000.0,-903500000.0,3545900000.0,2067000000.0,24800000.0,1454100000.0,412300000.0,412300000.0,-281000000.0,-1017200000.0,-1017200000.0,-750000000.0,-750000000.0,2460500000.0,-1498000000.0,3958500000.0,0.0,3958500000.0,-688800000.0,-688800000.0,40300000.0,174400000.0,343400000.0,-169000000.0,,,-235000000.0,-235000000.0,-668500000.0,-668500000.0,1730600000.0,1730600000.0,164100000.0,273300000.0,131200000.0,-559400000.0,-559400000.0,362300000.0,362300000.0,14200000.0,1344900000.0,2023-03-31,,
-204400000.0,0.0,0.0,0.0,-836300000.0,2694500000.0,3545900000.0,9200000.0,-860600000.0,-1033400000.0,-1033400000.0,-15600000.0,-1017800000.0,-1017800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-459100000.0,-459100000.0,456800000.0,-79600000.0,154600000.0,-234200000.0,,,-98100000.0,-98100000.0,-738200000.0,-738200000.0,631900000.0,631900000.0,-840200000.0,-453600000.0,161500000.0,-431100000.0,-431100000.0,366300000.0,366300000.0,65800000.0,1763200000.0,2023-06-30,,
-1811700000.0,0.0,0.0,0.0,-4001200000.0,2380800000.0,2694500000.0,5300000.0,-319000000.0,572000000.0,572000000.0,-6800000.0,-1016200000.0,-1016200000.0,0.0,0.0,1595000000.0,1595000000.0,0.0,0.0,0.0,-3080500000.0,-3080500000.0,-666200000.0,-17400000.0,133400000.0,-150800000.0,,,-1426600000.0,-3030900000.0,-970300000.0,-970300000.0,2189500000.0,2189500000.0,793300000.0,3460700000.0,215600000.0,-844300000.0,-844300000.0,411000000.0,411000000.0,-1789400000.0,-57400000.0,2023-09-30,,
-1963000000.0,0.0,0.0,0.0,-1651100000.0,2818600000.0,2380800000.0,129300000.0,308500000.0,3544700000.0,3544700000.0,-31600000.0,-1018100000.0,-1018100000.0,0.0,0.0,4594400000.0,4594400000.0,0.0,0.0,0.0,-2924300000.0,-2924300000.0,-22800000.0,-206100000.0,68900000.0,-275000000.0,,,-580500000.0,-580500000.0,-1070600000.0,-1070600000.0,-311900000.0,-311900000.0,-3172200000.0,814900000.0,120200000.0,-506200000.0,-506200000.0,387700000.0,387700000.0,-146000000.0,2189700000.0,2023-12-31,0.0,-25000000.0
