tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
3978142.076503,0.043716,351000000.0,91000000.0,91000000.0,177000000.0,199000000.0,412000000.0,442000000.0,243000000.0,-33000000.0,60000000.0,27000000.0,89978142.076503,177000000.0,2490000000.0,128000000.0,159532000.0,155404000.0,1.11,1.14,177000000.0,177000000.0,0.0,177000000.0,2000000.0,175000000.0,175000000.0,8000000.0,183000000.0,88000000.0,,6000000.0,6000000.0,0.0,0.0,0.0,85000000.0,-33000000.0,60000000.0,27000000.0,128000000.0,2078000000.0,199000000.0,199000000.0,22000000.0,22000000.0,177000000.0,317000000.0,1562000000.0,1376000000.0,186000000.0,40000000.0,146000000.0,2206000000.0,412000000.0,2618000000.0,2618000000.0,2022-12-31
630000.0,0.21,189000000.0,3000000.0,3000000.0,-145000000.0,192000000.0,414000000.0,192000000.0,0.0,-18000000.0,61000000.0,43000000.0,-147370000.0,-145000000.0,2781000000.0,-121000000.0,152477000.0,152477000.0,-0.95,-0.95,-145000000.0,-145000000.0,,-145000000.0,-5000000.0,-140000000.0,-140000000.0,79000000.0,-61000000.0,73000000.0,70000000.0,15000000.0,20000000.0,5000000.0,,,-12000000.0,-18000000.0,61000000.0,43000000.0,-116000000.0,2367000000.0,192000000.0,192000000.0,15000000.0,15000000.0,177000000.0,317000000.0,1858000000.0,1674000000.0,184000000.0,32000000.0,152000000.0,2251000000.0,414000000.0,2665000000.0,2665000000.0,2023-03-31
3507000.0,0.167,703000000.0,21000000.0,21000000.0,385000000.0,199000000.0,407000000.0,724000000.0,525000000.0,2000000.0,61000000.0,63000000.0,367507000.0,385000000.0,2914000000.0,443000000.0,151844000.0,147168000.0,2.54,2.62,385000000.0,385000000.0,,385000000.0,-2000000.0,387000000.0,387000000.0,77000000.0,464000000.0,18000000.0,-3000000.0,3000000.0,4000000.0,1000000.0,0.0,,18000000.0,2000000.0,61000000.0,63000000.0,444000000.0,2507000000.0,199000000.0,199000000.0,15000000.0,15000000.0,184000000.0,344000000.0,1964000000.0,1770000000.0,194000000.0,35000000.0,159000000.0,2951000000.0,407000000.0,3358000000.0,3358000000.0,2023-06-30
-146640000.0,0.312,1184000000.0,-470000000.0,-470000000.0,425000000.0,208000000.0,412000000.0,714000000.0,506000000.0,-6000000.0,62000000.0,56000000.0,748360000.0,425000000.0,3010000000.0,607000000.0,147748000.0,142228000.0,2.87,2.98,425000000.0,425000000.0,,425000000.0,120000000.0,305000000.0,305000000.0,139000000.0,444000000.0,-469000000.0,1000000.0,-312000000.0,0.0,,312000000.0,,-158000000.0,-6000000.0,62000000.0,56000000.0,919000000.0,2598000000.0,208000000.0,208000000.0,14000000.0,14000000.0,194000000.0,340000000.0,2050000000.0,1856000000.0,194000000.0,38000000.0,156000000.0,3517000000.0,412000000.0,3929000000.0,3929000000.0,2023-09-30
-6549707.602339,0.204678,472000000.0,-32000000.0,-32000000.0,132000000.0,208000000.0,6447000000.0,440000000.0,232000000.0,-16000000.0,61000000.0,45000000.0,157450292.397661,132000000.0,2667000000.0,104000000.0,,,,,132000000.0,132000000.0,,132000000.0,-4000000.0,136000000.0,136000000.0,35000000.0,171000000.0,-33000000.0,-1000000.0,-115000000.0,1000000.0,2000000.0,114000000.0,,83000000.0,-16000000.0,61000000.0,45000000.0,220000000.0,-3780000000.0,208000000.0,208000000.0,15000000.0,15000000.0,193000000.0,357000000.0,-4345000000.0,-4544000000.0,199000000.0,48000000.0,151000000.0,-3560000000.0,6447000000.0,2887000000.0,2887000000.0,2023-12-31
