free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,net_other_investing_changes,change_in_other_working_capital
161385000.0,-29102000.0,-58526000.0,0.0,3279000.0,-12055000.0,163457000.0,128737000.0,-4942000.0,39662000.0,-121588000.0,-121588000.0,-37239000.0,-37239000.0,-25823000.0,-29102000.0,3279000.0,-58526000.0,-58526000.0,-58526000.0,0.0,-12190000.0,-12190000.0,0.0,0.0,-12190000.0,-135000.0,-12055000.0,173440000.0,173440000.0,-37496000.0,-5306000.0,7344000.0,362000.0,362000.0,24681000.0,24681000.0,12459000.0,12459000.0,12222000.0,41347000.0,126000.0,141249000.0,2022-10-31,,
114035000.0,-6875000.0,-316018000.0,566978000.0,8807000.0,-9302000.0,121994000.0,163457000.0,6643000.0,-48106000.0,215693000.0,215693000.0,-37199000.0,-37199000.0,1932000.0,-6875000.0,8807000.0,250960000.0,250960000.0,-316018000.0,566978000.0,-387136000.0,-387136000.0,-377843000.0,-377843000.0,-9293000.0,9000.0,-9302000.0,123337000.0,123337000.0,-58371000.0,45042000.0,6239000.0,-278000.0,-278000.0,26434000.0,26434000.0,13872000.0,13872000.0,12562000.0,10000.0,10000.0,104261000.0,2023-01-31,,
158521000.0,-47490000.0,-287940000.0,218822000.0,3001000.0,-6047000.0,129073000.0,121994000.0,-601000.0,7680000.0,-150871000.0,-150871000.0,-37264000.0,-37264000.0,-44489000.0,-47490000.0,3001000.0,-69118000.0,-69118000.0,-287940000.0,218822000.0,-6017000.0,-6017000.0,0.0,0.0,-6017000.0,30000.0,-6047000.0,164568000.0,164568000.0,12514000.0,-8722000.0,4971000.0,-336000.0,-336000.0,27101000.0,27101000.0,14045000.0,14045000.0,13056000.0,1477000.0,1477000.0,127563000.0,2023-04-30,,
181272000.0,-23798000.0,-606006000.0,493351000.0,6641000.0,-8895000.0,143138000.0,129073000.0,-363000.0,14428000.0,-166896000.0,-166896000.0,-37084000.0,-37084000.0,-17157000.0,-23798000.0,6641000.0,-112655000.0,-112655000.0,-606006000.0,493351000.0,-8843000.0,-8843000.0,0.0,0.0,-8843000.0,52000.0,-8895000.0,190167000.0,190167000.0,,-16361000.0,5857000.0,-316000.0,-316000.0,27102000.0,27102000.0,13922000.0,13922000.0,13180000.0,137000.0,137000.0,127891000.0,2023-07-31,,
152871000.0,-11545000.0,571000.0,899445000.0,2924000.0,-10339000.0,115679000.0,143138000.0,-8372000.0,-19087000.0,852586000.0,852586000.0,-38809000.0,-38809000.0,-8621000.0,-11545000.0,2924000.0,900016000.0,900016000.0,571000.0,899445000.0,-1034883000.0,-1034883000.0,-1044937000.0,-1044937000.0,-10329000.0,10000.0,-10339000.0,163210000.0,163210000.0,,-11823000.0,5643000.0,-15186000.0,-15186000.0,31261000.0,31261000.0,17880000.0,17880000.0,13381000.0,-532000.0,-532000.0,127778000.0,2023-10-31,,
164826000.0,-7371000.0,-109488000.0,805000.0,14418000.0,-7530000.0,136201000.0,115679000.0,-5618000.0,26140000.0,-140491000.0,-140491000.0,-38855000.0,-38855000.0,7047000.0,-7371000.0,14418000.0,-108683000.0,-108683000.0,-109488000.0,805000.0,-5725000.0,-5725000.0,0.0,0.0,-7508000.0,22000.0,-7530000.0,172356000.0,172356000.0,22688000.0,243000.0,4659000.0,1642000.0,1642000.0,33544000.0,33544000.0,19387000.0,19387000.0,14157000.0,8000.0,8000.0,109572000.0,2024-01-31,1783000.0,22688000.0
