tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,total_unusual_items,total_unusual_items_excluding_goodwill,gain_on_sale_of_security,general_and_administrative_expense,other_gand_a,salaries_and_wages
0.0,0.20441,207886000.0,141249000.0,24681000.0,320398000.0,207886000.0,183205000.0,-5095000.0,5665000.0,570000.0,141249000.0,141249000.0,505972000.0,177609000.0,57823000.0,57170000.0,2.44,2.47,141249000.0,141249000.0,141249000.0,141249000.0,141249000.0,36291000.0,177540000.0,5026000.0,5026000.0,-5095000.0,5665000.0,570000.0,177609000.0,185574000.0,185574000.0,363183000.0,320398000.0,683581000.0,683581000.0,2022-10-31,,,,,,
0.0,0.205,168044000.0,104261000.0,26434000.0,281610000.0,168044000.0,141610000.0,-9943000.0,10530000.0,587000.0,104261000.0,104261000.0,466258000.0,144219000.0,57762000.0,57170000.0,1.81,1.82,104261000.0,104261000.0,104261000.0,104261000.0,104261000.0,26819000.0,131080000.0,-3196000.0,-3196000.0,-9943000.0,10530000.0,587000.0,144219000.0,184648000.0,184648000.0,328867000.0,281610000.0,610477000.0,610477000.0,2023-01-31,,,,,,
0.0,0.211,198641000.0,127563000.0,27101000.0,298040000.0,198641000.0,171540000.0,-9475000.0,9913000.0,438000.0,127563000.0,127563000.0,477658000.0,172507000.0,57680000.0,57184000.0,2.21,2.23,127563000.0,127563000.0,127563000.0,127563000.0,127563000.0,34064000.0,161627000.0,-1405000.0,-1405000.0,-9475000.0,9913000.0,438000.0,172507000.0,179618000.0,179618000.0,352125000.0,298040000.0,650165000.0,650165000.0,2023-04-30,,,,,,
0.0,0.211,201243000.0,127891000.0,27102000.0,288357000.0,201243000.0,174141000.0,-11486000.0,12089000.0,603000.0,127891000.0,127891000.0,477681000.0,170996000.0,57530000.0,56989000.0,2.22,2.24,127891000.0,127891000.0,127891000.0,127891000.0,127891000.0,34161000.0,162052000.0,2542000.0,2542000.0,-11486000.0,12089000.0,603000.0,170996000.0,189324000.0,189324000.0,360320000.0,288357000.0,648677000.0,648677000.0,2023-07-31,,,,,,
0.0,0.204272,218814000.0,127778000.0,31261000.0,335220000.0,218814000.0,187553000.0,-25921000.0,26973000.0,1052000.0,127778000.0,127778000.0,534274000.0,185039000.0,57552000.0,57020000.0,2.22,2.24,127778000.0,127778000.0,127778000.0,127778000.0,127778000.0,32802000.0,160580000.0,1462000.0,1462000.0,-25921000.0,26973000.0,1052000.0,185039000.0,199054000.0,199054000.0,384093000.0,335220000.0,719313000.0,719313000.0,2023-10-31,,,,,,
-172620.0,0.21,194507000.0,109572000.0,33544000.0,284766000.0,193685000.0,160141000.0,-20398000.0,21442000.0,1044000.0,110221380.0,109572000.0,472733000.0,159435000.0,57555000.0,57064000.0,1.9,1.92,109572000.0,109572000.0,109572000.0,109572000.0,109572000.0,29127000.0,138699000.0,-1363000.0,-541000.0,-20398000.0,21442000.0,1044000.0,160460000.0,187967000.0,187967000.0,348427000.0,284766000.0,633193000.0,633193000.0,2024-01-31,-822000.0,-822000.0,-822000.0,187967000.0,188992000.0,-1025000.0
