tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-32130000.0,0.21,3360000000.0,-153000000.0,-153000000.0,1289000000.0,1700000000.0,39896000000.0,3207000000.0,1507000000.0,-41000000.0,341000000.0,300000000.0,1409870000.0,1289000000.0,42438000000.0,1561000000.0,,,,,1289000000.0,1289000000.0,1289000000.0,30000000.0,1259000000.0,1259000000.0,-93000000.0,1166000000.0,-354000000.0,91000000.0,0.0,0.0,-292000000.0,-153000000.0,-41000000.0,341000000.0,300000000.0,1561000000.0,2542000000.0,2542000000.0,4103000000.0,39896000000.0,43999000000.0,43999000000.0,2022-12-31
-11730000.0,0.23,4147000000.0,-51000000.0,-51000000.0,1757000000.0,1625000000.0,36855000000.0,4096000000.0,2471000000.0,36000000.0,312000000.0,348000000.0,1796270000.0,1757000000.0,39361000000.0,2113000000.0,4029000000.0,3990000000.0,0.44,0.44,1757000000.0,1757000000.0,1757000000.0,94000000.0,1663000000.0,1663000000.0,496000000.0,2159000000.0,10000000.0,-73000000.0,,,134000000.0,-51000000.0,36000000.0,312000000.0,348000000.0,2113000000.0,2506000000.0,2506000000.0,4619000000.0,36855000000.0,41474000000.0,41474000000.0,2023-03-31
-13328000.0,0.119,4302000000.0,-112000000.0,-112000000.0,1917000000.0,1596000000.0,39743000000.0,4190000000.0,2594000000.0,66000000.0,306000000.0,372000000.0,2015672000.0,1917000000.0,42493000000.0,2461000000.0,4041000000.0,4003000000.0,0.47,0.48,1917000000.0,1917000000.0,1917000000.0,-99000000.0,2016000000.0,2016000000.0,272000000.0,2288000000.0,-239000000.0,-16000000.0,,,-111000000.0,-112000000.0,66000000.0,306000000.0,372000000.0,2461000000.0,2750000000.0,2750000000.0,5211000000.0,39743000000.0,44954000000.0,44954000000.0,2023-06-30
-3696000.0,0.154,3345000000.0,-24000000.0,-24000000.0,1199000000.0,1604000000.0,40001000000.0,3321000000.0,1717000000.0,84000000.0,330000000.0,414000000.0,1219304000.0,1199000000.0,42672000000.0,1129000000.0,4050000000.0,4004000000.0,0.3,0.3,1199000000.0,1199000000.0,1199000000.0,26000000.0,1173000000.0,1173000000.0,214000000.0,1387000000.0,174000000.0,-67000000.0,0.0,,265000000.0,-24000000.0,84000000.0,330000000.0,414000000.0,1129000000.0,2671000000.0,2671000000.0,3800000000.0,40001000000.0,43801000000.0,43801000000.0,2023-09-30
-3780000.0,0.21,219000000.0,-18000000.0,-18000000.0,-526000000.0,1698000000.0,43432000000.0,201000000.0,-1497000000.0,63000000.0,370000000.0,433000000.0,-511780000.0,-526000000.0,46207000000.0,-245000000.0,,,,,-526000000.0,-526000000.0,-526000000.0,-3000000.0,-523000000.0,-523000000.0,-1344000000.0,-1867000000.0,-1685000000.0,-1802000000.0,0.0,,135000000.0,-18000000.0,63000000.0,370000000.0,433000000.0,-245000000.0,2775000000.0,2775000000.0,2530000000.0,43432000000.0,45962000000.0,45962000000.0,2023-12-31
-4988000.0,0.172,3438000000.0,-29000000.0,-29000000.0,1332000000.0,1505000000.0,39176000000.0,3409000000.0,1904000000.0,118000000.0,292000000.0,410000000.0,1356012000.0,1332000000.0,41552000000.0,1225000000.0,4023000000.0,3979000000.0,0.33,0.33,1332000000.0,1332000000.0,1332000000.0,-2000000.0,1334000000.0,1334000000.0,278000000.0,1612000000.0,269000000.0,124000000.0,,,174000000.0,-29000000.0,118000000.0,292000000.0,410000000.0,1225000000.0,2376000000.0,2376000000.0,3601000000.0,39176000000.0,42777000000.0,42777000000.0,2024-03-31
