ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number
4139000000.0,4139000000.0,113835000000.0,140474000000.0,43242000000.0,182211000000.0,19610000000.0,43242000000.0,1505000000.0,43242000000.0,132047000000.0,43167000000.0,-75000000.0,43242000000.0,-9339000000.0,-9339000000.0,2047000000.0,31754000000.0,22832000000.0,42000000.0,42000000.0,212717000000.0,115851000000.0,7176000000.0,1700000000.0,10637000000.0,9803000000.0,6432000000.0,4883000000.0,1549000000.0,89906000000.0,1101000000.0,88805000000.0,96866000000.0,14809000000.0,2404000000.0,2404000000.0,50568000000.0,404000000.0,50164000000.0,50164000000.0,0.0,2545000000.0,26540000000.0,935000000.0,935000000.0,25605000000.0,25605000000.0,255884000000.0,139408000000.0,11118000000.0,15552000000.0,15552000000.0,49903000000.0,2798000000.0,2798000000.0,2350000000.0,2350000000.0,60037000000.0,-36015000000.0,96052000000.0,3203000000.0,9520000000.0,71012000000.0,11946000000.0,371000000.0,0.0,116476000000.0,3780000000.0,97000000.0,14080000000.0,8083000000.0,5997000000.0,54449000000.0,54449000000.0,-360000000.0,54809000000.0,44070000000.0,18936000000.0,25134000000.0,9377000000.0,15757000000.0,2022-12-31,
4152852076.0,4152852076.0,117148000000.0,140691000000.0,42366000000.0,181658000000.0,19218000000.0,42366000000.0,1399000000.0,42366000000.0,133608000000.0,42197000000.0,-169000000.0,42366000000.0,-8788000000.0,-8788000000.0,2047000000.0,30270000000.0,22889000000.0,42000000.0,42000000.0,214603000000.0,118698000000.0,9139000000.0,,10733000000.0,9904000000.0,6383000000.0,4835000000.0,1548000000.0,92443000000.0,1201000000.0,91242000000.0,95905000000.0,15861000000.0,2582000000.0,2582000000.0,48248000000.0,198000000.0,48050000000.0,48050000000.0,,2248000000.0,26966000000.0,938000000.0,938000000.0,26028000000.0,26028000000.0,256800000000.0,141677000000.0,11595000000.0,15572000000.0,15572000000.0,51084000000.0,3448000000.0,3448000000.0,,,59978000000.0,,59978000000.0,,59978000000.0,,,,,115123000000.0,4128000000.0,,16212000000.0,9748000000.0,6464000000.0,55270000000.0,55270000000.0,-354000000.0,55624000000.0,39513000000.0,17369000000.0,22144000000.0,7233000000.0,14911000000.0,2023-03-31,
4155000000.0,4155000000.0,116830000000.0,144850000000.0,43677000000.0,186913000000.0,20697000000.0,43677000000.0,1614000000.0,43677000000.0,137572000000.0,43606000000.0,-71000000.0,43677000000.0,-8924000000.0,-8924000000.0,2047000000.0,31577000000.0,23029000000.0,42000000.0,42000000.0,222385000000.0,121370000000.0,8885000000.0,,10791000000.0,10008000000.0,6598000000.0,4877000000.0,1721000000.0,95096000000.0,1201000000.0,93895000000.0,101015000000.0,17427000000.0,2679000000.0,2679000000.0,49754000000.0,413000000.0,49341000000.0,49341000000.0,,2356000000.0,28799000000.0,1050000000.0,1050000000.0,27749000000.0,27749000000.0,265991000000.0,144279000000.0,12109000000.0,15860000000.0,15860000000.0,52567000000.0,3578000000.0,3578000000.0,,,60165000000.0,,60165000000.0,,60165000000.0,,,,,121712000000.0,4149000000.0,,17703000000.0,11378000000.0,6325000000.0,57039000000.0,57039000000.0,-361000000.0,57400000000.0,42821000000.0,16415000000.0,26406000000.0,11633000000.0,14773000000.0,2023-06-30,
4155000000.0,4155000000.0,116235000000.0,144542000000.0,44263000000.0,186925000000.0,21093000000.0,44263000000.0,1880000000.0,44263000000.0,138287000000.0,44276000000.0,13000000.0,44263000000.0,-8933000000.0,-8933000000.0,2047000000.0,32169000000.0,23032000000.0,42000000.0,42000000.0,223797000000.0,123529000000.0,9159000000.0,1500000000.0,10847000000.0,10022000000.0,6592000000.0,4938000000.0,1654000000.0,95431000000.0,1407000000.0,94024000000.0,100268000000.0,17239000000.0,2754000000.0,2754000000.0,49111000000.0,473000000.0,48638000000.0,48638000000.0,,2251000000.0,28913000000.0,1100000000.0,1100000000.0,27813000000.0,27813000000.0,268073000000.0,146712000000.0,12428000000.0,15662000000.0,15662000000.0,53434000000.0,4403000000.0,4403000000.0,,,60785000000.0,,60785000000.0,,60785000000.0,,,,,121361000000.0,4219000000.0,,18326000000.0,11918000000.0,6408000000.0,57701000000.0,57701000000.0,-406000000.0,58107000000.0,41115000000.0,14688000000.0,26427000000.0,10879000000.0,15548000000.0,2023-09-30,
3999960120.0,3999960120.0,124369000000.0,151107000000.0,42773000000.0,192004000000.0,19950000000.0,42773000000.0,1876000000.0,42773000000.0,142335000000.0,42798000000.0,25000000.0,42773000000.0,-9042000000.0,-9042000000.0,2384000000.0,31029000000.0,23128000000.0,42000000.0,42000000.0,230512000000.0,128981000000.0,9083000000.0,1300000000.0,11585000000.0,10748000000.0,6056000000.0,5051000000.0,1005000000.0,100957000000.0,1395000000.0,99562000000.0,101531000000.0,18832000000.0,2515000000.0,2515000000.0,50150000000.0,481000000.0,49669000000.0,49669000000.0,,2818000000.0,27216000000.0,1224000000.0,1224000000.0,25992000000.0,25992000000.0,273310000000.0,151829000000.0,11441000000.0,16985000000.0,16985000000.0,55650000000.0,5548000000.0,5548000000.0,,,62205000000.0,-37529000000.0,99734000000.0,5308000000.0,9564000000.0,71859000000.0,12636000000.0,367000000.0,0.0,121481000000.0,3633000000.0,,15651000000.0,9455000000.0,6196000000.0,62026000000.0,62026000000.0,-320000000.0,62346000000.0,40171000000.0,15309000000.0,24862000000.0,8625000000.0,16237000000.0,2023-12-31,0.0
3999960120.0,3999960120.0,129694000000.0,151423000000.0,42870000000.0,192285000000.0,17389000000.0,42870000000.0,2008000000.0,42870000000.0,142495000000.0,42897000000.0,27000000.0,42870000000.0,-8932000000.0,-8932000000.0,2384000000.0,31019000000.0,23125000000.0,42000000.0,42000000.0,231444000000.0,128238000000.0,9286000000.0,1000000000.0,11030000000.0,10009000000.0,5787000000.0,4898000000.0,889000000.0,101135000000.0,1510000000.0,99625000000.0,103206000000.0,18602000000.0,2868000000.0,2868000000.0,50288000000.0,498000000.0,49790000000.0,49790000000.0,,2779000000.0,28669000000.0,1285000000.0,1285000000.0,27384000000.0,27384000000.0,274341000000.0,153746000000.0,12066000000.0,16726000000.0,16726000000.0,56985000000.0,6336000000.0,6336000000.0,,,61633000000.0,,61633000000.0,,61633000000.0,,,,,120595000000.0,4202000000.0,,18632000000.0,12398000000.0,6234000000.0,63298000000.0,63298000000.0,-313000000.0,63611000000.0,34463000000.0,14742000000.0,19721000000.0,4078000000.0,15643000000.0,2024-03-31,
