free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-30475913.0,463432.0,0.0,-3194.0,483582.0,0.0,102766.0,30119362.0,-4115.0,-30012481.0,463432.0,463432.0,463432.0,463432.0,463432.0,,0.0,0.0,-3194.0,-3194.0,0.0,0.0,50.0,50.0,-3244.0,-3244.0,-30472719.0,-30472719.0,2023459.0,-26785.0,625028.0,-439381.0,1591421.0,1187302.0,118796.0,404119.0,404119.0,250188.0,22988.0,22988.0,-30058063.0,0.0,0.0,1451813.0,1451813.0,-3889928.0,2022-12-31
-968774.0,0.0,1021016.0,-896.0,23.0,0.0,40913.0,102766.0,-114095.0,52242.0,1021016.0,1021016.0,1021016.0,1021016.0,0.0,1021016.0,,,-896.0,-896.0,0.0,0.0,0.0,0.0,-896.0,-896.0,-967878.0,-967878.0,596249.0,-26786.0,0.0,101416.0,454461.0,448110.0,0.0,6351.0,6351.0,5368.0,61790.0,61790.0,-67640.0,358349.0,,1405601.0,1405601.0,-3260437.0,2023-03-31
392812.0,0.0,-345110.0,,-23.0,0.0,54359.0,40913.0,-34256.0,47702.0,-345110.0,-345110.0,-345110.0,-1021016.0,0.0,,,,896.0,896.0,,,0.0,0.0,896.0,896.0,391916.0,390916.0,2931963.0,-26786.0,616556.0,-18046.0,2371074.0,-448638.0,-528.0,2819712.0,2819712.0,11790.0,-22625.0,-22625.0,-71226.0,358350.0,,1390917.0,1390917.0,-4218088.0,2023-06-30
-190570.0,0.0,195070.0,,0.0,0.0,63735.0,54359.0,4876.0,4500.0,195070.0,195070.0,195070.0,0.0,0.0,,195070.0,195070.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-190570.0,-189570.0,1393371.0,-26785.0,1000.0,-7243.0,1383064.0,211359.0,211359.0,1171705.0,1171705.0,15443.0,27892.0,27892.0,-1000.0,358350.0,,1421355.0,1421355.0,-3362646.0,2023-09-30
-1262070.0,0.0,3768860.0,,0.0,0.0,359826.0,63735.0,109219.0,186872.0,1448942.0,3768860.0,3768860.0,4639836.0,,,-870976.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,-1262070.0,-1262070.0,3685117.0,-26786.0,-172351.0,-58525.0,3468867.0,7064734.0,172233.0,-3595867.0,-3595867.0,356563.0,117349.0,117349.0,67639.0,1018150.0,7510000.0,280604.0,280604.0,-13823580.0,2023-12-31
