treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_note_receivables,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date
,2527045.0,2527045.0,3652910.0,3755676.0,15843056.0,63171985.0,2875518.0,15843056.0,59416309.0,59416309.0,61816485.0,2400176.0,59416309.0,3622.0,3622.0,-208187210.0,267549357.0,50540.0,50540.0,0.0,17563768.0,0.0,17563768.0,625028.0,464286.0,464286.0,3755676.0,3755676.0,3755676.0,12718778.0,5111145.0,484172.0,7607633.0,7607633.0,79380253.0,58941017.0,13009686.0,2000000.0,250000.0,43573253.0,23982495.0,19590758.0,108078.0,-2059219.0,2167297.0,2167297.0,20439286.0,718550.0,0.0,19409323.0,208647.0,208647.0,,,102766.0,102766.0,102766.0,2022-12-31
,2527045.0,2527045.0,4735778.0,4776692.0,14207959.0,61176819.0,1321401.0,14207959.0,56400127.0,56400127.0,58732663.0,2332536.0,56400127.0,-110473.0,-110473.0,-211447647.0,267907707.0,50540.0,50540.0,0.0,19012459.0,0.0,19012459.0,625028.0,437500.0,437500.0,4776692.0,4776692.0,4776692.0,13173239.0,5559255.0,484172.0,7613984.0,7613984.0,77745122.0,57411262.0,12884686.0,2000000.0,250000.0,42192168.0,22601410.0,19590758.0,84408.0,-2083785.0,2168193.0,2168193.0,20333860.0,742134.0,0.0,19403955.0,146857.0,146857.0,-84520.0,231377.0,40914.0,40914.0,40914.0,2023-03-31
,2527045.0,2527045.0,4377223.0,4431582.0,11694952.0,56937714.0,-1253007.0,11694952.0,52506132.0,52506132.0,54766442.0,2260310.0,52506132.0,-144729.0,-144729.0,-215665735.0,268314069.0,2527.0,2527.0,0.0,21629193.0,0.0,21629193.0,1242584.0,410714.0,410714.0,4431582.0,4431582.0,4431582.0,15544313.0,7750021.0,483644.0,7794292.0,7794292.0,76395635.0,56019449.0,12884686.0,2000000.0,250000.0,40811180.0,21220422.0,19590758.0,73583.0,-2095070.0,2168653.0,2168653.0,20376186.0,760180.0,0.0,19392165.0,169482.0,169482.0,-84520.0,254002.0,54359.0,54359.0,54359.0,2023-06-30
0.0,2527045.0,2527045.0,4562917.0,4626652.0,10067239.0,54133364.0,-2831072.0,10067239.0,49506712.0,49506712.0,51767022.0,2260310.0,49506712.0,-139853.0,-139853.0,-219028381.0,268672419.0,2527.0,2527.0,0.0,23180542.0,0.0,23180542.0,1242584.0,383929.0,383929.0,4626652.0,4626652.0,4626652.0,16927377.0,9111064.0,695003.0,7816313.0,7816313.0,74947564.0,54598094.0,12884686.0,2000000.0,250000.0,39439473.0,19848715.0,19590758.0,23935.0,-2144563.0,2168498.0,2168498.0,20349470.0,767423.0,0.0,19376722.0,141590.0,141590.0,-84520.0,226110.0,63735.0,63735.0,63735.0,2023-09-30
,2874307.0,2874307.0,5715768.0,6075594.0,4426848.0,41864671.0,-7669040.0,4426848.0,35789077.0,35789077.0,38049387.0,2260310.0,35789077.0,-144729.0,-144729.0,-233759640.0,269690569.0,2877.0,2877.0,0.0,27899214.0,0.0,27899214.0,1070233.0,357143.0,357143.0,6075594.0,6075594.0,6075594.0,20396244.0,12386710.0,867236.0,8009534.0,8009534.0,65948601.0,46518224.0,12884686.0,2000000.0,250000.0,31362229.0,18481671.0,12880558.0,21309.0,-2145988.0,2167297.0,2167297.0,20230174.0,825948.0,0.0,19020159.0,24241.0,24241.0,,,359826.0,359826.0,359826.0,2023-12-31
