tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
3150000.0,0.21,470000000.0,15000000.0,15000000.0,-545000000.0,502000000.0,18124000000.0,485000000.0,-17000000.0,-632000000.0,632000000.0,-556850000.0,-545000000.0,20348000000.0,-353000000.0,598900000.0,598113208.0,-1.06,-1.06,-634000000.0,-634000000.0,-545000000.0,29000000.0,-663000000.0,-663000000.0,14000000.0,-649000000.0,351000000.0,336000000.0,4000000.0,4000000.0,11000000.0,-632000000.0,632000000.0,-368000000.0,2224000000.0,794000000.0,1430000000.0,1430000000.0,1430000000.0,1856000000.0,18124000000.0,19980000000.0,19980000000.0,2022-12-31
-3861000.0,0.143,637000000.0,-27000000.0,-27000000.0,-414000000.0,457000000.0,15998000000.0,610000000.0,153000000.0,-649000000.0,649000000.0,-390861000.0,-414000000.0,18043000000.0,-149000000.0,602500000.0,600000000.0,-0.69,-0.69,-414000000.0,-414000000.0,-414000000.0,11000000.0,-425000000.0,-425000000.0,-71000000.0,-496000000.0,275000000.0,302000000.0,,,-27000000.0,-649000000.0,649000000.0,-122000000.0,2045000000.0,741000000.0,1304000000.0,1304000000.0,1304000000.0,1923000000.0,15998000000.0,17921000000.0,17921000000.0,2023-03-31
9450000.0,0.21,632000000.0,45000000.0,45000000.0,-149000000.0,456000000.0,17812000000.0,677000000.0,221000000.0,-621000000.0,621000000.0,-184550000.0,-149000000.0,19895000000.0,-99000000.0,605500000.0,605500000.0,-0.25,-0.25,-149000000.0,-149000000.0,-149000000.0,,-149000000.0,-149000000.0,-251000000.0,-400000000.0,365000000.0,320000000.0,1000000.0,1000000.0,44000000.0,-621000000.0,621000000.0,-144000000.0,2083000000.0,797000000.0,1286000000.0,1286000000.0,1286000000.0,1939000000.0,17812000000.0,19751000000.0,19751000000.0,2023-06-30
5880000.0,0.21,-72000000.0,28000000.0,28000000.0,-1636000000.0,467000000.0,16939000000.0,-44000000.0,-511000000.0,-589000000.0,589000000.0,-1658120000.0,-1636000000.0,18940000000.0,-808000000.0,607200000.0,605925926.0,-2.7,-2.7,-1636000000.0,-1636000000.0,-1636000000.0,2000000.0,-1638000000.0,-1638000000.0,538000000.0,-1100000000.0,325000000.0,297000000.0,,,28000000.0,-589000000.0,589000000.0,-836000000.0,2001000000.0,958000000.0,1043000000.0,1043000000.0,1043000000.0,1165000000.0,16939000000.0,18104000000.0,18104000000.0,2023-09-30
420000.0,0.21,1070000000.0,2000000.0,2000000.0,-23000000.0,481000000.0,19321000000.0,1072000000.0,591000000.0,-600000000.0,600000000.0,-24580000.0,-23000000.0,21737000000.0,283000000.0,609500000.0,575000000.0,-0.04,-0.04,-23000000.0,-23000000.0,-23000000.0,7000000.0,-30000000.0,-30000000.0,21000000.0,-9000000.0,310000000.0,308000000.0,1000000.0,1000000.0,1000000.0,-600000000.0,600000000.0,281000000.0,2416000000.0,881000000.0,1535000000.0,1535000000.0,1535000000.0,2697000000.0,19321000000.0,22018000000.0,22018000000.0,2023-12-31
4087000.0,0.061,566000000.0,67000000.0,67000000.0,-343000000.0,442000000.0,14693000000.0,633000000.0,191000000.0,-569000000.0,569000000.0,-405913000.0,-343000000.0,16722000000.0,-86000000.0,612900000.0,612900000.0,-0.56,-0.56,-343000000.0,-343000000.0,-343000000.0,12000000.0,-355000000.0,-355000000.0,-23000000.0,-378000000.0,344000000.0,277000000.0,,,67000000.0,-569000000.0,569000000.0,-153000000.0,2029000000.0,868000000.0,1161000000.0,1161000000.0,1161000000.0,1876000000.0,14693000000.0,16569000000.0,16569000000.0,2024-03-31
