treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_properties
414671383.0,597589776.0,1012261159.0,42181000000.0,57277000000.0,-26251000000.0,40912000000.0,19471000000.0,-26251000000.0,482000000.0,-15883000000.0,35787000000.0,-15848000000.0,35000000.0,-15883000000.0,-9550000000.0,-24000000.0,-167000000.0,-9359000000.0,50814000000.0,29473000000.0,9947000000.0,5061000000.0,5061000000.0,152948000000.0,62896000000.0,2211000000.0,8644000000.0,8644000000.0,230000000.0,230000000.0,51811000000.0,141000000.0,51670000000.0,90052000000.0,4060000000.0,53081000000.0,53081000000.0,5466000000.0,341000000.0,5125000000.0,5125000000.0,6845000000.0,20600000000.0,10400000000.0,599000000.0,10200000000.0,10200000000.0,137100000000.0,27577000000.0,4163000000.0,63000000.0,63000000.0,1450000000.0,983000000.0,10368000000.0,2311000000.0,8057000000.0,10550000000.0,-21442000000.0,31992000000.0,1368000000.0,15844000000.0,14404000000.0,376000000.0,0.0,109523000000.0,2847000000.0,78151000000.0,67702000000.0,9073000000.0,1376000000.0,11305000000.0,-116000000.0,8793000000.0,2628000000.0,,,17220000000.0,2606000000.0,14614000000.0,2022-12-31,
410984640.0,601276519.0,1012261159.0,44579000000.0,55391000000.0,-25825000000.0,39883000000.0,15301000000.0,-25825000000.0,,-15508000000.0,31957000000.0,-15484000000.0,24000000.0,-15508000000.0,-9550000000.0,-9550000000.0,,,50376000000.0,29059000000.0,10298000000.0,5061000000.0,5061000000.0,151831000000.0,58321000000.0,2198000000.0,8464000000.0,8464000000.0,194000000.0,194000000.0,47465000000.0,,47465000000.0,93510000000.0,,54498000000.0,54498000000.0,7926000000.0,,7926000000.0,,,31086000000.0,20812000000.0,,10274000000.0,10274000000.0,136347000000.0,27536000000.0,4320000000.0,65000000.0,65000000.0,1372000000.0,969000000.0,10317000000.0,2254000000.0,8063000000.0,10493000000.0,-21692000000.0,32185000000.0,,,,,,108811000000.0,2857000000.0,78503000000.0,68051000000.0,9230000000.0,1222000000.0,12684000000.0,,9822000000.0,2862000000.0,,,14767000000.0,3955000000.0,10812000000.0,2023-03-31,
409375415.0,602885744.0,1012261159.0,45014000000.0,52268000000.0,-25772000000.0,36751000000.0,15336000000.0,-25772000000.0,,-15517000000.0,32142000000.0,-15493000000.0,24000000.0,-15517000000.0,-9617000000.0,-9617000000.0,,,50181000000.0,28910000000.0,10310000000.0,5061000000.0,5061000000.0,150267000000.0,58191000000.0,2158000000.0,8279000000.0,8279000000.0,95000000.0,95000000.0,47659000000.0,,47659000000.0,92076000000.0,,55310000000.0,55310000000.0,4609000000.0,,4609000000.0,,,32157000000.0,21221000000.0,,10936000000.0,10936000000.0,134774000000.0,27362000000.0,4456000000.0,66000000.0,66000000.0,1105000000.0,1025000000.0,10255000000.0,2194000000.0,8061000000.0,10455000000.0,-21895000000.0,32350000000.0,,,,,,107412000000.0,2941000000.0,78322000000.0,67850000000.0,9440000000.0,1032000000.0,12387000000.0,,9442000000.0,2945000000.0,-95000000.0,3040000000.0,13762000000.0,6508000000.0,7254000000.0,2023-06-30,
407648773.0,604612386.0,1012261159.0,45461000000.0,52272000000.0,-26941000000.0,35543000000.0,13873000000.0,-26941000000.0,,-16729000000.0,30652000000.0,-16717000000.0,12000000.0,-16729000000.0,-9708000000.0,-9708000000.0,,,49972000000.0,27274000000.0,10616000000.0,5061000000.0,5061000000.0,150998000000.0,57936000000.0,2239000000.0,8098000000.0,8098000000.0,218000000.0,218000000.0,47381000000.0,,47381000000.0,93062000000.0,,55924000000.0,55924000000.0,4891000000.0,,4891000000.0,,,32247000000.0,21104000000.0,,11143000000.0,11143000000.0,134281000000.0,27346000000.0,4562000000.0,64000000.0,64000000.0,963000000.0,1061000000.0,10212000000.0,2143000000.0,8069000000.0,10484000000.0,-22085000000.0,32569000000.0,,,,,,106935000000.0,2287000000.0,78972000000.0,68551000000.0,9294000000.0,1127000000.0,12304000000.0,,9272000000.0,3032000000.0,-93000000.0,3125000000.0,13372000000.0,6561000000.0,6811000000.0,2023-09-30,
402746136.0,609515023.0,1012261159.0,39363000000.0,52603000000.0,-27420000000.0,34821000000.0,13448000000.0,-27420000000.0,549000000.0,-17233000000.0,29694000000.0,-17228000000.0,5000000.0,-17233000000.0,-10305000000.0,14000000.0,-134000000.0,-10185000000.0,49549000000.0,27251000000.0,10309000000.0,5061000000.0,5061000000.0,154240000000.0,58413000000.0,2332000000.0,8749000000.0,8749000000.0,229000000.0,229000000.0,47103000000.0,176000000.0,46927000000.0,95827000000.0,4699000000.0,56328000000.0,56328000000.0,5500000000.0,373000000.0,5127000000.0,5127000000.0,7194000000.0,22106000000.0,10142000000.0,652000000.0,11964000000.0,11964000000.0,137012000000.0,27737000000.0,4935000000.0,59000000.0,59000000.0,,1035000000.0,10187000000.0,2094000000.0,8093000000.0,11521000000.0,-22245000000.0,33766000000.0,1679000000.0,16055000000.0,14795000000.0,377000000.0,0.0,109275000000.0,2504000000.0,79741000000.0,68683000000.0,,11058000000.0,11065000000.0,-89000000.0,8441000000.0,2713000000.0,,,15965000000.0,3274000000.0,12691000000.0,2023-12-31,860000000.0
398878880.0,613382279.0,1012261159.0,41026000000.0,47940000000.0,-27132000000.0,30931000000.0,13274000000.0,-27132000000.0,,-17009000000.0,29868000000.0,-17016000000.0,-7000000.0,-17009000000.0,-10412000000.0,-10412000000.0,,,49105000000.0,26908000000.0,10539000000.0,5061000000.0,5061000000.0,151500000000.0,58242000000.0,2546000000.0,8596000000.0,8596000000.0,223000000.0,223000000.0,46877000000.0,,46877000000.0,93258000000.0,,58972000000.0,58972000000.0,1063000000.0,,1063000000.0,,,33223000000.0,21607000000.0,,11616000000.0,11616000000.0,134484000000.0,27952000000.0,5190000000.0,68000000.0,68000000.0,,1042000000.0,10123000000.0,2034000000.0,8089000000.0,11529000000.0,-22414000000.0,33943000000.0,,,,,,106532000000.0,2843000000.0,83471000000.0,72505000000.0,,10966000000.0,12689000000.0,,9730000000.0,2959000000.0,-102000000.0,3061000000.0,7529000000.0,615000000.0,6914000000.0,2024-03-31,33943000000.0
