free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
271615000.0,-274999000.0,-599246000.0,575087000.0,-32028000.0,95966000.0,122136000.0,5657000.0,-31827000.0,-285433000.0,-285433000.0,-31000.0,13756000.0,-274999000.0,-274999000.0,-24159000.0,,,,1923239000.0,,575087000.0,-50037000.0,-50037000.0,-5809000.0,-12363000.0,-12363000.0,-31865000.0,163000.0,-32028000.0,303643000.0,303643000.0,-27644000.0,-1754000.0,6106000.0,11274000.0,-5168000.0,12788000.0,-17956000.0,-17956000.0,35182000.0,-67178000.0,-67178000.0,5730000.0,31398000.0,31398000.0,28325000.0,28325000.0,16542000.0,16542000.0,11783000.0,265834000.0,2022-12-31
130066000.0,-249999000.0,-503516000.0,605018000.0,-23196000.0,89085000.0,95966000.0,-122000.0,-6759000.0,-137635000.0,-137635000.0,-611000.0,11473000.0,-249999000.0,-249999000.0,101502000.0,101502000.0,-503516000.0,605018000.0,,,,-22386000.0,-22386000.0,1423000.0,-613000.0,-613000.0,-23196000.0,,-23196000.0,153262000.0,153262000.0,-69595000.0,-3720000.0,-153543000.0,-77850000.0,-75693000.0,-71941000.0,-3752000.0,-3752000.0,15559000.0,72109000.0,72109000.0,4027000.0,602000.0,602000.0,29802000.0,29802000.0,17779000.0,17779000.0,12023000.0,188426000.0,2023-03-31
238060000.0,-250000000.0,-455215000.0,475903000.0,-28751000.0,83574000.0,89085000.0,-1983000.0,-3528000.0,-227427000.0,-227427000.0,-5729000.0,7614000.0,-250000000.0,-250000000.0,20688000.0,,,,,,,-42912000.0,-42912000.0,-14573000.0,0.0,0.0,-28339000.0,,-28751000.0,266811000.0,266811000.0,20821000.0,7777000.0,-7494000.0,-19729000.0,12235000.0,-4766000.0,17001000.0,17001000.0,32187000.0,-11649000.0,-11649000.0,4195000.0,-2368000.0,-2368000.0,30236000.0,30236000.0,18042000.0,18042000.0,12194000.0,213927000.0,2023-06-30
243336000.0,-223999000.0,-508497000.0,489052000.0,-20960000.0,69675000.0,83574000.0,-1750000.0,-12149000.0,-245550000.0,-245550000.0,-2253000.0,147000.0,-223999000.0,-223999000.0,-19445000.0,,,,-19445000.0,-508497000.0,489052000.0,-30895000.0,-30895000.0,-10191000.0,0.0,0.0,-20704000.0,256000.0,-20960000.0,264296000.0,264296000.0,30623000.0,10622000.0,6820000.0,-2802000.0,9622000.0,6145000.0,3477000.0,3477000.0,11663000.0,1518000.0,1518000.0,4228000.0,-2689000.0,-2689000.0,30503000.0,30503000.0,18314000.0,18314000.0,12189000.0,201631000.0,2023-09-30
249089000.0,-176002000.0,-629795000.0,556824000.0,-32416000.0,69807000.0,69675000.0,3101000.0,-2969000.0,-248973000.0,-248973000.0,0.0,0.0,-176002000.0,-176002000.0,-72971000.0,,,,-72971000.0,-629795000.0,556824000.0,-35501000.0,-35501000.0,1946000.0,-5198000.0,-5198000.0,-32249000.0,167000.0,-32416000.0,281505000.0,281505000.0,69528000.0,5987000.0,63611000.0,38069000.0,25542000.0,30008000.0,-4466000.0,-4466000.0,11612000.0,-11682000.0,-11682000.0,5478000.0,-8918000.0,-8918000.0,30623000.0,30623000.0,18078000.0,18078000.0,12545000.0,184794000.0,2023-12-31
