tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-319194.065486,0.182084,371897000.0,-1753000.0,-1753000.0,265834000.0,28325000.0,413762000.0,370144000.0,341819000.0,-16805000.0,16805000.0,267267805.934514,265834000.0,715615000.0,22407796.0,22209188.0,11.86,11.97,265834000.0,265834000.0,265834000.0,265834000.0,265834000.0,59180000.0,325014000.0,-251000.0,1502000.0,-1753000.0,1753000.0,-16805000.0,16805000.0,342070000.0,290070000.0,16542000.0,16542000.0,16542000.0,16542000.0,45942000.0,227586000.0,632140000.0,425545000.0,1057685000.0,1057685000.0,2022-12-31
-722306.0,0.169,278870000.0,-4274000.0,-4274000.0,188426000.0,29802000.0,370149000.0,274596000.0,244794000.0,-18184000.0,18184000.0,191977694.0,188426000.0,680066000.0,22253435.0,22083456.0,8.47,8.53,188426000.0,188426000.0,188426000.0,188426000.0,188426000.0,38184000.0,226610000.0,-3878000.0,396000.0,-4274000.0,4274000.0,-18184000.0,18184000.0,248672000.0,297894000.0,17779000.0,17779000.0,17779000.0,17779000.0,45477000.0,234638000.0,546566000.0,382172000.0,928738000.0,928738000.0,2023-03-31
-1507948.0,0.188,320909000.0,-8021000.0,-8021000.0,213927000.0,30236000.0,386380000.0,312888000.0,282652000.0,-19249000.0,19249000.0,220440052.0,213927000.0,692455000.0,22080602.0,21944645.0,9.69,9.75,213927000.0,213927000.0,213927000.0,213927000.0,213927000.0,49476000.0,263403000.0,-7010000.0,1011000.0,-8021000.0,8021000.0,-19249000.0,19249000.0,289662000.0,293881000.0,18042000.0,18042000.0,18042000.0,18042000.0,47245000.0,228594000.0,583543000.0,398574000.0,982117000.0,982117000.0,2023-06-30
-1454845.0,0.197,309325000.0,-7385000.0,-7385000.0,201631000.0,30503000.0,370734000.0,301940000.0,271437000.0,-20278000.0,20278000.0,207561155.0,201631000.0,664811000.0,21886482.0,21776944.0,9.21,9.26,201631000.0,201631000.0,201631000.0,201631000.0,201631000.0,49528000.0,251159000.0,-6214000.0,1171000.0,-7385000.0,7385000.0,-20278000.0,20278000.0,277651000.0,281888000.0,18314000.0,18314000.0,18314000.0,18314000.0,46127000.0,217447000.0,559539000.0,382923000.0,942462000.0,942462000.0,2023-09-30
-2681216.180189,0.205378,295889000.0,-13055000.0,-13055000.0,184794000.0,30623000.0,370809000.0,282834000.0,252211000.0,-19655000.0,19655000.0,195167783.819811,184794000.0,671294000.0,,,,,184794000.0,184794000.0,184794000.0,184794000.0,184794000.0,47762000.0,232556000.0,-11487000.0,1568000.0,-13055000.0,13055000.0,-19655000.0,19655000.0,263698000.0,287940000.0,18078000.0,18078000.0,18078000.0,18078000.0,46435000.0,223427000.0,551638000.0,383354000.0,934992000.0,934992000.0,2023-12-31
