treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
22647002.0,22139009.0,44786011.0,1918568000.0,2014534000.0,-941431000.0,2039327000.0,227358000.0,-941431000.0,24793000.0,1933273000.0,24793000.0,24793000.0,-227233000.0,4256000.0,-82864000.0,-148625000.0,7325656000.0,6726866000.0,850368000.0,448000.0,448000.0,0.0,3467602000.0,2319871000.0,300031000.0,111360000.0,111360000.0,1908480000.0,1908480000.0,1147731000.0,192759000.0,192759000.0,106054000.0,106054000.0,200031000.0,648887000.0,205253000.0,443634000.0,191096000.0,252538000.0,3492395000.0,2117306000.0,345402000.0,27080000.0,27080000.0,966224000.0,306054000.0,660170000.0,778600000.0,-656279000.0,1434879000.0,1001409000.0,372398000.0,61072000.0,0.0,1375089000.0,128108000.0,441694000.0,141676000.0,77848000.0,222170000.0,709321000.0,709321000.0,-22427000.0,731748000.0,95966000.0,95966000.0,2022-12-31
22765781.0,22020230.0,44786011.0,2033825000.0,2122910000.0,-986345000.0,2098441000.0,282518000.0,-986345000.0,-24469000.0,1991310000.0,-24469000.0,-24469000.0,-228516000.0,3016000.0,-83757000.0,-147775000.0,7564841000.0,6912767000.0,855673000.0,448000.0,448000.0,0.0,3434376000.0,2430127000.0,300951000.0,113397000.0,113397000.0,2015779000.0,2015779000.0,1004249000.0,211302000.0,211302000.0,107131000.0,107131000.0,131189000.0,554627000.0,189324000.0,365303000.0,188570000.0,176733000.0,3409907000.0,2123140000.0,353135000.0,28116000.0,28116000.0,961876000.0,300134000.0,661742000.0,780013000.0,,,,,,,1286767000.0,130083000.0,427549000.0,133365000.0,78650000.0,215534000.0,640050000.0,640050000.0,-21448000.0,661498000.0,89085000.0,89085000.0,2023-03-31
22921193.0,21864818.0,44786011.0,2069253000.0,2152827000.0,-1049399000.0,2063122000.0,238503000.0,-1049399000.0,-89705000.0,1955757000.0,-89705000.0,-89705000.0,-267216000.0,2860000.0,-120674000.0,-149402000.0,7811028000.0,7126687000.0,861404000.0,448000.0,448000.0,0.0,3460100000.0,2452097000.0,290626000.0,116009000.0,116009000.0,2045462000.0,2045462000.0,1008003000.0,204549000.0,204549000.0,107365000.0,107365000.0,139614000.0,556475000.0,177590000.0,378885000.0,208655000.0,170230000.0,3370395000.0,2123889000.0,355636000.0,27836000.0,27836000.0,959694000.0,294594000.0,665100000.0,780723000.0,,,,,,,1246506000.0,119971000.0,394959000.0,120930000.0,74800000.0,199229000.0,648002000.0,648002000.0,-20472000.0,668474000.0,83574000.0,83574000.0,2023-06-30
23102209.0,21683802.0,44786011.0,2038809000.0,2108484000.0,-1053707000.0,2002612000.0,126489000.0,-1053707000.0,-105872000.0,1823529000.0,-105872000.0,-105872000.0,-263153000.0,1270000.0,-119604000.0,-144819000.0,8037091000.0,7328292000.0,865632000.0,448000.0,448000.0,0.0,3394602000.0,2324179000.0,282569000.0,112209000.0,112209000.0,1929401000.0,1929401000.0,1070423000.0,190784000.0,190784000.0,179083000.0,179083000.0,144871000.0,555685000.0,172871000.0,382814000.0,208844000.0,173970000.0,3288730000.0,2091818000.0,353087000.0,27687000.0,27687000.0,947835000.0,287197000.0,660638000.0,763209000.0,,,,,,,1196912000.0,116311000.0,375959000.0,118890000.0,73605000.0,183464000.0,634967000.0,634967000.0,-19411000.0,654378000.0,69675000.0,69675000.0,2023-09-30
23259839.0,21526172.0,44786011.0,2011032000.0,2080839000.0,-1105475000.0,1930901000.0,49121000.0,-1105475000.0,-149938000.0,1738682000.0,-149938000.0,-149938000.0,-319815000.0,-319815000.0,,,8212437000.0,7510756000.0,871110000.0,448000.0,448000.0,0.0,3505493000.0,2324411000.0,327112000.0,108679000.0,108679000.0,1888620000.0,1888620000.0,1181082000.0,202022000.0,202022000.0,192219000.0,192219000.0,160308000.0,626533000.0,196138000.0,430395000.0,219984000.0,210411000.0,3355555000.0,2125352000.0,335242000.0,31199000.0,31199000.0,955537000.0,285429000.0,670108000.0,803374000.0,-703834000.0,1507208000.0,1034502000.0,407836000.0,64870000.0,0.0,1230203000.0,110638000.0,385865000.0,124332000.0,81181000.0,180352000.0,663893000.0,663893000.0,-20103000.0,683996000.0,69807000.0,69807000.0,2023-12-31
