treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
130224082.0,1954353892.0,2084577974.0,12264378000.0,43009957000.0,54480258000.0,39619886000.0,43009957000.0,2642821000.0,44858701000.0,54089508000.0,45186307000.0,327606000.0,44858701000.0,-194110000.0,,84000.0,-8817850000.0,53869322000.0,1423000.0,1423000.0,41351644000.0,13979043000.0,2142462000.0,659407000.0,581598000.0,77809000.0,11177174000.0,1946367000.0,9230807000.0,27372601000.0,32013000.0,579734000.0,579734000.0,1087204000.0,696454000.0,390750000.0,390750000.0,25673650000.0,639892000.0,25033758000.0,9170565000.0,7190000.0,445853000.0,15410150000.0,86537951000.0,19545464000.0,9942000.0,1319816000.0,74767000.0,74767000.0,449787000.0,1484491000.0,1484491000.0,758468000.0,726023000.0,1848744000.0,1843260000.0,5484000.0,14357917000.0,-2183761000.0,16541678000.0,1070995000.0,3390445000.0,5876763000.0,3842016000.0,2361459000.0,0.0,66992487000.0,,1940142000.0,1689860000.0,6804693000.0,,3477457000.0,3327236000.0,48381000.0,48381000.0,-327000.0,48708000.0,56509411000.0,18031395000.0,38478016000.0,2022-12-31
124879488.0,1959698486.0,2084577974.0,12085438000.0,45453707000.0,55643759000.0,39309024000.0,45453707000.0,2741544000.0,46299865000.0,54815891000.0,46631640000.0,331775000.0,46299865000.0,-166503000.0,-166503000.0,80000.0,-7888182000.0,54353207000.0,1423000.0,1423000.0,47380792000.0,13622800000.0,2474482000.0,644698000.0,583025000.0,61673000.0,10503620000.0,1987594000.0,8516026000.0,33757992000.0,38832000.0,555910000.0,555910000.0,1581818000.0,753950000.0,827868000.0,827868000.0,31581432000.0,664934000.0,30916498000.0,13496027000.0,7846000.0,462268000.0,16950357000.0,94012432000.0,20945416000.0,5192000.0,1137669000.0,19704000.0,19704000.0,500018000.0,1478869000.0,1478869000.0,756216000.0,722653000.0,846158000.0,840674000.0,5484000.0,16957806000.0,-2440329000.0,19398135000.0,1165270000.0,3646528000.0,7684545000.0,4472541000.0,2429251000.0,0.0,73067016000.0,1753640000.0,1659887000.0,,6262437000.0,-392942000.0,3960201000.0,2695178000.0,54033000.0,54033000.0,-281000.0,54314000.0,63337019000.0,19712197000.0,43624822000.0,2023-03-31
117593980.0,1966983994.0,2084577974.0,10734891000.0,48049265000.0,56688458000.0,35851150000.0,48049265000.0,2941190000.0,48894757000.0,50344304000.0,49243477000.0,348720000.0,48894757000.0,-287312000.0,-287312000.0,76000.0,-5595029000.0,54775751000.0,1423000.0,1423000.0,53880440000.0,7134762000.0,2924365000.0,633155000.0,587643000.0,45512000.0,3577242000.0,2127695000.0,1449547000.0,46745678000.0,60692000.0,1125700000.0,1125700000.0,7157649000.0,813495000.0,6344154000.0,6344154000.0,38401637000.0,496368000.0,37905269000.0,12258730000.0,6741000.0,939985000.0,24699813000.0,103123917000.0,20527089000.0,3960000.0,1229282000.0,0.0,0.0,121268000.0,777446000.0,777446000.0,51655000.0,725791000.0,845492000.0,840008000.0,5484000.0,17549641000.0,-2724170000.0,20273811000.0,1270457000.0,4006432000.0,7130817000.0,5442947000.0,2423158000.0,0.0,82596828000.0,3084491000.0,1514643000.0,,5659293000.0,-43097000.0,3540968000.0,2161422000.0,84394000.0,84394000.0,-449000.0,84843000.0,72254007000.0,11513001000.0,60741006000.0,2023-06-30
117593980.0,2004426288.0,2122020268.0,11457107000.0,52764569000.0,61515180000.0,39986645000.0,52764569000.0,3553492000.0,53611565000.0,55205685000.0,53949928000.0,338363000.0,53611565000.0,,,,,,,,66185699000.0,8437714000.0,3459513000.0,789283000.0,747201000.0,42082000.0,4188918000.0,2594798000.0,1594120000.0,57747985000.0,,1245519000.0,1245519000.0,7268189000.0,958694000.0,6309495000.0,6309495000.0,49234277000.0,8663890000.0,40570387000.0,,9354000.0,,40561033000.0,120135627000.0,22400997000.0,2323638000.0,,0.0,0.0,,1140764000.0,,,,846996000.0,841512000.0,5484000.0,18089599000.0,,18089599000.0,,,18089599000.0,,,,97734630000.0,3503577000.0,696226000.0,,6026648000.0,,,,86764000.0,86764000.0,,,87421415000.0,14428431000.0,72992984000.0,2023-09-30
136357338.0,1985662930.0,2122020268.0,13546867000.0,58023409000.0,68865093000.0,41782875000.0,58023409000.0,4824398000.0,60142624000.0,61889694000.0,60575222000.0,432598000.0,60142624000.0,219709000.0,219709000.0,90000.0,2441698000.0,57479857000.0,1450000.0,1450000.0,82892249000.0,10149540000.0,3711414000.0,1013095000.0,812218000.0,200877000.0,5425031000.0,3677961000.0,1747070000.0,72742709000.0,67035000.0,1607468000.0,1607468000.0,8121836000.0,1146437000.0,6975399000.0,6975399000.0,62946370000.0,837477000.0,62108893000.0,25601269000.0,10607000.0,1657471000.0,34839546000.0,143467471000.0,28941887000.0,2802354000.0,,1990245000.0,1990245000.0,,1595376000.0,1595376000.0,409645000.0,1185731000.0,2119215000.0,2113731000.0,5484000.0,20434697000.0,-3690723000.0,24125420000.0,1997932000.0,4583131000.0,8072293000.0,6746442000.0,2725622000.0,0.0,114525584000.0,4247318000.0,479000.0,,6871979000.0,-68906000.0,4419180000.0,2521705000.0,143523000.0,143523000.0,-285000.0,143808000.0,103262285000.0,11933255000.0,91329030000.0,2023-12-31
