free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
3257329000.0,-511268000.0,763548000.0,-3141000.0,-1668021000.0,,40418158000.0,40569744000.0,-19686000.0,-131900000.0,251024000.0,251024000.0,837000.0,1048000.0,-3141000.0,-3141000.0,252280000.0,252280000.0,-511268000.0,763548000.0,-5308274000.0,-5308274000.0,-3646115000.0,10451005000.0,-14097120000.0,2094000.0,0.0,-1664253000.0,3768000.0,-1668021000.0,4925350000.0,4925350000.0,3263347000.0,21664000.0,556890000.0,-545865000.0,5187133000.0,222387000.0,4964746000.0,4964864000.0,-183912000.0,-1757397000.0,-15166000.0,-15166000.0,9417000.0,702301000.0,17857000.0,-12463000.0,324533000.0,-67282000.0,-67282000.0,428584000.0,428584000.0,5515000.0,5515000.0,423069000.0,-6246000.0,2992000.0,-11270000.0,2032000.0,265302000.0,2022-12-31
6702071000.0,-453447000.0,257164000.0,,-1078295000.0,12527000.0,45284709000.0,40418158000.0,-25241000.0,4891792000.0,-195821000.0,-195821000.0,-2447000.0,2909000.0,,,-196283000.0,-196283000.0,-453447000.0,257164000.0,-2692753000.0,-2692753000.0,-1614499000.0,12295501000.0,-13910000000.0,,,-1078254000.0,41000.0,-1078295000.0,7780366000.0,7780366000.0,6119197000.0,-11897000.0,414534000.0,47393000.0,5532533000.0,208530000.0,5324003000.0,5323346000.0,36797000.0,105443000.0,-5606000.0,-5606000.0,14877000.0,480229000.0,-93153000.0,951000.0,,38928000.0,38928000.0,358500000.0,358500000.0,5681000.0,5681000.0,352819000.0,-73000000.0,708000.0,-1007000.0,-72701000.0,933837000.0,2023-03-31
9621366000.0,-2197784000.0,342223000.0,,-1491029000.0,15032000.0,62255649000.0,45284709000.0,138186000.0,16832754000.0,-1853582000.0,-1853582000.0,0.0,1979000.0,,,-1855561000.0,-1855561000.0,-2197784000.0,342223000.0,7573941000.0,7573941000.0,8915537000.0,12020000000.0,-3104463000.0,,,-1341596000.0,149433000.0,-1491029000.0,11112395000.0,11112395000.0,8051513000.0,574408000.0,671912000.0,67395000.0,7698940000.0,1644614000.0,6054326000.0,6055432000.0,-1284417000.0,353804000.0,-30529000.0,-30529000.0,-6625000.0,417441000.0,17721000.0,1329000.0,,3543000.0,3543000.0,413667000.0,413667000.0,,,,10687000.0,900000.0,1957000.0,7830000.0,2310098000.0,2023-06-30
14506532000.0,,,,,,73689210000.0,62255649000.0,-20252000.0,11453813000.0,1371433000.0,,,,,,,,,,-4424152000.0,,,,,,,,,,14506532000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30
-30785782669.0,,,,,,91329509.0,73689210000.0,-92648487.0,-33127492162.0,678155385.0,,,,,,,,,,-457048068.0,,,,,,,,,,-33348599479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-31
