tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.25,635443000.0,256938000.0,428584000.0,13740887000.0,635443000.0,206859000.0,217379000.0,38393000.0,255772000.0,256938000.0,256938000.0,17783493000.0,192849000.0,-133619000.0,1045583572.0,976970967.0,0.26,0.26,256938000.0,256938000.0,256938000.0,-8364000.0,265302000.0,265302000.0,-96836000.0,168466000.0,84706000.0,84706000.0,217379000.0,38393000.0,255772000.0,-133619000.0,3699950000.0,,-12463000.0,85928000.0,85928000.0,2070091000.0,1556394000.0,363906000.0,1192488000.0,182347000.0,192849000.0,817292000.0,3566331000.0,14083543000.0,17649874000.0,17268330000.0,2022-12-31
0.0,0.040037,1363722000.0,929668000.0,358500000.0,14956947000.0,1363722000.0,1005222000.0,386093000.0,32438000.0,418531000.0,929668000.0,929668000.0,18381850000.0,,405203000.0,1052402048.0,979166653.0,0.9,0.94,929668000.0,929668000.0,929668000.0,-4169000.0,933837000.0,933837000.0,38947000.0,972784000.0,181488000.0,181488000.0,386093000.0,32438000.0,418531000.0,405203000.0,3424903000.0,-72701000.0,,,,1852297000.0,1645307000.0,,,,,,3830106000.0,14956947000.0,18787053000.0,18327316000.0,2023-03-31
0.0,0.017808,2794090000.0,2293153000.0,413667000.0,22417449000.0,2794090000.0,2380423000.0,401822000.0,28440000.0,430262000.0,2293153000.0,2293153000.0,27026857000.0,,1625870000.0,,,,,2293153000.0,2293153000.0,2293153000.0,-16945000.0,2310098000.0,2310098000.0,41885000.0,2351983000.0,324291000.0,324291000.0,401822000.0,28440000.0,430262000.0,1625870000.0,4609408000.0,-125402000.0,,,,2425600000.0,2309210000.0,,,,,,6235278000.0,22417449000.0,28652727000.0,27971944000.0,2023-06-30
0.0,0.046828,2962763000.0,2823231000.0,,27034971000.0,2962763000.0,2962763000.0,428102000.0,11698000.0,439800000.0,2823231000.0,2823231000.0,32340077000.0,,2339378000.0,1059821062.0,985819450.0,2.68,2.86,2823231000.0,2823231000.0,2823231000.0,10357000.0,2812874000.0,2812874000.0,138191000.0,2951065000.0,183585000.0,183585000.0,428102000.0,11698000.0,439800000.0,2339378000.0,5305106000.0,-55870000.0,,,,2817206000.0,2543770000.0,,,,,,7644484000.0,27034971000.0,34679455000.0,33616140000.0,2023-09-30
0.0,0.25,4189606000.0,5658081000.0,,31945214000.0,4189606000.0,4189606000.0,780680000.0,13675000.0,794355000.0,5658081000.0,5658081000.0,38695671000.0,,3036426000.0,,,,,5690738000.0,5658081000.0,5658081000.0,-94235000.0,5752316000.0,5752316000.0,-1576385000.0,4175931000.0,358825000.0,358825000.0,780680000.0,13675000.0,794355000.0,3036426000.0,6750457000.0,-10237000.0,,,,3491026000.0,3269668000.0,,,,,,9786883000.0,31945214000.0,41732097000.0,40379267000.0,2023-12-31
