free_cash_flow,repurchase_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,change_in_other_working_capital
-195600000.0,-121900000.0,-60400000.0,1874700000.0,2444400000.0,-2300000.0,-567400000.0,-460200000.0,-460200000.0,-13300000.0,-50000000.0,-275000000.0,-275000000.0,-121900000.0,-121900000.0,28000000.0,28000000.0,-7000000.0,95400000.0,102800000.0,-7400000.0,-60400000.0,-60400000.0,-135200000.0,-135200000.0,-380800000.0,-212700000.0,99700000.0,479800000.0,479800000.0,59700000.0,-498700000.0,-498700000.0,289600000.0,2022-12-31,
451000000.0,-8200000.0,-60700000.0,2186200000.0,1874700000.0,1500000.0,310000000.0,-144200000.0,-144200000.0,138200000.0,8000000.0,-282200000.0,-282200000.0,-8200000.0,-8200000.0,-57500000.0,-57500000.0,-600000.0,3800000.0,14700000.0,-10900000.0,-60700000.0,-60700000.0,511700000.0,511700000.0,238400000.0,-1400000.0,58800000.0,58800000.0,58800000.0,58800000.0,-284600000.0,-284600000.0,441700000.0,2023-03-31,
323100000.0,-42200000.0,-71700000.0,2326200000.0,2186200000.0,-600000.0,140600000.0,-175800000.0,-175800000.0,142500000.0,4100000.0,-280200000.0,-280200000.0,-42200000.0,-42200000.0,-78400000.0,-78400000.0,-31600000.0,24900000.0,59100000.0,-34200000.0,-71700000.0,-71700000.0,394800000.0,394800000.0,98500000.0,-71400000.0,56600000.0,59100000.0,59100000.0,,87400000.0,87400000.0,481200000.0,2023-06-30,
376400000.0,-90800000.0,-93600000.0,2670300000.0,2326200000.0,-2700000.0,346800000.0,-297200000.0,-297200000.0,59800000.0,13400000.0,-279600000.0,-279600000.0,-90800000.0,-90800000.0,174000000.0,174000000.0,-3000000.0,270600000.0,296900000.0,-26300000.0,-93600000.0,-93600000.0,470000000.0,470000000.0,212400000.0,165600000.0,54300000.0,63700000.0,63700000.0,,-781800000.0,-781800000.0,439200000.0,2023-09-30,
-239300000.0,-113200000.0,-81900000.0,2143800000.0,2670300000.0,2200000.0,-528700000.0,-461400000.0,-461400000.0,-25000000.0,-43500000.0,-279700000.0,-279700000.0,-113200000.0,-113200000.0,90100000.0,90100000.0,-3200000.0,175200000.0,245900000.0,-70700000.0,-81900000.0,-81900000.0,-157400000.0,-157400000.0,-355700000.0,-119100000.0,95900000.0,300000000.0,300000000.0,73200000.0,518200000.0,518200000.0,473600000.0,2023-12-31,-355700000.0
534800000.0,-83100000.0,-102500000.0,2503900000.0,2143800000.0,-800000.0,360900000.0,-267800000.0,-267800000.0,87600000.0,14200000.0,-286500000.0,-286500000.0,-83100000.0,-83100000.0,-8600000.0,-8600000.0,2800000.0,91100000.0,95700000.0,-4600000.0,-102500000.0,-102500000.0,637300000.0,637300000.0,162300000.0,65900000.0,58400000.0,62600000.0,62600000.0,62600000.0,-305300000.0,-305300000.0,593400000.0,2024-03-31,
