tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4720164.609053,0.255144,836700000.0,18500000.0,18500000.0,266000000.0,479800000.0,825500000.0,855200000.0,375400000.0,252220164.609053,266000000.0,1148800000.0,,253100000.0,224600000.0,223700000.0,1.16,1.16,259500000.0,259500000.0,6500000.0,266000000.0,-23600000.0,289600000.0,289600000.0,99200000.0,388800000.0,13400000.0,-5100000.0,,,140800000.0,375400000.0,323300000.0,323300000.0,28200000.0,295100000.0,295100000.0,,698700000.0,825500000.0,1524200000.0,1524200000.0,2022-12-31
46752300.0,0.287,356500000.0,162900000.0,162900000.0,421500000.0,58800000.0,797100000.0,519400000.0,460600000.0,305352300.0,421500000.0,1077000000.0,,484200000.0,225200000.0,224400000.0,1.83,1.83,411000000.0,411000000.0,10500000.0,421500000.0,-20200000.0,441700000.0,441700000.0,177900000.0,619600000.0,159000000.0,-3900000.0,23600000.0,-23600000.0,139300000.0,460600000.0,279900000.0,279900000.0,25800000.0,254100000.0,254100000.0,,740500000.0,797100000.0,1537600000.0,1537600000.0,2023-03-31
26808800.0,0.248,489900000.0,108100000.0,108100000.0,476400000.0,59100000.0,793700000.0,598000000.0,538900000.0,395108800.0,476400000.0,1071300000.0,154700000.0,533500000.0,225200000.0,224400000.0,2.06,2.07,464800000.0,464800000.0,11600000.0,476400000.0,-4800000.0,481200000.0,481200000.0,158500000.0,639700000.0,100800000.0,-7300000.0,-5400000.0,5400000.0,113500000.0,538900000.0,277600000.0,277600000.0,22900000.0,254700000.0,100000000.0,154700000.0,816500000.0,793700000.0,1610200000.0,1610200000.0,2023-06-30
-7985600.0,0.248,715700000.0,-32200000.0,-32200000.0,453200000.0,63700000.0,784400000.0,683500000.0,619800000.0,477414400.0,453200000.0,1050900000.0,159700000.0,581300000.0,224800000.0,224100000.0,1.97,1.98,442600000.0,442600000.0,10600000.0,453200000.0,14000000.0,439200000.0,439200000.0,144900000.0,584100000.0,-35700000.0,-3500000.0,-38500000.0,38500000.0,6300000.0,619800000.0,266500000.0,266500000.0,21100000.0,245400000.0,85700000.0,159700000.0,886300000.0,784400000.0,1670700000.0,1670700000.0,2023-09-30
61401082.083784,0.267893,489500000.0,229200000.0,229200000.0,437600000.0,300000000.0,879200000.0,718700000.0,418700000.0,269801082.083784,437600000.0,1223300000.0,171600000.0,387200000.0,224000000.0,223500000.0,1.9,1.91,425900000.0,425900000.0,11700000.0,437600000.0,-36000000.0,473600000.0,473600000.0,173300000.0,646900000.0,228200000.0,-1000000.0,-31500000.0,31500000.0,260700000.0,418700000.0,344100000.0,344100000.0,44400000.0,299700000.0,128100000.0,171600000.0,762800000.0,879200000.0,1642000000.0,1642000000.0,2023-12-31
38516500.0,0.235,515200000.0,163900000.0,163900000.0,573800000.0,62600000.0,865900000.0,679100000.0,616500000.0,448416500.0,573800000.0,1133700000.0,149900000.0,586600000.0,224200000.0,223600000.0,2.49,2.5,558000000.0,558000000.0,15800000.0,573800000.0,-19600000.0,593400000.0,593400000.0,182100000.0,775500000.0,159000000.0,-4900000.0,-29900000.0,29900000.0,193800000.0,616500000.0,267800000.0,267800000.0,25300000.0,242500000.0,92600000.0,149900000.0,884300000.0,865900000.0,1750200000.0,1750200000.0,2024-03-31
