free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
314000000.0,0.0,-4543000000.0,5006000000.0,2000000.0,-672000000.0,1279000000.0,94000000.0,1053000000.0,89000000.0,43000000.0,-414000000.0,-414000000.0,-526000000.0,-353000000.0,,,,2000000.0,0.0,2000000.0,463000000.0,-708000000.0,-1085000000.0,377000000.0,1171000000.0,-3458000000.0,4629000000.0,-529000000.0,-529000000.0,,99000000.0,237000000.0,-138000000.0,32000000.0,173000000.0,-141000000.0,-660000000.0,12000000.0,-672000000.0,986000000.0,986000000.0,-331000000.0,,,31000000.0,31000000.0,542000000.0,542000000.0,449000000.0,353000000.0,96000000.0,295000000.0,2022-12-31
19000000.0,0.0,-3160000000.0,6529000000.0,6000000.0,-498000000.0,1515000000.0,-6000000.0,1279000000.0,41000000.0,201000000.0,6137000000.0,6137000000.0,3138000000.0,-376000000.0,-376000000.0,0.0,0.0,6000000.0,0.0,6000000.0,3369000000.0,898000000.0,-1143000000.0,2041000000.0,2471000000.0,-2017000000.0,4488000000.0,-6453000000.0,-6453000000.0,-683000000.0,120000000.0,353000000.0,-233000000.0,-5401000000.0,,-5401000000.0,-489000000.0,9000000.0,-498000000.0,517000000.0,517000000.0,-481000000.0,201000000.0,201000000.0,-43000000.0,-43000000.0,645000000.0,645000000.0,52000000.0,52000000.0,,143000000.0,2023-03-31
398000000.0,0.0,-3573000000.0,3586000000.0,2000000.0,-572000000.0,1380000000.0,0.0,1515000000.0,50000000.0,-185000000.0,-1915000000.0,-1915000000.0,-1553000000.0,-377000000.0,-377000000.0,,,2000000.0,0.0,2000000.0,13000000.0,60000000.0,-1433000000.0,1493000000.0,-47000000.0,-2140000000.0,2093000000.0,760000000.0,760000000.0,15000000.0,56000000.0,167000000.0,-111000000.0,1196000000.0,1274000000.0,-78000000.0,-507000000.0,65000000.0,-572000000.0,970000000.0,970000000.0,-273000000.0,,,38000000.0,38000000.0,632000000.0,632000000.0,-200000000.0,109000000.0,-309000000.0,773000000.0,2023-06-30
479000000.0,0.0,-4462000000.0,5824000000.0,2000000.0,-621000000.0,1307000000.0,0.0,1380000000.0,-62000000.0,-11000000.0,5023000000.0,5023000000.0,4036000000.0,-377000000.0,,,,2000000.0,0.0,2000000.0,1362000000.0,139000000.0,-1700000000.0,1839000000.0,1223000000.0,-2762000000.0,3985000000.0,-6134000000.0,-6134000000.0,-54000000.0,71000000.0,110000000.0,-39000000.0,-5535000000.0,435000000.0,-5970000000.0,-616000000.0,5000000.0,-621000000.0,1100000000.0,1100000000.0,-7000000.0,,,-4000000.0,-4000000.0,669000000.0,669000000.0,186000000.0,30000000.0,156000000.0,256000000.0,2023-09-30
695000000.0,0.0,-4495000000.0,5122000000.0,,-796000000.0,1857000000.0,6000000.0,1307000000.0,42000000.0,502000000.0,174000000.0,174000000.0,-57000000.0,-386000000.0,,,,-10000000.0,0.0,,627000000.0,-446000000.0,-1918000000.0,1472000000.0,1073000000.0,-2577000000.0,3650000000.0,-1163000000.0,-1163000000.0,2000000.0,-56000000.0,86000000.0,-142000000.0,-396000000.0,0.0,-396000000.0,-713000000.0,83000000.0,-796000000.0,1491000000.0,1491000000.0,123000000.0,,,14000000.0,14000000.0,793000000.0,793000000.0,285000000.0,132000000.0,153000000.0,276000000.0,2023-12-31
