ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
254000000.0,254000000.0,13000000000.0,15547000000.0,-3973000000.0,24813000000.0,5104000000.0,-3973000000.0,9266000000.0,24695000000.0,9266000000.0,9266000000.0,-8023000000.0,-8023000000.0,16943000000.0,92000000.0,254000000.0,254000000.0,43614000000.0,27727000000.0,6826000000.0,5472000000.0,5472000000.0,15429000000.0,15429000000.0,15887000000.0,2089000000.0,8488000000.0,8488000000.0,118000000.0,118000000.0,118000000.0,5192000000.0,3075000000.0,2117000000.0,2117000000.0,52880000000.0,31889000000.0,6931000000.0,3744000000.0,3744000000.0,13239000000.0,2459000000.0,10780000000.0,7975000000.0,-12163000000.0,20138000000.0,2036000000.0,9400000000.0,8555000000.0,147000000.0,0.0,20991000000.0,533000000.0,3088000000.0,192000000.0,2297000000.0,599000000.0,14823000000.0,12318000000.0,2505000000.0,2547000000.0,2547000000.0,2022-12-31
253252553.0,253252553.0,13160000000.0,15600000000.0,-3527000000.0,25246000000.0,5162000000.0,-3527000000.0,9646000000.0,25131000000.0,9646000000.0,9646000000.0,-8086000000.0,-8086000000.0,17478000000.0,0.0,254000000.0,254000000.0,44976000000.0,27994000000.0,7087000000.0,5422000000.0,5422000000.0,15485000000.0,15485000000.0,16982000000.0,2626000000.0,8336000000.0,8336000000.0,115000000.0,115000000.0,,5905000000.0,2634000000.0,3271000000.0,3271000000.0,54622000000.0,32478000000.0,7192000000.0,4175000000.0,4175000000.0,13173000000.0,2397000000.0,10776000000.0,7938000000.0,,,,,,,,22144000000.0,461000000.0,3471000000.0,189000000.0,2681000000.0,601000000.0,15772000000.0,13189000000.0,2583000000.0,2440000000.0,2440000000.0,2023-03-31
251000000.0,251000000.0,13872000000.0,17545000000.0,-3891000000.0,26785000000.0,6383000000.0,-3891000000.0,9240000000.0,26502000000.0,9240000000.0,9240000000.0,-8079000000.0,-8079000000.0,17068000000.0,0.0,251000000.0,251000000.0,47738000000.0,30034000000.0,7399000000.0,5373000000.0,5373000000.0,17262000000.0,17262000000.0,17704000000.0,2875000000.0,8184000000.0,8184000000.0,283000000.0,283000000.0,,6362000000.0,2896000000.0,3466000000.0,3466000000.0,56978000000.0,32891000000.0,7276000000.0,4518000000.0,4518000000.0,13131000000.0,2336000000.0,10795000000.0,7966000000.0,,,,,,,,24087000000.0,481000000.0,3498000000.0,179000000.0,2720000000.0,599000000.0,16435000000.0,13008000000.0,3427000000.0,3673000000.0,3673000000.0,2023-06-30
247000000.0,247000000.0,13838000000.0,17389000000.0,-3782000000.0,26663000000.0,6129000000.0,-3782000000.0,9274000000.0,26495000000.0,9274000000.0,9274000000.0,-8146000000.0,-8146000000.0,17066000000.0,107000000.0,247000000.0,247000000.0,47392000000.0,30199000000.0,7655000000.0,5323000000.0,5323000000.0,17221000000.0,17221000000.0,17193000000.0,2133000000.0,7936000000.0,7936000000.0,168000000.0,168000000.0,,6956000000.0,3139000000.0,3817000000.0,3817000000.0,56666000000.0,33344000000.0,7369000000.0,4873000000.0,4873000000.0,13056000000.0,2274000000.0,10782000000.0,8046000000.0,,,,,,,,23322000000.0,449000000.0,3312000000.0,184000000.0,2522000000.0,606000000.0,16010000000.0,13605000000.0,2405000000.0,3551000000.0,3551000000.0,2023-09-30
242000000.0,242000000.0,16017000000.0,17459000000.0,-6176000000.0,24294000000.0,3584000000.0,-6176000000.0,6835000000.0,24126000000.0,6835000000.0,6835000000.0,-8803000000.0,-8803000000.0,15398000000.0,0.0,240000000.0,240000000.0,45621000000.0,28684000000.0,5231000000.0,6162000000.0,6162000000.0,17291000000.0,17291000000.0,16937000000.0,2134000000.0,9190000000.0,9190000000.0,168000000.0,168000000.0,168000000.0,5445000000.0,3133000000.0,2312000000.0,2312000000.0,52456000000.0,31935000000.0,7601000000.0,2953000000.0,2953000000.0,13011000000.0,2212000000.0,10799000000.0,8370000000.0,-12812000000.0,21182000000.0,2081000000.0,9908000000.0,9049000000.0,144000000.0,0.0,20521000000.0,632000000.0,3132000000.0,188000000.0,2338000000.0,606000000.0,15315000000.0,13183000000.0,2132000000.0,1442000000.0,1442000000.0,2023-12-31
239000000.0,239000000.0,16628000000.0,19418000000.0,-6290000000.0,26068000000.0,5259000000.0,-6290000000.0,6650000000.0,25900000000.0,6650000000.0,6650000000.0,-8811000000.0,-8811000000.0,15222000000.0,0.0,239000000.0,239000000.0,48313000000.0,30614000000.0,5231000000.0,6133000000.0,6133000000.0,19250000000.0,19250000000.0,17699000000.0,2584000000.0,8745000000.0,8745000000.0,168000000.0,168000000.0,168000000.0,6202000000.0,2679000000.0,3523000000.0,3523000000.0,54963000000.0,32005000000.0,7687000000.0,3024000000.0,3024000000.0,12940000000.0,2151000000.0,10789000000.0,8354000000.0,,,,,,,,22958000000.0,583000000.0,3278000000.0,195000000.0,2443000000.0,640000000.0,16307000000.0,14050000000.0,2257000000.0,2790000000.0,2790000000.0,2024-03-31
