tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2852453.446627,0.274644,719702000.0,-10386000.0,-10386000.0,128763000.0,437406000.0,970700000.0,709316000.0,271910000.0,-75738000.0,94200000.0,18462000.0,136296546.553373,128763000.0,1578116000.0,282200000.0,92752000.0,92573000.0,1.39,1.39,128763000.0,128763000.0,128763000.0,-140000.0,128903000.0,128903000.0,48807000.0,177710000.0,-39281000.0,-28895000.0,-10386000.0,0.0,-143000.0,10529000.0,-75738000.0,94200000.0,18462000.0,292729000.0,607416000.0,607416000.0,207233000.0,400183000.0,400183000.0,900145000.0,970700000.0,1870845000.0,1870845000.0,2022-12-31
-386848.0,0.176,870564000.0,-2198000.0,-2198000.0,258786000.0,457100000.0,1006091000.0,868366000.0,411266000.0,-78093000.0,97481000.0,19388000.0,260597152.0,258786000.0,1611636000.0,384121000.0,93340000.0,92971000.0,2.77,2.78,258786000.0,258786000.0,258786000.0,56000.0,258730000.0,258730000.0,55055000.0,313785000.0,5305000.0,7503000.0,-2198000.0,-852000.0,-254000.0,1600000.0,-78093000.0,97481000.0,19388000.0,386573000.0,605545000.0,605545000.0,210671000.0,394874000.0,394874000.0,992118000.0,1006091000.0,1998209000.0,1998209000.0,2023-03-31
-577881.0,0.153,809784000.0,-3777000.0,-3777000.0,207030000.0,461636000.0,1060800000.0,806007000.0,344371000.0,-76470000.0,99973000.0,23503000.0,210229119.0,207030000.0,1682245000.0,332386000.0,93857000.0,93535000.0,2.21,2.21,207030000.0,207030000.0,207030000.0,17000.0,207013000.0,207013000.0,37385000.0,244398000.0,-15295000.0,-11518000.0,-3777000.0,1941000.0,,5718000.0,-76470000.0,99973000.0,23503000.0,336163000.0,621445000.0,621445000.0,215016000.0,406429000.0,406429000.0,957608000.0,1060800000.0,2018408000.0,2018408000.0,2023-06-30
295664.0,0.068,855721000.0,4348000.0,4348000.0,275794000.0,462939000.0,1068991000.0,860069000.0,397130000.0,-78274000.0,101385000.0,23111000.0,271741664.0,275794000.0,1685387000.0,380351000.0,94168000.0,93683000.0,2.93,2.94,275794000.0,275794000.0,275794000.0,34000.0,275760000.0,275760000.0,19985000.0,295745000.0,-1624000.0,-5972000.0,4348000.0,3933000.0,360000.0,-775000.0,-78274000.0,101385000.0,23111000.0,375643000.0,616396000.0,616396000.0,212506000.0,403890000.0,403890000.0,992039000.0,1068991000.0,2061030000.0,2061030000.0,2023-09-30
-914797.337793,0.158434,842722000.0,-5774000.0,-5774000.0,227568000.0,463463000.0,1091776000.0,836948000.0,373485000.0,-74958000.0,103183000.0,28225000.0,232427202.662207,227568000.0,1758228000.0,346416000.0,,,,,227568000.0,227568000.0,227568000.0,91000.0,227477000.0,227477000.0,42825000.0,270302000.0,-7001000.0,-1227000.0,-5774000.0,24000.0,-71000.0,5869000.0,-74958000.0,103183000.0,28225000.0,352261000.0,666452000.0,666452000.0,217603000.0,448849000.0,448849000.0,1018713000.0,1091776000.0,2110489000.0,2110489000.0,2023-12-31
