treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,machinery_furniture_equipment
193273.0,92620703.0,92813976.0,10855673000.0,16469554000.0,3954100000.0,24268060000.0,1466957000.0,3954100000.0,3707460000.0,11505966000.0,24258213000.0,11505832000.0,-134000.0,11505966000.0,-1389446000.0,-1389446000.0,71966000.0,-4352732000.0,17320017000.0,93000.0,93000.0,0.0,18804910000.0,16966612000.0,65592000.0,8820000.0,70252000.0,543691000.0,4998000.0,383359000.0,16168749000.0,3416502000.0,12752247000.0,109508000.0,1838298000.0,82401000.0,147986000.0,147986000.0,300805000.0,290958000.0,9847000.0,9847000.0,413135000.0,8657000.0,885314000.0,625683000.0,85052000.0,259631000.0,12302000.0,131376000.0,115953000.0,30310742000.0,27005487000.0,35969000.0,214954000.0,422765000.0,44628000.0,55405000.0,298899000.0,348145000.0,348145000.0,7551866000.0,1897649000.0,5654217000.0,18077484000.0,-9332957000.0,27410441000.0,1991060000.0,1195042000.0,14957674000.0,8013672000.0,1252993000.0,0.0,3305255000.0,12798000.0,105693000.0,84316000.0,1734000.0,79191000.0,1115102000.0,137556000.0,122166000.0,855380000.0,-12225000.0,867605000.0,1906421000.0,1906421000.0,764628000.0,1141793000.0,2022-12-31,
177207.0,93514718.0,93691925.0,10728377000.0,17013161000.0,4457330000.0,25400003000.0,2238994000.0,4457330000.0,3642206000.0,12029048000.0,25390134000.0,12028859000.0,-189000.0,12029048000.0,-1285188000.0,-1285188000.0,65988000.0,-4415571000.0,17795701000.0,94000.0,94000.0,,19245339000.0,17491187000.0,784900000.0,,,,,,16706287000.0,3345201000.0,13361086000.0,,1754152000.0,226077000.0,,,306874000.0,297005000.0,9869000.0,9869000.0,,,1221201000.0,287911000.0,,933290000.0,,,933290000.0,31274198000.0,27281052000.0,1391884000.0,,,,,,,,7571718000.0,1859655000.0,5712063000.0,18317450000.0,,18317450000.0,,,18317450000.0,,,,3993146000.0,437155000.0,,0.0,,,913413000.0,,,913413000.0,-13259000.0,926672000.0,2642578000.0,2642578000.0,,,2023-03-31,
171790.0,93564869.0,93736659.0,11004984000.0,17177804000.0,4484614000.0,25371270000.0,1889788000.0,4484614000.0,3830643000.0,12024109000.0,25362851000.0,12049000000.0,24891000.0,12024109000.0,-1288456000.0,-1288456000.0,63973000.0,-4532599000.0,17909043000.0,94000.0,94000.0,,19517945000.0,17663717000.0,785547000.0,,,,,,16878170000.0,3539428000.0,13338742000.0,,1854228000.0,215473000.0,,,299634000.0,291215000.0,8419000.0,8419000.0,,,1339121000.0,316090000.0,,1023031000.0,,,1023031000.0,31566945000.0,27822929000.0,1487088000.0,,,,,,,,7539495000.0,1807485000.0,5732010000.0,18796346000.0,,18796346000.0,,,18796346000.0,,,,3744016000.0,395723000.0,,0.0,,,1006116000.0,,,1006116000.0,-16724000.0,1022840000.0,2342177000.0,2342177000.0,,,2023-06-30,
153586.0,93883296.0,94036882.0,11233561000.0,17381288000.0,4567222000.0,25477942000.0,1991689000.0,4567222000.0,3790230000.0,11886884000.0,25469731000.0,11911559000.0,24675000.0,11886884000.0,-1526010000.0,-1526010000.0,57199000.0,-4581151000.0,18051150000.0,94000.0,94000.0,,19773043000.0,17879352000.0,775271000.0,,,,,,17104081000.0,3521234000.0,13582847000.0,,1893691000.0,194700000.0,,,277207000.0,268996000.0,8211000.0,8211000.0,,,1421784000.0,363549000.0,,1058235000.0,,,1058235000.0,31684602000.0,27799222000.0,1592972000.0,,,,,,,,7319662000.0,1730538000.0,5589124000.0,18886588000.0,,18886588000.0,,,18886588000.0,,,,3885380000.0,497189000.0,,0.0,,,1030694000.0,,,1030694000.0,-20199000.0,1050893000.0,2357497000.0,2357497000.0,,,2023-09-30,
150678.0,94479277.0,94629955.0,11636182000.0,17455113000.0,5046902000.0,26220788000.0,405447000.0,5046902000.0,3723219000.0,12488894000.0,25214503000.0,12513499000.0,24605000.0,12488894000.0,-1290117000.0,-1290117000.0,56117000.0,-4760631000.0,18595664000.0,95000.0,95000.0,,20137225000.0,16974975000.0,61315000.0,7608000.0,67520000.0,551112000.0,157027000.0,394085000.0,16179426000.0,3453817000.0,12725609000.0,107994000.0,3162250000.0,142520000.0,141068000.0,141068000.0,1275687000.0,269402000.0,1006285000.0,1006285000.0,437403000.0,4565000.0,1161007000.0,824241000.0,89718000.0,336766000.0,13576000.0,160834000.0,162356000.0,32650724000.0,29083027000.0,34883000.0,193902000.0,595360000.0,62238000.0,85912000.0,213024000.0,468231000.0,468231000.0,7441992000.0,1704870000.0,5737122000.0,20049723000.0,-10600926000.0,30650649000.0,2045523000.0,1917932000.0,14372874000.0,8971547000.0,1406784000.0,0.0,3567697000.0,24428000.0,43995000.0,0.0,500000.0,99790000.0,1303272000.0,132340000.0,167140000.0,1003792000.0,-17176000.0,1020968000.0,2095712000.0,2095712000.0,1603942000.0,491770000.0,2023-12-31,1935989000.0
