tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,depreciation_income_statement,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-62717.770035,0.062718,184000000.0,-1000000.0,-1000000.0,-164000000.0,269000000.0,665000000.0,183000000.0,-86000000.0,-141000000.0,201000000.0,60000000.0,-163062717.770035,-169000000.0,1282000000.0,-166000000.0,764000000.0,764000000.0,-0.22,-0.22,-169000000.0,-169000000.0,-169000000.0,105000000.0,-274000000.0,-5000000.0,-269000000.0,-18000000.0,-287000000.0,19000000.0,20000000.0,-1000000.0,-1000000.0,-141000000.0,201000000.0,60000000.0,-165000000.0,617000000.0,70000000.0,1000000.0,269000000.0,269000000.0,269000000.0,35000000.0,242000000.0,242000000.0,242000000.0,452000000.0,665000000.0,1117000000.0,1117000000.0,2022-12-31
-3584000.0,0.256,715000000.0,-14000000.0,-14000000.0,147000000.0,288000000.0,1094000000.0,701000000.0,413000000.0,-148000000.0,218000000.0,70000000.0,157416000.0,147000000.0,1728000000.0,378000000.0,766000000.0,764000000.0,0.19,0.19,147000000.0,147000000.0,147000000.0,2000000.0,145000000.0,0.0,145000000.0,50000000.0,195000000.0,-49000000.0,-35000000.0,-14000000.0,-14000000.0,-148000000.0,218000000.0,70000000.0,392000000.0,634000000.0,59000000.0,-6000000.0,288000000.0,288000000.0,288000000.0,42000000.0,251000000.0,251000000.0,251000000.0,1026000000.0,1094000000.0,2120000000.0,2120000000.0,2023-03-31
-472000.0,0.118,933000000.0,-4000000.0,-4000000.0,312000000.0,302000000.0,1293000000.0,929000000.0,627000000.0,-134000000.0,210000000.0,76000000.0,315528000.0,312000000.0,2001000000.0,537000000.0,767000000.0,764000000.0,0.41,0.41,312000000.0,312000000.0,312000000.0,-56000000.0,368000000.0,0.0,368000000.0,49000000.0,417000000.0,10000000.0,14000000.0,-4000000.0,-4000000.0,-134000000.0,210000000.0,76000000.0,541000000.0,708000000.0,68000000.0,5000000.0,302000000.0,302000000.0,302000000.0,54000000.0,279000000.0,279000000.0,279000000.0,1249000000.0,1293000000.0,2542000000.0,2542000000.0,2023-06-30
-856000.0,0.214,1103000000.0,-4000000.0,-4000000.0,380000000.0,328000000.0,1386000000.0,1099000000.0,771000000.0,-121000000.0,200000000.0,79000000.0,383144000.0,380000000.0,2103000000.0,688000000.0,766000000.0,764000000.0,0.5,0.5,380000000.0,380000000.0,380000000.0,-69000000.0,449000000.0,0.0,449000000.0,122000000.0,571000000.0,,4000000.0,-4000000.0,-4000000.0,-121000000.0,200000000.0,79000000.0,692000000.0,717000000.0,52000000.0,3000000.0,328000000.0,328000000.0,328000000.0,44000000.0,290000000.0,290000000.0,290000000.0,1409000000.0,1386000000.0,2795000000.0,2795000000.0,2023-09-30
-1038851.351351,0.20777,1135000000.0,-5000000.0,-5000000.0,382000000.0,348000000.0,1432000000.0,1130000000.0,782000000.0,-127000000.0,190000000.0,63000000.0,385961148.648649,382000000.0,2200000000.0,710000000.0,760000000.0,759000000.0,0.5,0.5,382000000.0,382000000.0,382000000.0,-87000000.0,469000000.0,0.0,469000000.0,123000000.0,592000000.0,4000000.0,9000000.0,-5000000.0,-5000000.0,-127000000.0,190000000.0,63000000.0,715000000.0,768000000.0,66000000.0,2000000.0,348000000.0,348000000.0,348000000.0,65000000.0,287000000.0,287000000.0,287000000.0,1483000000.0,1432000000.0,2915000000.0,2915000000.0,2023-12-31
-396666.666667,0.028333,1132000000.0,-14000000.0,-14000000.0,494000000.0,336000000.0,1461000000.0,1118000000.0,782000000.0,-111000000.0,182000000.0,71000000.0,507603333.333333,494000000.0,2228000000.0,717000000.0,752000000.0,750000000.0,0.66,0.66,494000000.0,494000000.0,494000000.0,-89000000.0,583000000.0,,583000000.0,17000000.0,600000000.0,-20000000.0,-6000000.0,-14000000.0,-14000000.0,-111000000.0,182000000.0,71000000.0,731000000.0,767000000.0,81000000.0,11000000.0,336000000.0,336000000.0,336000000.0,53000000.0,286000000.0,286000000.0,286000000.0,1498000000.0,1461000000.0,2959000000.0,2959000000.0,2024-03-31
