ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,non_current_deferred_assets,non_current_deferred_taxes_assets
292091780.0,292091780.0,3592706000.0,5090531000.0,1918788000.0,7543187000.0,6363285000.0,1918788000.0,57492000.0,2510148000.0,7543187000.0,2510148000.0,2510148000.0,-26632000.0,-2179608000.0,4716385000.0,3000.0,3000.0,5294603000.0,5132419000.0,41888000.0,5090531000.0,57492000.0,5033039000.0,162184000.0,68374000.0,93810000.0,64836000.0,11971000.0,28974000.0,28974000.0,7804751000.0,1279257000.0,282557000.0,69615000.0,43172000.0,43172000.0,43172000.0,591360000.0,63730000.0,527630000.0,292553000.0,-88157000.0,380710000.0,19394000.0,43614000.0,317702000.0,0.0,6525469000.0,424460000.0,48644000.0,3697109000.0,21739000.0,3473748000.0,201622000.0,-11800000.0,213422000.0,2355256000.0,914923000.0,1440333000.0,2022-12-31,,
294650588.0,294650588.0,3788028000.0,4816482000.0,1925742000.0,7271641000.0,6069511000.0,1925742000.0,55977000.0,2511136000.0,7271641000.0,2511136000.0,2511136000.0,-22338000.0,-2385285000.0,4918756000.0,3000.0,3000.0,4996713000.0,4860679000.0,44197000.0,4816482000.0,55977000.0,4760505000.0,136034000.0,52219000.0,83815000.0,53793000.0,13826000.0,30022000.0,30022000.0,7507849000.0,1302305000.0,313070000.0,49459000.0,43172000.0,43172000.0,43172000.0,585394000.0,48268000.0,537126000.0,311210000.0,-104701000.0,415911000.0,20128000.0,34054000.0,361729000.0,0.0,6205545000.0,409015000.0,29878000.0,3735144000.0,,3599328000.0,135816000.0,-12300000.0,148116000.0,2031508000.0,1059031000.0,972477000.0,2023-03-31,,
296846217.0,296846217.0,4506422000.0,5451006000.0,1957178000.0,7932632000.0,6721744000.0,1957178000.0,52557000.0,2534183000.0,7932632000.0,2534183000.0,2534183000.0,-15423000.0,-2591247000.0,5140850000.0,3000.0,3000.0,5621432000.0,5475361000.0,24355000.0,5451006000.0,52557000.0,5398449000.0,146071000.0,53267000.0,92804000.0,64202000.0,13498000.0,28602000.0,28602000.0,8155615000.0,1287800000.0,296772000.0,50545000.0,43172000.0,43172000.0,43172000.0,577005000.0,34434000.0,542571000.0,320306000.0,-124070000.0,444376000.0,20214000.0,30171000.0,393991000.0,0.0,6867815000.0,367917000.0,35626000.0,4397592000.0,,4198507000.0,199085000.0,-12900000.0,211985000.0,2066680000.0,1174653000.0,892027000.0,2023-06-30,,
301081887.0,301081887.0,4553826000.0,5682158000.0,2010554000.0,8199887000.0,6988399000.0,2010554000.0,49071000.0,2566800000.0,8199887000.0,2566800000.0,2566800000.0,-25205000.0,-2763030000.0,5355032000.0,3000.0,3000.0,5840349000.0,5709841000.0,27683000.0,5682158000.0,49071000.0,5633087000.0,130508000.0,41401000.0,89107000.0,61762000.0,19589000.0,27345000.0,27345000.0,8407149000.0,1288242000.0,272934000.0,41216000.0,51870000.0,51870000.0,51870000.0,556246000.0,19828000.0,536418000.0,365976000.0,-142360000.0,508336000.0,20279000.0,27227000.0,460830000.0,0.0,7118907000.0,409231000.0,55052000.0,4553733000.0,,4317499000.0,236234000.0,-11000000.0,247234000.0,2100891000.0,1021630000.0,1079261000.0,2023-09-30,,
305534346.0,305534346.0,5161128000.0,6243372000.0,2076319000.0,8832731000.0,7590506000.0,2076319000.0,45525000.0,2634884000.0,8832731000.0,2634884000.0,2634884000.0,-7142000.0,-2929932000.0,5571955000.0,3000.0,3000.0,6430105000.0,6271410000.0,28038000.0,6243372000.0,45525000.0,6197847000.0,158695000.0,23266000.0,135429000.0,75624000.0,22181000.0,59805000.0,59805000.0,9064989000.0,1315790000.0,244020000.0,22763000.0,72882000.0,72882000.0,72882000.0,558565000.0,17409000.0,541156000.0,394903000.0,-167812000.0,562715000.0,20927000.0,25049000.0,516739000.0,0.0,7749201000.0,411259000.0,103231000.0,5283923000.0,,4976637000.0,307286000.0,-12100000.0,319386000.0,1950788000.0,914069000.0,1036719000.0,2023-12-31,22657000.0,22657000.0
