free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-62798000.0,0.0,-1496098000.0,2174037000.0,-34250000.0,33081000.0,74000.0,1864793000.0,1913538000.0,2201000.0,-50946000.0,669813000.0,669813000.0,-15359000.0,7233000.0,0.0,0.0,677939000.0,677939000.0,-1496098000.0,2174037000.0,-692211000.0,-692211000.0,-990618000.0,332657000.0,333657000.0,-1000000.0,0.0,0.0,-34250000.0,-34250000.0,-28548000.0,-28548000.0,-43137000.0,-10727000.0,24357000.0,-6650000.0,6981000.0,31007000.0,-5560000.0,-56767000.0,-56767000.0,-35192000.0,121775000.0,106689000.0,,-7303000.0,23004000.0,23004000.0,128053000.0,128053000.0,-322437000.0,2022-12-31
-84791000.0,0.0,-2279893000.0,2181074000.0,-30516000.0,49023000.0,166000.0,1381492000.0,1864793000.0,891000.0,-484192000.0,-128959000.0,-128959000.0,-30803000.0,663000.0,0.0,0.0,-98819000.0,-98819000.0,-2279893000.0,2181074000.0,-300958000.0,-300958000.0,-123395000.0,-130996000.0,329636000.0,-460632000.0,-16051000.0,-16051000.0,-30516000.0,-30516000.0,-54275000.0,-54275000.0,-43407000.0,10435000.0,-115474000.0,-32763000.0,2125000.0,-82711000.0,480000.0,61632000.0,61632000.0,-21180000.0,106789000.0,66438000.0,,-8788000.0,47469000.0,47469000.0,4081000.0,93922000.0,-205677000.0,2023-03-31
18931000.0,0.0,-1628086000.0,2246168000.0,-24858000.0,58268000.0,430000.0,1259944000.0,1381492000.0,2288000.0,-123836000.0,609549000.0,609549000.0,-15392000.0,6859000.0,0.0,0.0,618082000.0,618082000.0,-1628086000.0,2246168000.0,-777174000.0,-777174000.0,-646140000.0,-106176000.0,409710000.0,-515886000.0,0.0,0.0,-24858000.0,-24858000.0,43789000.0,43789000.0,-61825000.0,-11174000.0,15255000.0,7010000.0,-113000.0,8245000.0,-1420000.0,-65906000.0,-65906000.0,-9634000.0,103337000.0,94483000.0,,-12349000.0,43279000.0,43279000.0,91216000.0,91216000.0,-205962000.0,2023-06-30
63085000.0,0.0,-3454051000.0,3646251000.0,-35817000.0,64868000.0,312000.0,1488492000.0,1259944000.0,-3301000.0,231849000.0,148806000.0,148806000.0,-47005000.0,3611000.0,0.0,0.0,192200000.0,192200000.0,-3454051000.0,3646251000.0,-15859000.0,-15859000.0,-145522000.0,165480000.0,262293000.0,-96813000.0,,,-35817000.0,-35817000.0,98902000.0,98902000.0,-14757000.0,-12566000.0,40017000.0,-14372000.0,6264000.0,54389000.0,-1257000.0,-42208000.0,-42208000.0,-51286000.0,112359000.0,99696000.0,752000.0,-12120000.0,40131000.0,40131000.0,95910000.0,95910000.0,-171783000.0,2023-09-30
35574000.0,0.0,-3365552000.0,3895290000.0,-38747000.0,,,1447978000.0,1488492000.0,3722000.0,-44236000.0,506345000.0,506345000.0,-44949000.0,21556000.0,0.0,0.0,529738000.0,529738000.0,-3365552000.0,3895290000.0,-624902000.0,-624902000.0,-709382000.0,123227000.0,219736000.0,-96509000.0,,,-38747000.0,-38747000.0,74321000.0,74321000.0,-59513000.0,-29103000.0,43869000.0,-13660000.0,2699000.0,57529000.0,32460000.0,-74279000.0,-74279000.0,-39771000.0,90164000.0,120880000.0,,-11002000.0,26512000.0,26512000.0,114705000.0,114705000.0,-166902000.0,2023-12-31
