free_cash_flow,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-37986000.0,,3046000.0,-157205000.0,19375000.0,66000.0,2977474000.0,3021507000.0,-634000.0,-43399000.0,1810000.0,1810000.0,-1236000.0,0.0,0.0,3046000.0,3046000.0,,,,-164428000.0,-164428000.0,,,,-7223000.0,-7223000.0,0.0,0.0,-157205000.0,-157205000.0,119219000.0,119219000.0,178009000.0,272920000.0,59189000.0,-1719000.0,31211000.0,12578000.0,18633000.0,18633000.0,8835000.0,-192427000.0,-192427000.0,20701000.0,169456000.0,,,42538000.0,42538000.0,-291485000.0,2022-12-31
81922000.0,,25472000.0,-91859000.0,,,828129000.0,2977474000.0,-68000.0,-2149277000.0,24722000.0,24722000.0,-750000.0,,,25472000.0,25472000.0,,,,-2347780000.0,-2347780000.0,-2255921000.0,84279000.0,-2340200000.0,,,-500000.0,-500000.0,-91359000.0,-91359000.0,173781000.0,173781000.0,193731000.0,103646000.0,-13894000.0,-2158000.0,1303000.0,-17004000.0,18307000.0,18307000.0,-8359000.0,113193000.0,113193000.0,21568000.0,184904000.0,8236000.0,-12122000.0,47412000.0,47412000.0,-269948000.0,2023-03-31
-95525000.0,,5635000.0,-123915000.0,,,520264000.0,828129000.0,875000.0,-308740000.0,20335000.0,20335000.0,0.0,,,5635000.0,5635000.0,,,,-357465000.0,-357465000.0,-233550000.0,469010000.0,-702560000.0,,,-13000000.0,-13000000.0,-110915000.0,-110915000.0,28390000.0,28390000.0,46124000.0,86912000.0,-25819000.0,-4533000.0,-22071000.0,-5340000.0,-16731000.0,-16731000.0,2200000.0,9435000.0,9435000.0,23836000.0,212362000.0,-2067000.0,-19623000.0,52599000.0,52599000.0,-284841000.0,2023-06-30
59508000.0,0.0,16209000.0,-53196000.0,,,580049000.0,520264000.0,-409000.0,60194000.0,16209000.0,16209000.0,0.0,,,16209000.0,16209000.0,0.0,0.0,0.0,-68719000.0,-68719000.0,-11664000.0,749487000.0,-761151000.0,-3859000.0,-3859000.0,0.0,0.0,-53196000.0,-53196000.0,112704000.0,112704000.0,110407000.0,107466000.0,5571000.0,502000.0,22024000.0,19745000.0,2279000.0,2279000.0,4298000.0,-29454000.0,-29454000.0,26379000.0,220022000.0,1578000.0,-20474000.0,53600000.0,53600000.0,-278808000.0,2023-09-30
78108000.0,0.0,5910000.0,-65197000.0,,,678466000.0,580049000.0,337000.0,98080000.0,5910000.0,5910000.0,0.0,,,5910000.0,5910000.0,0.0,0.0,0.0,-51135000.0,-51135000.0,14062000.0,802125000.0,-788063000.0,0.0,0.0,0.0,0.0,-65197000.0,-65197000.0,143305000.0,143305000.0,156560000.0,304391000.0,78247000.0,228000.0,3949000.0,11279000.0,-7330000.0,-7330000.0,-10909000.0,-219346000.0,-219346000.0,26596000.0,250679000.0,1222000.0,-20943000.0,54531000.0,54531000.0,-325340000.0,2023-12-31
