ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,accrued_interest_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
604674000.0,604674000.0,,1556809000.0,116974000.0,1295010000.0,1357769000.0,116974000.0,567825000.0,306026000.0,1295010000.0,305035000.0,-991000.0,306026000.0,671000.0,671000.0,-1908307000.0,2213603000.0,59000.0,59000.0,5070452000.0,2589617000.0,10752000.0,1095291000.0,1095291000.0,1483574000.0,494590000.0,988984000.0,2480835000.0,237531000.0,1941943000.0,1941943000.0,73235000.0,73235000.0,21003000.0,207123000.0,86580000.0,6458000.0,120543000.0,49361000.0,71182000.0,5375487000.0,1536883000.0,4323000.0,225132000.0,,,,189052000.0,54717000.0,134335000.0,1118376000.0,-266782000.0,1385158000.0,69311000.0,24306000.0,526030000.0,765511000.0,0.0,3838604000.0,16468000.0,420136000.0,45173000.0,379353000.0,,379353000.0,2977474000.0,,2977474000.0,2022-12-31
610487000.0,610487000.0,161179000.0,1537777000.0,62768000.0,1237150000.0,384332000.0,62768000.0,548469000.0,247842000.0,1237150000.0,245182000.0,-2660000.0,247842000.0,62000.0,62000.0,-2176620000.0,2424340000.0,60000.0,60000.0,5226278000.0,2592538000.0,12722000.0,1123321000.0,1123321000.0,1456495000.0,467187000.0,989308000.0,2633740000.0,237712000.0,2037696000.0,2037696000.0,81282000.0,81282000.0,5197000.0,271853000.0,104118000.0,16146000.0,167735000.0,47479000.0,120256000.0,5471460000.0,2453388000.0,6481000.0,229877000.0,850929000.0,,,185074000.0,50739000.0,134335000.0,1181027000.0,-308421000.0,1489448000.0,87251000.0,12727000.0,492686000.0,896784000.0,0.0,3018072000.0,19502000.0,435528000.0,48054000.0,273997000.0,8751000.0,265246000.0,2240991000.0,1412862000.0,828129000.0,2023-03-31
616301000.0,616301000.0,484071000.0,1738829000.0,-25014000.0,1172832000.0,267597000.0,-25014000.0,734494000.0,168497000.0,1172832000.0,164200000.0,-4297000.0,168497000.0,-14095000.0,-14095000.0,-2459397000.0,2641929000.0,60000.0,60000.0,5435077000.0,2808384000.0,13039000.0,1149346000.0,1149346000.0,1645999000.0,641664000.0,1004335000.0,2626693000.0,231481000.0,2117043000.0,2117043000.0,92830000.0,92830000.0,10953000.0,174386000.0,55735000.0,6458000.0,118651000.0,45822000.0,72829000.0,5599277000.0,2704987000.0,11014000.0,235903000.0,904897000.0,904897000.0,904897000.0,193511000.0,59176000.0,134335000.0,1359662000.0,-355761000.0,1715423000.0,90872000.0,30693000.0,674928000.0,918930000.0,0.0,2894290000.0,8665000.0,447962000.0,49410000.0,268387000.0,11032000.0,257355000.0,2119866000.0,1599602000.0,520264000.0,2023-06-30
623588000.0,623588000.0,424617000.0,1735924000.0,-72808000.0,1130452000.0,174321000.0,-72808000.0,731258000.0,125786000.0,1130452000.0,119854000.0,-5932000.0,125786000.0,-15879000.0,-15879000.0,-2736555000.0,2878160000.0,60000.0,60000.0,5634276000.0,2839141000.0,15904000.0,1188815000.0,1188815000.0,1634422000.0,629756000.0,1004666000.0,2795135000.0,256419000.0,2208531000.0,2208531000.0,101502000.0,101502000.0,9851000.0,218832000.0,78384000.0,16146000.0,140448000.0,53667000.0,86781000.0,5754130000.0,2784674000.0,10512000.0,244547000.0,959260000.0,959260000.0,959260000.0,198594000.0,56794000.0,141800000.0,1371761000.0,-401659000.0,1773420000.0,96568000.0,48189000.0,662379000.0,966284000.0,0.0,2969456000.0,10956000.0,462795000.0,42158000.0,297205000.0,11890000.0,285315000.0,2156342000.0,1576293000.0,580049000.0,2023-09-30
631221273.0,631221273.0,326534000.0,1762799000.0,-118899000.0,1081290000.0,223047000.0,-118899000.0,757799000.0,76290000.0,1081290000.0,68626000.0,-7664000.0,76290000.0,1536000.0,1536000.0,-3060253000.0,3134946000.0,61000.0,61000.0,6099452000.0,3047086000.0,22330000.0,1373250000.0,1373250000.0,1651506000.0,646506000.0,1005000000.0,3052366000.0,324558000.0,2406292000.0,2406292000.0,111293000.0,111293000.0,32125000.0,178098000.0,58379000.0,6458000.0,119719000.0,59632000.0,60087000.0,6168078000.0,2892665000.0,10284000.0,283326000.0,1043399000.0,,,195189000.0,53060000.0,142129000.0,1360467000.0,-442709000.0,1803176000.0,101785000.0,77043000.0,665107000.0,959241000.0,0.0,3275413000.0,11297000.0,501821000.0,48555000.0,520466000.0,14697000.0,505769000.0,2193274000.0,1514808000.0,678466000.0,2023-12-31
