free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
2873000000.0,-200000000.0,-785000000.0,23000000.0,-145000000.0,3618000000.0,2619000000.0,17000000.0,982000000.0,-1843000000.0,-1843000000.0,-6000000.0,22000000.0,-107000000.0,-107000000.0,-200000000.0,-200000000.0,-1552000000.0,-790000000.0,-762000000.0,-785000000.0,23000000.0,-193000000.0,-193000000.0,-63000000.0,-9000000.0,21000000.0,-30000000.0,-3000000.0,-3000000.0,27000000.0,27000000.0,-145000000.0,3018000000.0,3018000000.0,2740000000.0,2567000000.0,605000000.0,605000000.0,605000000.0,-1249000000.0,817000000.0,152000000.0,-137000000.0,-137000000.0,304000000.0,304000000.0,12000000.0,13000000.0,-53000000.0,2022-12-31
-3457000000.0,,-417000000.0,626000000.0,-151000000.0,2068000000.0,3618000000.0,-2000000.0,-1548000000.0,3269000000.0,3269000000.0,-31000000.0,7000000.0,,,,,3293000000.0,3084000000.0,209000000.0,-417000000.0,626000000.0,-1511000000.0,-1511000000.0,,82000000.0,82000000.0,0.0,-1463000000.0,-1463000000.0,21000000.0,21000000.0,-151000000.0,-3306000000.0,-3306000000.0,-4165000000.0,-873000000.0,-908000000.0,-908000000.0,-908000000.0,324000000.0,-2708000000.0,31000000.0,-85000000.0,-85000000.0,287000000.0,287000000.0,37000000.0,36000000.0,589000000.0,2023-03-31
708000000.0,,45000000.0,2801000000.0,-99000000.0,2963000000.0,2068000000.0,11000000.0,884000000.0,110000000.0,110000000.0,-11000000.0,19000000.0,,,,,647000000.0,-2199000000.0,2846000000.0,45000000.0,2801000000.0,-33000000.0,-33000000.0,,59000000.0,66000000.0,-7000000.0,-4000000.0,-4000000.0,13000000.0,13000000.0,-99000000.0,807000000.0,807000000.0,-336000000.0,-1491000000.0,-650000000.0,-650000000.0,-650000000.0,996000000.0,809000000.0,163000000.0,-86000000.0,-86000000.0,306000000.0,306000000.0,33000000.0,35000000.0,727000000.0,2023-06-30
-278000000.0,,-1866000000.0,29000000.0,-162000000.0,2776000000.0,2963000000.0,-77000000.0,-110000000.0,235000000.0,235000000.0,-9000000.0,2000000.0,,,,,-303000000.0,1534000000.0,-1837000000.0,-1866000000.0,29000000.0,-229000000.0,-229000000.0,0.0,-55000000.0,21000000.0,-76000000.0,-20000000.0,-20000000.0,8000000.0,8000000.0,-162000000.0,-116000000.0,-116000000.0,-93000000.0,-725000000.0,343000000.0,343000000.0,343000000.0,-828000000.0,1117000000.0,120000000.0,-137000000.0,-137000000.0,306000000.0,306000000.0,23000000.0,34000000.0,-335000000.0,2023-09-30
4201000000.0,,-71000000.0,-27000000.0,-183000000.0,3158000000.0,2776000000.0,-75000000.0,457000000.0,-3713000000.0,-3713000000.0,2000000.0,3000000.0,,,,,-2523000000.0,-2425000000.0,-98000000.0,-71000000.0,-27000000.0,-214000000.0,-214000000.0,0.0,-45000000.0,20000000.0,-65000000.0,-1000000.0,-1000000.0,15000000.0,15000000.0,-183000000.0,4384000000.0,4424000000.0,3808000000.0,2551000000.0,552000000.0,552000000.0,552000000.0,-435000000.0,1140000000.0,451000000.0,-130000000.0,-130000000.0,312000000.0,312000000.0,23000000.0,33000000.0,-40000000.0,2023-12-31
