ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,notes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,duefrom_related_parties_current
713419000.0,713419000.0,,1307000000.0,6001000000.0,26607000000.0,6051000000.0,6001000000.0,2000000.0,25302000000.0,26583000000.0,25541000000.0,239000000.0,25302000000.0,-2806000000.0,-2806000000.0,250000000.0,27851000000.0,7000000.0,7000000.0,17077000000.0,6333000000.0,1676000000.0,2255000000.0,2255000000.0,1119000000.0,1119000000.0,1283000000.0,2000000.0,1281000000.0,10744000000.0,3388000000.0,3388000000.0,24000000.0,,24000000.0,,,,7332000000.0,2254000000.0,5078000000.0,183000000.0,183000000.0,4895000000.0,42618000000.0,25823000000.0,1687000000.0,479000000.0,479000000.0,102000000.0,102000000.0,19301000000.0,9339000000.0,9962000000.0,4254000000.0,-4297000000.0,8551000000.0,517000000.0,6077000000.0,1541000000.0,416000000.0,0.0,16795000000.0,968000000.0,6811000000.0,3260000000.0,2689000000.0,862000000.0,5701000000.0,1440000000.0,93000000.0,4168000000.0,-194000000.0,4362000000.0,3315000000.0,124000000.0,3191000000.0,2022-12-31,,
710678000.0,710678000.0,3381000000.0,5028000000.0,4954000000.0,30626000000.0,5098000000.0,4954000000.0,1000000.0,25599000000.0,26840000000.0,25839000000.0,240000000.0,25599000000.0,-2739000000.0,-2739000000.0,487000000.0,27844000000.0,7000000.0,7000000.0,19661000000.0,6430000000.0,1692000000.0,2242000000.0,2242000000.0,1255000000.0,1255000000.0,1241000000.0,,1241000000.0,13231000000.0,2712000000.0,2712000000.0,3787000000.0,1000000.0,3786000000.0,106000000.0,1000000000.0,2680000000.0,6732000000.0,2477000000.0,4255000000.0,298000000.0,298000000.0,3957000000.0,45500000000.0,27171000000.0,1660000000.0,508000000.0,508000000.0,87000000.0,87000000.0,20645000000.0,10137000000.0,10508000000.0,4271000000.0,-4362000000.0,8633000000.0,,,,,,18329000000.0,1335000000.0,6585000000.0,3650000000.0,2023000000.0,912000000.0,8678000000.0,1344000000.0,451000000.0,6883000000.0,,,1731000000.0,85000000.0,1646000000.0,2023-03-31,,
709516000.0,709516000.0,2749000000.0,5313000000.0,5696000000.0,31532000000.0,6861000000.0,5696000000.0,1000000.0,26220000000.0,28510000000.0,26461000000.0,241000000.0,26220000000.0,-2677000000.0,-2677000000.0,1013000000.0,27877000000.0,7000000.0,7000000.0,17728000000.0,7382000000.0,1722000000.0,2236000000.0,2236000000.0,1134000000.0,1134000000.0,2290000000.0,,2290000000.0,10346000000.0,656000000.0,656000000.0,3023000000.0,1000000.0,3022000000.0,217000000.0,,2805000000.0,6667000000.0,2892000000.0,3775000000.0,396000000.0,396000000.0,3379000000.0,44189000000.0,26982000000.0,1545000000.0,524000000.0,524000000.0,83000000.0,83000000.0,20524000000.0,9985000000.0,10539000000.0,4306000000.0,-4491000000.0,8797000000.0,,,,,,17207000000.0,1008000000.0,5628000000.0,2640000000.0,2127000000.0,861000000.0,7955000000.0,1380000000.0,1327000000.0,5248000000.0,-206000000.0,5454000000.0,2616000000.0,53000000.0,2563000000.0,2023-06-30,,
704880000.0,704880000.0,3643000000.0,5899000000.0,4990000000.0,31123000000.0,5985000000.0,4990000000.0,2000000.0,25226000000.0,27515000000.0,25467000000.0,241000000.0,25226000000.0,-3001000000.0,-3001000000.0,325000000.0,27895000000.0,7000000.0,7000000.0,17643000000.0,7295000000.0,1707000000.0,2228000000.0,2228000000.0,1070000000.0,1070000000.0,2290000000.0,1000000.0,2289000000.0,10348000000.0,552000000.0,552000000.0,3609000000.0,1000000.0,3608000000.0,191000000.0,0.0,3417000000.0,6187000000.0,2273000000.0,3914000000.0,236000000.0,236000000.0,3678000000.0,43110000000.0,26777000000.0,1561000000.0,554000000.0,554000000.0,106000000.0,106000000.0,20236000000.0,9795000000.0,10441000000.0,4320000000.0,-4572000000.0,8892000000.0,,,,,,16333000000.0,1070000000.0,6320000000.0,2786000000.0,2690000000.0,844000000.0,6581000000.0,1261000000.0,1307000000.0,5320000000.0,-201000000.0,5521000000.0,2362000000.0,108000000.0,2254000000.0,2023-09-30,,
701260000.0,701260000.0,,2489000000.0,4806000000.0,27525000000.0,5851000000.0,4806000000.0,1000000.0,25037000000.0,27328000000.0,25279000000.0,242000000.0,25037000000.0,-2677000000.0,-2677000000.0,-41000000.0,27748000000.0,7000000.0,7000000.0,17717000000.0,7308000000.0,1651000000.0,2467000000.0,2467000000.0,899000000.0,899000000.0,2291000000.0,,2291000000.0,10409000000.0,3406000000.0,3406000000.0,198000000.0,1000000.0,197000000.0,197000000.0,,,6805000000.0,2351000000.0,4454000000.0,174000000.0,174000000.0,4280000000.0,42996000000.0,26736000000.0,1519000000.0,584000000.0,584000000.0,115000000.0,115000000.0,20231000000.0,9626000000.0,10605000000.0,4287000000.0,-4669000000.0,8956000000.0,530000000.0,6315000000.0,1671000000.0,440000000.0,0.0,16260000000.0,1131000000.0,6899000000.0,3273000000.0,2775000000.0,851000000.0,5488000000.0,1028000000.0,,4329000000.0,-205000000.0,4534000000.0,2742000000.0,98000000.0,2644000000.0,2023-12-31,0.0,131000000.0
